score_bin,players,score_mean,proxy_outcome_mean
0,339,4.173451327433628,1.4837758112094395
1,341,12.167155425219942,5.282991202346041
2,335,22.845223880597015,11.091044776119404
3,339,35.238790560471976,18.6047197640118
4,339,50.85457227138643,28.750737463126843
5,339,67.11814159292035,39.09587020648968
6,338,84.08195266272189,49.38905325443787
7,337,102.03857566765579,60.53412462908012
8,338,150.49319526627218,86.09023668639053
9,339,571.3653392330384,337.03982300884957
