score_bin,players,score_mean,proxy_outcome_mean
0,343,4.271428571428571,1.4883381924198251
1,334,12.437125748502995,5.266467065868263
2,339,23.464896755162243,11.057522123893806
3,338,36.4207100591716,18.58431952662722
4,339,53.00442477876106,28.641592920353983
5,339,70.0589970501475,39.07964601769911
6,339,87.51386430678467,49.23746312684366
7,336,105.96607142857142,60.63690476190476
8,338,155.8153846153846,86.40680473372781
9,339,592.7943952802359,337.0132743362832
