score_bin,players,score_mean,proxy_outcome_mean
0,341,4.262170087976539,1.466275659824047
1,337,12.507121661721067,5.250741839762611
2,338,23.661834319526626,11.04585798816568
3,338,36.89378698224852,18.56508875739645
4,338,53.736982248520704,28.55473372781065
5,338,71.23609467455621,38.951183431952664
6,339,89.09292035398231,49.13126843657817
7,339,108.21179941002951,60.63864306784661
8,337,158.8813056379822,86.68694362017804
9,339,605.3474926253687,337.0353982300885
