Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Nick Brossette,RB,LSU,College Stats,5-11,209,4.72,35.5,15.0,118.0,7.38,4.44,,BrosNi01,N/A
Jordan Brown,CB,South Dakota State,,6-0,201,4.51,39.5,13.0,128.0,,,,-9999,N/A
A.J. Brown,WR,Mississippi,College Stats,6-0,226,4.49,36.5,19.0,120.0,,,Tennessee Titans / 2nd / 51st pick / 2019,BrowAJ00,4047646
Blace Brown,CB,Troy,College Stats,6-0,194,4.75,,14.0,126.0,7.33,4.22,,BrowBl01,N/A
Keenen Brown,TE,Texas State,College Stats,6-2,250,4.75,33.0,17.0,117.0,7.27,4.51,,BrowKe04,N/A
Marquise Brown,WR,Oklahoma,College Stats,5-9,166,,,,,,,Baltimore Ravens / 1st / 25th pick / 2019,BrowMa04,N/A
Jake Browning,QB,Washington,College Stats,6-2,211,4.74,29.0,,112.0,7.19,4.44,,BrowJa08,N/A
Austin Bryant,EDGE,Clemson,College Stats,6-4,271,,,,,,,Detroit Lions / 4th / 117th pick / 2019,BryaAu00,3728253
Isaiah Buggs,DL,Alabama,College Stats,6-3,306,5.15,24.5,20.0,96.0,8.01,4.83,Pittsburgh Steelers / 6th / 192nd pick / 2019,BuggIs00,4241451
Sean Bunting,CB,Central Michigan,College Stats,6-0,195,4.42,41.5,14.0,126.0,,,Tampa Bay Buccaneers / 2nd / 39th pick / 2019,BuntSe00,N/A
Brian Burns,EDGE,Florida State,College Stats,6-5,249,4.53,36.0,,129.0,7.01,,Carolina Panthers / 1st / 16th pick / 2019,BurnBr00,4035631
Ben Burr-Kirven,LB,Washington,College Stats,6-0,230,4.56,34.5,21.0,121.0,6.85,4.09,Seattle Seahawks / 5th / 142nd pick / 2019,BurrBe00,3886816
Devin Bush,LB,Michigan,College Stats,5-11,234,4.43,40.5,21.0,124.0,6.93,4.23,Pittsburgh Steelers / 1st / 10th pick / 2019,BushDe01,4036261
Emmanuel Butler,WR,Northern Arizona,College Stats,6-3,217,,36.0,11.0,115.0,,4.22,,ButlEm01,N/A
Hakeem Butler,WR,Iowa State,College Stats,6-5,227,4.48,36.0,18.0,128.0,,,Arizona Cardinals / 4th / 103rd pick / 2019,ButlHa00,N/A
Yodny Cajuste,OT,West Virginia,College Stats,6-5,312,,,32.0,,,,New England Patriots / 3rd / 101st pick / 2019,CajuYo00,3116455
Deion Calhoun,OL,Mississippi State,College Stats,6-2,310,5.07,28.5,26.0,105.0,7.46,4.62,,CalhDe00,N/A
Parris Campbell,WR,Ohio State,College Stats,6-0,205,4.31,40.0,11.0,135.0,,4.03,Indianapolis Colts / 2nd / 59th pick / 2019,CampPa00,3121410
Malik Carney,EDGE,North Carolina,College Stats,6-2,251,4.73,33.0,25.0,113.0,7.4,,,CarnMa01,N/A
Blake Cashman,LB,Minnesota,College Stats,6-1,237,4.5,37.5,18.0,124.0,6.95,4.12,New York Jets / 5th / 157th pick / 2019,CashBl00,3728281
Hamp Cheevers,CB,Boston Col.,College Stats,5-9,169,4.52,39.0,8.0,122.0,6.96,4.25,,CheeHa00,N/A
Demarcus Christmas,DL,Florida State,College Stats,6-3,294,5.08,25.5,22.0,101.0,8.13,5.07,Seattle Seahawks / 6th / 209th pick / 2019,ChriDe01,N/A
L.J. Collier,DL,TCU,College Stats,6-2,283,4.91,30.0,25.0,118.0,7.71,4.78,Seattle Seahawks / 1st / 29th pick / 2019,CollLJ00,3116449
John Cominsky,DL,Charleston,,6-5,286,4.69,33.5,22.0,116.0,7.03,4.38,Atlanta Falcons / 4th / 135th pick / 2019,ComiJo00,4411771
Te'von Coney,LB,Notre Dame,College Stats,6-1,234,,,,,,,,ConeTe01,N/A
Ryan Connelly,LB,Wisconsin,College Stats,6-2,242,4.66,34.5,,118.0,7.09,4.31,New York Giants / 5th / 143rd pick / 2019,ConnRy00,3121538
C.J. Conrad,TE,Kentucky,College Stats,6-4,249,,,,,,,,ConrCJ01,N/A
Byron Cowart,DL,Maryland,College Stats,6-3,298,5.16,30.0,26.0,111.0,,,New England Patriots / 5th / 159th pick / 2019,CowaBy00,3916922
Jonathan Crawford,S,Indiana,College Stats,6-1,205,,31.5,16.0,115.0,,,,CrawJo00,N/A
Xavier Crawford,CB,Central Michigan,College Stats,5-11,187,4.48,37.5,11.0,,,,Houston Texans / 6th / 195th pick / 2019,CrawXa00,3860287
Maxx Crosby,DL,East. Michigan,College Stats,6-5,255,4.66,36.0,,122.0,6.89,4.13,Oakland Raiders / 4th / 106th pick / 2019,CrosMa00,3916655
Jamal Custis,WR,Syracuse,College Stats,6-4,214,4.5,34.5,,124.0,,,,CustJa01,N/A
Dennis Daley,OT,South Carolina,College Stats,6-5,317,5.23,26.5,20.0,103.0,7.95,4.92,Carolina Panthers / 6th / 212th pick / 2019,DaleDe00,4259480
Davante Davis,CB,Texas,College Stats,6-2,202,4.57,37.0,14.0,125.0,6.76,4.15,,DaviDa02,N/A
Deshaun Davis,LB,Auburn,College Stats,5-11,234,,31.0,25.0,111.0,,4.38,Cincinnati Bengals / 6th / 210th pick / 2019,DaviDe01,N/A
Felton Davis,WR,Michigan State,College Stats,6-3,211,,,21.0,,,,,DaviFe01,N/A
Jamal Davis,EDGE,Akron,College Stats,6-3,243,4.6,39.0,19.0,122.0,7.0,4.44,,DaviJa08,N/A
Nate Davis,OL,Charlotte,College Stats,6-3,316,5.23,26.0,23.0,107.0,7.94,4.83,Tennessee Titans / 3rd / 82nd pick / 2019,DaviNa01,3120070
Ryan Davis,WR,Auburn,College Stats,5-10,189,,35.0,12.0,124.0,7.09,4.23,,DaviRy01,N/A
Jamel Dean,CB,Auburn,College Stats,6-1,206,4.3,41.0,16.0,130.0,7.02,4.19,Tampa Bay Buccaneers / 3rd / 94th pick / 2019,DeanJa00,3873935
Michael Deiter,OL,Wisconsin,College Stats,6-5,309,5.23,28.0,21.0,105.0,7.88,4.81,Miami Dolphins / 3rd / 78th pick / 2019,DeitMi00,3121541
Lukas Denis,S,Boston Col.,College Stats,5-11,190,4.64,33.5,16.0,116.0,6.89,4.09,,DeniLu00,N/A
Andre Dillard,OT,Washington State,College Stats,6-5,315,4.96,29.0,24.0,118.0,7.44,4.4,Philadelphia Eagles / 1st / 22nd pick / 2019,DillAn00,N/A
D'Cota Dixon,S,Wisconsin,College Stats,5-10,204,4.81,33.5,20.0,119.0,,,,DixoDc01,N/A
Johnnie Dixon,WR,Ohio State,College Stats,5-10,201,4.41,37.5,16.0,120.0,,4.43,,DixoJo01,N/A
Tyrel Dodson,LB,Texas A&M,College Stats,6-0,237,4.6,,24.0,118.0,,,,DodsTy01,4035232
Greg Dortch,WR,Wake Forest,College Stats,5-7,173,,,,,,,,DortGr01,4037235
Keelan Doss,WR,UC Davis,,6-2,211,,,8.0,,,,,DossKe00,3120980
Ashton Dulin,WR,Malone University (Ohio),,6-1,215,4.43,38.0,13.0,121.0,7.0,4.22,,DuliAs00,4061956
Jovon Durante,WR,Florida Atlantic,College Stats,5-11,160,4.55,31.5,,120.0,7.0,4.31,,DuraJo00,N/A
Chuma Edoga,OT,USC,College Stats,6-3,308,5.19,,21.0,,,,New York Jets / 3rd / 92nd pick / 2019,EdogCh00,3701582
David Edwards,OT,Wisconsin,College Stats,6-6,308,5.28,25.5,,99.0,7.69,4.77,Los Angeles Rams / 5th / 169th pick / 2019,EdwaDa01,3917660
Mike Edwards,S,Kentucky,College Stats,5-10,205,,,,,,,Tampa Bay Buccaneers / 3rd / 99th pick / 2019,EdwaMi01,N/A
T.J. Edwards,LB,Wisconsin,College Stats,6-0,230,,,16.0,,,,,EdwaTJ02,3121544
Emeke Egbule,LB,Houston,College Stats,6-2,245,4.65,33.0,20.0,119.0,7.38,4.38,Los Angeles Chargers / 6th / 200th pick / 2019,EgbuEm00,3914613
Bobby Evans,OT,Oklahoma,College Stats,6-4,312,5.2,,22.0,,,,Los Angeles Rams / 3rd / 97th pick / 2019,EvanBo00,N/A
Noah Fant,TE,Iowa,College Stats,6-4,249,4.5,39.5,20.0,127.0,6.81,4.22,Denver Broncos / 1st / 20th pick / 2019,FantNo00,4036131
Rashad Fenton,CB,South Carolina,College Stats,5-11,193,4.52,34.0,12.0,117.0,,4.25,Kansas City Chiefs / 6th / 201st pick / 2019,FentRa00,3924364
Jazz Ferguson,WR,Northwestern St. (LA),College Stats,6-5,227,4.45,37.0,8.0,123.0,7.25,4.59,,FergJa04,N/A
Clelin Ferrell,EDGE,Clemson,College Stats,6-4,264,,,25.0,,7.26,4.4,Oakland Raiders / 1st / 4th pick / 2019,FerrCl00,3728258
Mark Fields,CB,Clemson,College Stats,5-10,192,4.37,,18.0,,,,,FielMa01,3728261
Ryan Finley,QB,North Carolina State,College Stats,6-4,213,4.73,30.5,,116.0,7.2,4.2,Cincinnati Bengals / 4th / 104th pick / 2019,FinlRy00,3042876
Nick Fitzgerald,QB,Mississippi State,College Stats,6-5,226,4.64,29.5,,115.0,,,,FitzNi01,N/A
Cody Ford,OT,Oklahoma,College Stats,6-4,329,5.21,28.5,19.0,104.0,8.27,4.87,Buffalo Bills / 2nd / 38th pick / 2019,FordCo00,3707061
Jack Fox,P,Rice,College Stats,6-2,213,4.73,27.5,,114.0,,,,FoxxJa01,3916370
Hjalte Froholdt,OL,Arkansas,College Stats,6-5,306,5.2,27.5,31.0,105.0,7.51,4.54,New England Patriots / 4th / 118th pick / 2019,FrohHj00,N/A
Travis Fulgham,WR,Old Dominion,College Stats,6-2,215,4.58,36.5,15.0,126.0,,,Detroit Lions / 6th / 184th pick / 2019,FulgTr00,3139522
Lamont Gaillard,OL,Georgia,College Stats,6-3,305,,,,,,,Arizona Cardinals / 6th / 179th pick / 2019,GailLa00,N/A
Greg Gaines,DL,Washington,College Stats,6-1,312,5.16,31.0,30.0,109.0,,,Los Angeles Rams / 4th / 134th pick / 2019,GainGr00,3127294
Malik Gant,S,Marshall,College Stats,6-0,209,4.63,34.5,17.0,114.0,7.45,4.3,,GantMa01,N/A
Chauncey Gardner-Johnson,S,Florida,College Stats,5-11,210,4.48,36.0,17.0,117.0,7.03,4.2,New Orleans Saints / 4th / 105th pick / 2019,GardCh00,N/A
Rashan Gary,DL,Michigan,College Stats,6-4,277,4.58,38.0,26.0,120.0,7.26,4.29,Green Bay Packers / 1st / 12th pick / 2019,GaryRa00,4046523
Myles Gaskin,RB,Washington,College Stats,5-9,205,4.58,35.5,24.0,118.0,7.19,4.27,Miami Dolphins / 7th / 234th pick / 2019,GaskMy00,3886818
Matt Gay,K,Utah,College Stats,6-0,232,,,,,,,Tampa Bay Buccaneers / 5th / 145th pick / 2019,GayxMa00,4249087
Zach Gentry,TE,Michigan,College Stats,6-8,265,4.9,29.5,12.0,110.0,7.4,4.53,Pittsburgh Steelers / 5th / 141st pick / 2019,GentZa00,3929924
Joe Giles-Harris,LB,Duke,College Stats,6-2,234,4.75,29.5,17.0,111.0,,,,GileJo01,3917797
Andrew Van ginkel,LB,Wisconsin,College Stats,6-3,241,,38.0,17.0,123.0,6.89,4.14,Miami Dolphins / 5th / 151st pick / 2019,VanGAn00,3133487
Kevin Givens,DL,Penn State,College Stats,6-1,285,5.08,31.0,32.0,115.0,7.63,4.62,,GiveKe01,3929641
Dan Godsil,LS,Indiana,College Stats,6-4,241,5.0,34.5,16.0,118.0,7.56,4.55,,GodsDa01,N/A
Terry Godwin,WR,Georgia,College Stats,5-11,184,4.55,36.5,,117.0,6.96,,Carolina Panthers / 7th / 237th pick / 2019,GodwTe00,3915174
Carl Granderson,EDGE,Wyoming,College Stats,6-5,254,4.79,35.0,,119.0,7.44,4.41,,GranCa01,3918310
Derwin Gray,OT,Maryland,College Stats,6-4,320,5.26,,26.0,90.0,,,Pittsburgh Steelers / 7th / 219th pick / 2019,GrayDe01,N/A
Gerri Green,EDGE,Mississippi State,College Stats,6-4,252,4.63,35.0,24.0,114.0,7.27,4.42,Indianapolis Colts / 6th / 199th pick / 2019,GreeGe00,N/A
Donnell Greene,OT,Minnesota,College Stats,6-5,335,,,,,,,,GreeDo02,N/A
Ethan Greenidge,OL,Villanova,,6-4,327,,,,,,,,GreeEt00,N/A
Dre Greenlaw,LB,Arkansas,College Stats,5-11,237,,33.0,24.0,117.0,,,San Francisco 49ers / 5th / 148th pick / 2019,GreeDr00,3916903
Will Grier,QB,West Virginia,College Stats,6-2,217,4.84,34.0,,112.0,7.09,4.28,Carolina Panthers / 3rd / 100th pick / 2019,GrieWi00,3115252
Porter Gustin,EDGE,USC,College Stats,6-4,255,4.69,35.5,31.0,119.0,,,,GustPo00,3912553
Emanuel Hall,WR,Missouri,College Stats,6-2,201,4.39,43.5,15.0,141.0,,,,HallEm01,N/A
Nate Hall,LB,Northwestern,College Stats,6-2,225,,,,,,,,HallNa01,3116134
Terez Hall,LB,Missouri,College Stats,6-1,230,,,20.0,,,,,HallTe01,3924319
Saquan Hampton,S,Rutgers,College Stats,6-1,206,4.48,,14.0,125.0,,,New Orleans Saints / 6th / 177th pick / 2019,HampSa00,3127367
Terrill Hanks,LB,New Mexico State,College Stats,6-2,242,4.98,35.5,21.0,118.0,,,,HankTe01,N/A
Chase Hansen,LB,Utah,College Stats,6-3,222,,,,,,,,HansCh02,2971641
Mecole Hardman,WR,Georgia,College Stats,5-10,187,4.33,36.5,17.0,119.0,,,Kansas City Chiefs / 2nd / 56th pick / 2019,HardMe00,4035004
Kelvin Harmon,WR,North Carolina State,College Stats,6-2,221,4.6,32.5,18.0,117.0,7.15,4.32,Washington Redskins / 6th / 206th pick / 2019,HarmKe00,4036163
Damien Harris,RB,Alabama,College Stats,5-10,216,4.57,37.0,16.0,121.0,,,New England Patriots / 3rd / 87th pick / 2019,HarrDa06,3925347
Will Harris,S,Boston Col.,College Stats,6-1,207,4.41,36.5,20.0,123.0,6.91,4.12,Detroit Lions / 3rd / 81st pick / 2019,HarrWi02,3915297
N'Keal Harry,WR,Arizona State,College Stats,6-2,228,4.53,38.5,27.0,122.0,,,New England Patriots / 1st / 32nd pick / 2019,HarrNK00,4047839
Montre Hartage,CB,Northwestern,College Stats,5-11,190,4.68,34.5,9.0,123.0,6.95,4.08,,HartMo01,3915970
Dwayne Haskins,QB,Ohio State,College Stats,6-3,231,5.04,28.5,,,,,Washington Redskins / 1st / 15th pick / 2019,HaskDw00,4040616
Phil Haynes,OL,Wake Forest,College Stats,6-4,322,5.2,31.0,33.0,108.0,7.76,4.95,Seattle Seahawks / 4th / 124th pick / 2019,HaynPh00,N/A
Daniel Helm,TE,Duke,College Stats,6-4,249,4.89,,14.0,,,,,HelmDa01,3115359
Darrell Henderson,RB,Memphis,College Stats,5-8,208,4.49,33.5,22.0,121.0,,,Los Angeles Rams / 3rd / 70th pick / 2019,HendDa00,4039359
Nate Herbig,OL,Stanford,College Stats,6-3,335,5.41,24.0,29.0,90.0,8.15,5.04,,HerbNa01,N/A
Karan Higdon,RB,Michigan,College Stats,5-9,206,4.49,34.0,21.0,123.0,,,,HigdKa01,N/A
Justice Hill,RB,Oklahoma State,College Stats,5-10,198,4.4,40.0,21.0,130.0,,,Baltimore Ravens / 4th / 113th pick / 2019,HillJu00,4038441
Trysten Hill,DL,Central Florida,College Stats,6-3,308,5.04,35.0,28.0,115.0,7.7,4.38,Dallas Cowboys / 2nd / 58th pick / 2019,HillTr00,4042141
T.J. Hockenson,TE,Iowa,College Stats,6-5,251,4.7,37.5,17.0,123.0,7.02,4.18,Detroit Lions / 1st / 8th pick / 2019,HockTJ00,4036133
Alijah Holder,CB,Stanford,College Stats,6-1,191,4.6,36.0,9.0,121.0,6.7,4.15,,HoldAl01,3117249
Justin Hollins,EDGE,Oregon,College Stats,6-5,248,4.5,36.5,25.0,119.0,7.06,4.4,Denver Broncos / 5th / 156th pick / 2019,HollJu00,3122678
Elijah Holyfield,RB,Georgia,College Stats,5-10,217,4.78,29.5,26.0,118.0,,,,HolyEl00,N/A
Travis Homer,RB,Miami (FL),College Stats,5-10,201,4.48,39.5,17.0,130.0,7.07,4.31,Seattle Seahawks / 6th / 204th pick / 2019,HomeTr00,4037457
Amani Hooker,S,Iowa,College Stats,5-11,210,4.48,37.0,14.0,123.0,6.81,4.1,Tennessee Titans / 4th / 116th pick / 2019,HookAm00,4036134
Tytus Howard,OT,Alabama State,,6-5,322,5.05,29.5,21.0,103.0,8.34,4.87,Houston Texans / 1st / 23rd pick / 2019,HowaTy00,N/A
Albert Huggins,DL,Clemson,College Stats,6-3,305,5.12,25.5,35.0,101.0,7.84,4.84,,HuggAl01,3728248
Lil'Jordan Humphrey,WR,Texas,College Stats,6-4,210,4.75,33.5,13.0,119.0,7.09,4.29,,HumpLi01,4039057
Jalen Hurd,WR,Baylor,College Stats,6-5,226,,,23.0,,,,San Francisco 49ers / 3rd / 67th pick / 2019,HurdJa00,N/A
Mitch Hyatt,OT,Clemson,College Stats,6-5,303,,25.5,28.0,102.0,7.72,4.52,,HyatMi01,N/A
Alec Ingold,FB,Wisconsin,College Stats,6-1,242,4.89,34.0,16.0,116.0,7.35,4.32,,IngoAl01,3917668
Andy Isabella,WR,Massachusetts,College Stats,5-9,188,4.31,36.5,15.0,121.0,6.95,4.15,Arizona Cardinals / 2nd / 62nd pick / 2019,IsabAn00,3914328
Martez Ivey,OL,Florida,College Stats,6-5,315,,,,,,,,IveyMa00,N/A
Joe Jackson,DL,Miami (FL),College Stats,6-4,275,,27.0,22.0,109.0,,,Dallas Cowboys / 5th / 165th pick / 2019,JackJo02,4037459
Mike Jackson,CB,Miami (FL),College Stats,6-1,210,4.45,40.5,13.0,130.0,7.12,4.12,Dallas Cowboys / 5th / 158th pick / 2019,JackMi01,3917853
Tyree Jackson,QB,Buffalo,College Stats,6-7,249,4.59,34.5,,120.0,7.09,4.28,,JackTy01,3916564
Josh Jacobs,RB,Alabama,College Stats,5-10,220,,,,,,,Oakland Raiders / 1st / 24th pick / 2019,JacoJo01,4047365
Andre James,OT,UCLA,College Stats,6-4,299,5.32,29.0,21.0,105.0,8.0,4.84,,JameAn01,3932244
Cece Jefferson,EDGE,Florida,College Stats,6-1,266,5.02,30.5,17.0,108.0,7.5,4.53,,JeffCe00,N/A
Jalen Jelks,EDGE,Oregon,College Stats,6-5,256,4.92,32.5,19.0,113.0,7.22,4.59,Dallas Cowboys / 7th / 241st pick / 2019,JelkJa00,N/A
Elgton Jenkins,OL,Mississippi State,College Stats,6-4,310,,28.0,29.0,109.0,7.77,4.62,Green Bay Packers / 2nd / 44th pick / 2019,JenkEl00,3115485
Gary Jennings,WR,West Virginia,College Stats,6-1,214,4.42,37.0,20.0,127.0,7.32,4.15,Seattle Seahawks / 4th / 120th pick / 2019,JennGa00,N/A
Devon Johnson,OT,Ferris State,,6-7,338,5.16,27.5,26.0,89.0,8.34,5.28,,-9999,N/A
Anthony Johnson,WR,Buffalo,College Stats,6-2,209,,32.5,18.0,122.0,7.12,,,JohnAn05,N/A
Darryl Johnson,EDGE,North Carolina A&T,,6-6,253,,,20.0,,,,Buffalo Bills / 7th / 225th pick / 2019,JohnDa10,3957672
Diontae Johnson,WR,Toledo,College Stats,5-10,183,4.53,33.5,15.0,123.0,7.09,4.45,Pittsburgh Steelers / 3rd / 66th pick / 2019,JohnDi01,3932905
Fred Johnson,OL,Florida,College Stats,6-7,326,,,,,,,,JohnFr01,3915106
Gary Johnson,LB,Texas,College Stats,6-0,226,4.43,33.5,16.0,121.0,7.15,4.57,,JohnGa02,N/A
Isaiah Johnson,CB,Houston,College Stats,6-2,208,4.4,36.5,,133.0,6.81,4.06,Oakland Raiders / 4th / 129th pick / 2019,JohnIs02,3126182
Jaquan Johnson,S,Miami (FL),College Stats,5-10,191,4.69,33.0,18.0,121.0,,,Buffalo Bills / 6th / 181st pick / 2019,JohnJa11,3672862
Keesean Johnson,WR,Fresno State,College Stats,6-1,201,4.6,30.0,14.0,117.0,7.28,4.23,Arizona Cardinals / 6th / 174th pick / 2019,JohnKe07,3124537
Lonnie Johnson,CB,Kentucky,College Stats,6-2,213,4.52,38.0,15.0,129.0,7.01,4.1,Houston Texans / 2nd / 54th pick / 2019,JohnLo01,4240780
Bisi Johnson,WR,Colorado State,College Stats,6-0,204,4.51,38.0,14.0,124.0,6.88,4.16,Minnesota Vikings / 7th / 247th pick / 2019,JohnOl00,3917067
Daniel Jones,QB,Duke,College Stats,6-5,221,4.81,33.5,,120.0,7.0,4.41,New York Giants / 1st / 6th pick / 2019,JoneDa05,3917792
Dre'Mont Jones,DL,Ohio State,College Stats,6-3,281,5.12,31.5,,110.0,7.71,4.53,Denver Broncos / 3rd / 71st pick / 2019,JoneDr00,3915525
Jordan Jones,LB,Kentucky,College Stats,6-2,234,4.62,32.5,23.0,123.0,,4.37,,JoneJo04,N/A
Tyler Jones,OT,North Carolina State,College Stats,6-3,306,,31.5,23.0,111.0,7.75,4.82,,JoneTy02,N/A
Michael Jordan,OT,Ohio State,College Stats,6-6,312,5.27,32.5,19.0,116.0,7.71,4.71,Cincinnati Bengals / 4th / 136th pick / 2019,JordMi01,N/A
Kendall Joseph,LB,Clemson,College Stats,6-0,233,,,25.0,,,,,JoseKe01,N/A
Vosean Joseph,LB,Florida,College Stats,6-1,230,,,,,,,Buffalo Bills / 5th / 147th pick / 2019,JoseVo00,N/A
Kingsley Keke,DL,Texas A&M,College Stats,6-3,288,4.95,31.5,,111.0,7.55,4.46,Green Bay Packers / 5th / 150th pick / 2019,KekeKi00,3917340
Brandon Knight,OT,Indiana,College Stats,6-4,314,,,,,,,,KnigBr01,3929795
Dawson Knox,TE,Mississippi,College Stats,6-4,254,,34.5,16.0,,7.12,4.27,Buffalo Bills / 3rd / 96th pick / 2019,KnoxDa00,3930086
Tre Lamar,LB,Clemson,College Stats,6-3,253,,,,,,,,LamaTr01,N/A
Dexter Lawrence,DL,Clemson,College Stats,6-4,342,5.05,,36.0,,,,New York Giants / 1st / 17th pick / 2019,LawrDe03,4035483
