Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Chad Muma,LB,Wyoming,College Stats,6-3,239,4.63,40.0,27.0,129.0,7.06,4.28,Jacksonville Jaguars / 3rd / 70th pick / 2022,MumaCh00,4361707
Thayer Munford,OT,Ohio St.,College Stats,6-6,328,5.39,22.0,,104.0,,,Las Vegas Raiders / 7th / 238th pick / 2022,MunfTh00,4242001
Jalen Nailor,WR,Michigan St.,College Stats,5-11,186,4.5,38.0,,128.0,7.03,4.28,Minnesota Vikings / 6th / 191st pick / 2022,NailJa00,4382466
Evan Neal,OT,Alabama,College Stats,6-8,337,,,,,,,New York Giants / 1st / 7th pick / 2022,NealEv00,4567134
Leon O'Neal,S,Texas A&M,College Stats,6-1,204,,35.0,15.0,125.0,6.89,,,ONeaLe01,N/A
Otito Ogbonnia,DT,UCLA,College Stats,6-4,324,,,29.0,,,,Los Angeles Chargers / 5th / 160th pick / 2022,OgboOt00,4367210
David Ojabo,EDGE,Michigan,College Stats,6-4,250,4.55,35.0,,122.0,,4.45,Baltimore Ravens / 2nd / 45th pick / 2022,OjabDa00,4426507
Chigoziem Okonkwo,TE,Maryland,College Stats,6-3,238,4.52,35.5,,,,,Tennessee Titans / 4th / 143rd pick / 2022,OkonCh00,N/A
Chris Olave,WR,Ohio St.,College Stats,6-0,187,4.39,32.0,,124.0,,,New Orleans Saints / 1st / 11th pick / 2022,OlavCh00,4361370
Esezi Otomewo,DE,Minnesota,College Stats,6-5,282,,,,,,,Minnesota Vikings / 5th / 165th pick / 2022,OtomEs00,4240759
Cade Otton,TE,Washington,College Stats,6-5,247,,,,,,,Tampa Bay Buccaneers / 4th / 106th pick / 2022,OttoCa00,4243331
Isiah Pacheco,RB,Rutgers,College Stats,5-10,216,4.37,33.0,,118.0,,,Kansas City Chiefs / 7th / 251st pick / 2022,PachIs00,4361529
Dylan Parham,OG,Memphis,College Stats,6-3,311,4.93,26.5,,108.0,7.78,4.7,Las Vegas Raiders / 3rd / 90th pick / 2022,ParhDy00,4243375
Joshua Paschal,DE,Kentucky,College Stats,6-3,268,4.77,37.5,,123.0,,,Detroit Lions / 2nd / 46th pick / 2022,PascJo00,4259994
Chris Paul,OG,Tulsa,College Stats,6-4,323,4.89,27.0,,109.0,7.74,4.83,Washington Commanders / 7th / 230th pick / 2022,PaulCh00,N/A
Jayden Peevy,DT,Texas A&M,College Stats,6-5,308,5.3,27.0,,100.0,,,,PeevJa00,4240927
Trevor Penning,OT,Northern Iowa,,6-7,325,4.89,28.0,,111.0,7.25,4.62,New Orleans Saints / 1st / 19th pick / 2022,PennTr00,N/A
EJ Perry,QB,Brown,,6-2,211,4.65,34.5,,123.0,6.85,4.18,,-9999,N/A
Nicholas Petit-Frere,OT,Ohio St.,College Stats,6-5,316,5.14,24.5,,103.0,,,Tennessee Titans / 3rd / 69th pick / 2022,PetiNi00,4361368
Kyle Philips,WR,UCLA,College Stats,5-11,189,4.58,33.5,,124.0,,,Tennessee Titans / 5th / 163rd pick / 2022,PhilKy01,4367175
George Pickens,WR,Georgia,College Stats,6-3,195,4.47,33.0,,125.0,,,Pittsburgh Steelers / 2nd / 52nd pick / 2022,PickGe00,4426354
Kenny Pickett,QB,Pittsburgh,College Stats,6-3,217,4.73,33.5,,121.0,,4.29,Pittsburgh Steelers / 1st / 20th pick / 2022,PickKe00,4240703
Alec Pierce,WR,Cincinnati,College Stats,6-3,211,4.41,40.5,,129.0,7.13,4.28,Indianapolis Colts / 2nd / 53rd pick / 2022,PierAl00,4360078
Dameon Pierce,RB,Florida,College Stats,5-10,218,4.59,34.5,21.0,119.0,,,Houston Texans / 4th / 107th pick / 2022,PierDa01,4360238
Jalen Pitre,S,Baylor,College Stats,5-11,198,,35.0,16.0,,6.74,4.18,Houston Texans / 2nd / 37th pick / 2022,PitrJa00,4241223
Makai Polk,WR,Mississippi St.,College Stats,6-3,195,4.59,31.0,,119.0,,4.36,,PolkMa00,N/A
D'vonte Price,RB,Florida International,College Stats,6-1,210,4.38,34.0,,119.0,,,,PricDV00,N/A
Brock Purdy,QB,Iowa St.,College Stats,6-1,212,4.84,27.0,,,7.21,4.45,San Francisco 49ers / 7th / 262nd pick / 2022,PurdBr00,4361741
Teagan Quitoriano,TE,Oregon St.,College Stats,6-6,258,,,22.0,,,,Houston Texans / 5th / 170th pick / 2022,QuitTe00,4374045
Bernhard Raimann,OT,Central Michigan,College Stats,6-6,303,5.05,30.5,30.0,117.0,7.46,4.49,Indianapolis Colts / 3rd / 77th pick / 2022,RaimBe00,4362580
Charleston Rambo,WR,Miami,College Stats,6-1,177,4.57,33.5,,118.0,,,,RambCh00,N/A
LaBryan Ray,DT,Alabama,College Stats,6-4,283,,,,,,,,RayxLa02,4241473
Sean Rhyan,OG,UCLA,College Stats,6-5,321,5.25,33.5,,110.0,7.55,4.81,Green Bay Packers / 3rd / 92nd pick / 2022,RhyaSe00,4426411
Desmond Ridder,QB,Cincinnati,College Stats,6-3,211,4.52,36.0,,127.0,7.15,4.29,Atlanta Falcons / 3rd / 74th pick / 2022,RiddDe00,4239086
John Ridgeway,DT,Arkansas,College Stats,6-5,321,5.3,,,101.0,,4.73,Dallas Cowboys / 5th / 178th pick / 2022,RidgJo00,4248047
Ronnie Rivers,RB,Fresno St.,College Stats,5-8,195,4.6,36.5,,119.0,,,,RiveRo01,4243003
Brian Robinson,RB,Alabama,College Stats,6-2,225,4.53,30.0,,119.0,,,Washington Commanders / 3rd / 98th pick / 2022,RobiBr01,4241474
Dominique Robinson,EDGE,Miami (Ohio),College Stats,6-5,253,4.72,41.0,25.0,121.0,,,Chicago Bears / 5th / 174th pick / 2022,RobiDo00,4244300
Tyrese Robinson,OG,Oklahoma,College Stats,6-3,317,5.25,22.5,,100.0,8.35,4.94,,RobiTy01,N/A
Wan'Dale Robinson,WR,Kentucky,College Stats,5-8,178,4.44,34.5,,118.0,,,New York Giants / 2nd / 43rd pick / 2022,RobiWa01,4569587
Malcolm Rodriguez,LB,Oklahoma St.,College Stats,5-11,232,4.52,39.5,,120.0,,,Detroit Lions / 6th / 188th pick / 2022,RodrMa00,4241411
Mike Rose,LB,Iowa St.,College Stats,6-4,245,,34.0,,121.0,,,,RoseMi00,N/A
Dare Rosenthal,OT,Kentucky,College Stats,6-7,290,4.88,,,,,,,RoseDa00,N/A
Josh Ross,LB,Michigan,College Stats,6-0,227,4.79,31.0,,109.0,,,,RossJo02,4258198
Justyn Ross,WR,Clemson,College Stats,6-4,205,,,11.0,,,,,RossJu00,4360306
Jeremy Ruckert,TE,Ohio St.,College Stats,6-5,250,,,19.0,,,,New York Jets / 3rd / 101st pick / 2022,RuckJe00,4361372
Andrew Rupcich,OT,Culver-Stockton College,,6-6,318,5.31,27.5,,108.0,,,,-9999,N/A
Jamaree Salyer,OG,Georgia,College Stats,6-3,321,,,31.0,,,,Los Angeles Chargers / 6th / 195th pick / 2022,SalyJa00,N/A
Jack Sanborn,LB,Wisconsin,College Stats,6-2,234,4.73,34.5,20.0,114.0,,,,SanbJa00,4372576
Braylon Sanders,WR,Mississippi,College Stats,6-0,194,4.48,34.5,,121.0,,,,SandBr00,4259908
Myjai Sanders,EDGE,Cincinnati,College Stats,6-5,228,4.67,33.0,,120.0,,4.37,Arizona Cardinals / 3rd / 100th pick / 2022,SandMy00,4360080
Nephi Sewell,LB,Utah,College Stats,6-0,226,4.67,32.0,,120.0,7.01,4.33,,SeweNe00,4241611
Justin Shaffer,OG,Georgia,College Stats,6-4,314,5.14,25.5,,107.0,,,Atlanta Falcons / 6th / 190th pick / 2022,ShafJu00,N/A
Khalil Shakir,WR,Boise St.,College Stats,6-0,196,4.43,34.5,,124.0,7.28,4.21,Buffalo Bills / 5th / 148th pick / 2022,ShakKh00,4373678
Abram Smith,RB,Baylor,College Stats,6-0,213,,,,,,,,SmitAb00,N/A
Brandon Smith,LB,Penn St.,College Stats,6-4,250,4.52,37.5,,128.0,,,Carolina Panthers / 4th / 120th pick / 2022,SmitBr08,4575416
Lecitus Smith,OG,Virginia Tech,College Stats,6-3,314,5.18,,23.0,99.0,7.88,4.78,Arizona Cardinals / 6th / 215th pick / 2022,SmitLe01,N/A
Tyler Smith,OT,Tulsa,College Stats,6-5,324,5.02,27.5,,105.0,7.78,4.65,Dallas Cowboys / 1st / 24th pick / 2022,SmitTy02,4568652
Tyreke Smith,EDGE,Ohio St.,College Stats,6-3,254,4.86,34.0,,117.0,,,Seattle Seahawks / 5th / 158th pick / 2022,SmitTy03,4361340
Baylon Spector,LB,Clemson,College Stats,6-0,233,4.6,36.0,,122.0,,,Buffalo Bills / 7th / 231st pick / 2022,SpecBa00,4239997
Isaiah Spiller,RB,Texas A&M,College Stats,6-0,217,,30.0,,114.0,,,Los Angeles Chargers / 4th / 123rd pick / 2022,SpilIs00,4426891
Chris Steele,CB,USC,College Stats,6-0,187,4.48,37.5,,126.0,,,,SteeCh00,N/A
Derek Stingley,CB,LSU,College Stats,6-0,190,,,,,,,Houston Texans / 1st / 3rd pick / 2022,StinDe00,4426434
Jordan Stout,P,Penn St.,College Stats,6-3,209,4.65,,,,,,Baltimore Ravens / 4th / 130th pick / 2022,StouJo00,4260224
Cole Strange,OG,Tennessee-Chattanooga,,6-5,307,5.03,28.0,31.0,120.0,7.44,4.5,New England Patriots / 1st / 29th pick / 2022,StraCo01,4051001
Carson Strong,QB,Nevada,College Stats,6-3,226,,,,,,,,StroCa00,N/A
Pierre Strong,RB,South Dakota St.,,5-11,207,4.37,36.0,,124.0,,,New England Patriots / 4th / 127th pick / 2022,StroPi00,4249836
Andrew Stueber,OT,Michigan,College Stats,6-7,325,,24.5,,101.0,7.94,4.9,New England Patriots / 7th / 245th pick / 2022,StueAn00,N/A
Myron Tagovailoa-Amosa,DE,Notre Dame,College Stats,6-2,270,4.81,29.0,,115.0,,,,TagoMy02,N/A
Alontae Taylor,CB,Tennessee,College Stats,6-0,199,4.36,34.5,,128.0,,,New Orleans Saints / 2nd / 49th pick / 2022,TaylAl01,4369835
Cam Taylor-Britt,CB,Nebraska,College Stats,5-11,196,4.38,,,,,,Cincinnati Bengals / 2nd / 60th pick / 2022,TaylCa01,4361196
Isaac Taylor-Stuart,CB,USC,College Stats,6-2,201,4.42,,,123.0,,,,TaylIs00,N/A
Luke Tenuta,OT,Virginia Tech,College Stats,6-8,319,5.41,26.0,,104.0,,4.77,Buffalo Bills / 6th / 209th pick / 2022,TenuLu00,N/A
Kayvon Thibodeaux,EDGE,Oregon,College Stats,6-4,254,4.58,,27.0,,,,New York Giants / 1st / 5th pick / 2022,ThibKa00,4426326
Zach Thomas,OG,San Diego St.,,6-5,308,4.96,22.5,21.0,107.0,7.4,4.65,,-9999,985
Cameron Thomas,DE,San Diego St.,College Stats,6-4,267,,,24.0,,,,Arizona Cardinals / 3rd / 87th pick / 2022,ThomCa03,4361510
Isaiah Thomas,EDGE,Oklahoma,College Stats,6-5,266,4.7,31.5,,117.0,,,Cleveland Browns / 7th / 223rd pick / 2022,ThomIs01,4241404
Juanyeh Thomas,S,Georgia Tech,College Stats,6-1,212,4.55,34.0,17.0,122.0,,,,ThomJu03,4360590
Josh Thompson,CB,Texas,College Stats,6-0,194,4.4,,,,,,,ThomJo07,4259346
Skylar Thompson,QB,Kansas St.,College Stats,6-2,217,4.91,31.0,,112.0,7.0,4.28,Miami Dolphins / 7th / 247th pick / 2022,ThomSk00,4036419
Tyquan Thornton,WR,Baylor,College Stats,6-2,181,4.28,36.5,,130.0,,,New England Patriots / 2nd / 50th pick / 2022,ThorTy00,4362921
Channing Tindall,LB,Georgia,College Stats,6-2,230,4.47,42.0,,129.0,,,Miami Dolphins / 3rd / 102nd pick / 2022,TindCh00,4379414
Jalen Tolbert,WR,South Alabama,College Stats,6-1,194,4.49,36.0,,123.0,7.08,,Dallas Cowboys / 3rd / 88th pick / 2022,TolbJa00,4249417
Zach Tom,C,Wake Forest,College Stats,6-4,304,4.94,33.0,,118.0,7.32,4.47,Green Bay Packers / 4th / 140th pick / 2022,TomxZa00,4240435
Cole Turner,TE,Nevada,College Stats,6-6,246,4.76,27.0,17.0,120.0,7.06,4.41,Washington Commanders / 5th / 149th pick / 2022,TurnCo00,4361438
Tré Turner,WR,Virginia Tech,College Stats,6-1,184,4.51,27.0,,113.0,7.45,4.53,,TurnTr02,N/A
Delarrin Turner-Yell,S,Oklahoma,College Stats,5-10,197,4.47,,,122.0,,,Denver Broncos / 5th / 152nd pick / 2022,TurnDe02,4360287
Eyioma Uwazurike,DT,Iowa St.,College Stats,6-6,316,,33.0,,107.0,,,Denver Broncos / 4th / 116th pick / 2022,UwazEy00,4066109
CJ Verdell,RB,Oregon,College Stats,5-8,194,,29.5,,118.0,,,,VerdCJ00,N/A
Cordell Volson,OG,North Dakota St.,,6-6,315,5.27,25.0,25.0,104.0,8.31,4.93,Cincinnati Bengals / 4th / 136th pick / 2022,VolsCo02,4040950
Matt Waletzko,OT,North Dakota,,6-8,312,5.03,30.0,,113.0,,,Dallas Cowboys / 5th / 155th pick / 2022,WaleMa00,N/A
Kenneth Walker,RB,Michigan St.,College Stats,5-9,211,4.38,34.0,,122.0,,,Seattle Seahawks / 2nd / 41st pick / 2022,WalkKe00,4567048
Quay Walker,LB,Georgia,College Stats,6-4,241,4.52,32.0,,122.0,,,Green Bay Packers / 1st / 22nd pick / 2022,WalkQu00,4379416
Rasheed Walker,OT,Penn St.,College Stats,6-6,313,,,,,,,Green Bay Packers / 7th / 249th pick / 2022,WalkRa00,4361429
Travon Walker,DE,Georgia,College Stats,6-5,272,4.51,35.5,,123.0,6.89,4.32,Jacksonville Jaguars / 1st / 1st pick / 2022,WalkTr03,4426349
Jermaine Waller,CB,Virginia Tech,College Stats,6-0,180,4.68,,,,,,,WallJe00,N/A
Jaylen Warren,RB,Oklahoma St.,College Stats,5-8,204,4.55,31.5,,119.0,,,,WarrJa01,4569987
Christian Watson,WR,North Dakota St.,,6-4,208,4.36,38.5,,136.0,,,Green Bay Packers / 2nd / 34th pick / 2022,WatsCh00,4248528
Jaylen Watson,CB,Washington St.,College Stats,6-2,197,4.51,,18.0,,,,Kansas City Chiefs / 7th / 243rd pick / 2022,WatsJa02,4697639
Luke Wattenberg,C,Washington,College Stats,6-4,299,5.2,29.5,,113.0,7.45,4.57,Denver Broncos / 5th / 171st pick / 2022,WattLu00,4039018
Sam Webb,CB,Missouri Western,,6-1,202,4.48,,14.0,,,,,-9999,4700660
Dohnovan West,C,Arizona St.,College Stats,6-3,296,5.27,28.0,,112.0,,,,WestDo01,N/A
Isaiah Weston,WR,Northern Iowa,,6-4,214,4.42,40.0,20.0,135.0,,,,-9999,N/A
Rachaad White,RB,Arizona St.,College Stats,6-0,214,4.48,38.0,,125.0,,,Tampa Bay Buccaneers / 3rd / 91st pick / 2022,WhitRa01,4697815
ZaQuandre White,RB,South Carolina,College Stats,6-0,206,,,,,,,,WhitZa00,N/A
Zamir White,RB,Georgia,College Stats,6-0,214,4.4,33.5,,128.0,,,Las Vegas Raiders / 4th / 122nd pick / 2022,WhitZa01,4361777
Tre Williams,EDGE,Arkansas,,6-4,253,5.08,26.5,,104.0,7.2,4.24,,-9999,2972282
Damarion Williams,CB,Houston,College Stats,5-10,182,,34.5,17.0,118.0,,,Baltimore Ravens / 4th / 141st pick / 2022,WillDa15,4567480
Devon Williams,WR,Oregon,College Stats,6-5,210,4.65,33.0,,133.0,,,,WillDe09,N/A
Jameson Williams,WR,Alabama,College Stats,6-2,179,,,,,,,Detroit Lions / 1st / 12th pick / 2022,WillJa11,4426388
Joshua Williams,CB,Fayetteville St. University,,6-3,195,4.53,36.0,,124.0,,,Kansas City Chiefs / 4th / 135th pick / 2022,WillJo03,4917635
Kyren Williams,RB,Notre Dame,College Stats,5-9,194,4.65,32.0,,116.0,,,Los Angeles Rams / 5th / 164th pick / 2022,WillKy02,4430737
Sam Williams,EDGE,Mississippi,College Stats,6-4,261,4.46,32.5,,123.0,,,Dallas Cowboys / 2nd / 56th pick / 2022,WillSa00,4567242
Malik Willis,QB,Liberty,College Stats,6-1,219,,,,,,,Tennessee Titans / 3rd / 86th pick / 2022,WillMa12,4242512
Garrett Wilson,WR,Ohio St.,College Stats,6-0,183,4.38,36.0,,123.0,,4.36,New York Jets / 1st / 10th pick / 2022,WilsGa00,4569618
Perrion Winfrey,DT,Oklahoma,College Stats,6-4,290,4.89,,,,,,Cleveland Browns / 4th / 108th pick / 2022,WinfPe00,4686470
Jelani Woods,TE,Virginia,College Stats,6-7,259,4.61,,24.0,,,,Indianapolis Colts / 3rd / 73rd pick / 2022,WoodJe01,4241410
JT Woods,S,Baylor,College Stats,6-2,195,4.36,39.5,,128.0,,,Los Angeles Chargers / 3rd / 79th pick / 2022,WoodJT00,4362917
Mike Woods,WR,Oklahoma,College Stats,6-1,204,4.55,34.5,,125.0,,,Cleveland Browns / 6th / 202nd pick / 2022,WoodMi00,N/A
Tariq Woolen,CB,Texas-San Antonio,College Stats,6-4,205,4.26,42.0,,,,,Seattle Seahawks / 5th / 153rd pick / 2022,WoolTa00,N/A
Alex Wright,DE,Alabama-Birmingham,College Stats,6-5,271,,,15.0,,,,Cleveland Browns / 3rd / 78th pick / 2022,WrigAl01,4570119
Mykael Wright,CB,Oregon,College Stats,5-11,173,4.57,,,,,,,WrigMy00,N/A
Devonte Wyatt,DT,Georgia,College Stats,6-3,304,4.77,29.0,,111.0,,,Green Bay Packers / 1st / 28th pick / 2022,WyatDe00,4361791
Jalen Wydermyer,TE,Texas A&M,College Stats,6-4,255,,,,,,,,WydeJa00,N/A
Cade York,K,LSU,College Stats,6-1,206,,,12.0,,,,Cleveland Browns / 4th / 124th pick / 2022,YorkCa00,4428963
Nick Zakelj,OT,Fordham,,6-6,316,5.13,28.5,27.0,110.0,7.75,4.71,San Francisco 49ers / 6th / 187th pick / 2022,ZakeNi00,N/A
Bailey Zappe,QB,Western Kentucky,College Stats,6-1,215,4.88,30.0,,109.0,7.19,4.4,New England Patriots / 4th / 137th pick / 2022,ZappBa00,4250360
