Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Nate Wiggins,CB,Clemson,College Stats,6-1,173,4.28,36.0,,127.0,,,Baltimore Ravens / 1st / 30th pick / 2024,WiggNa00,4601278
Jared Wiley,TE,TCU,College Stats,6-6,249,4.62,37.0,,118.0,7.19,,Kansas City Chiefs / 4th / 131st pick / 2024,WileJa00,4430723
Michael Wiley,RB,Arizona,College Stats,5-11,210,4.51,33.5,,119.0,,4.43,,WileMi01,N/A
Caleb Williams,QB,USC,College Stats,6-1,214,,,,,,,Chicago Bears / 1st / 1st pick / 2024,WillCa03,4431611
Evan Williams,SAF,Oregon,College Stats,5-11,200,4.6,40.5,,126.0,,,Green Bay Packers / 4th / 111th pick / 2024,WillEv00,4428863
Isaiah Williams,WR,Illinois,College Stats,5-9,182,4.63,38.0,17.0,123.0,6.75,,,WillIs03,4569371
James Williams,SAF,Miami,College Stats,6-4,231,4.65,30.0,,117.0,,,Tennessee Titans / 7th / 242nd pick / 2024,WillJa15,4431613
Miyan Williams,RB,Ohio St.,College Stats,5-9,229,,,,,,,,WillMi09,N/A
Johnny Wilson,WR,Florida St.,College Stats,6-6,231,4.52,37.0,,128.0,,4.11,Philadelphia Eagles / 6th / 185th pick / 2024,WilsJo03,4686104
Payton Wilson,LB,North Carolina St.,College Stats,6-4,233,4.43,34.5,,119.0,,,Pittsburgh Steelers / 3rd / 98th pick / 2024,WilsPa00,4361652
Roman Wilson,WR,Michigan,College Stats,5-11,185,4.39,,12.0,,,,Pittsburgh Steelers / 3rd / 84th pick / 2024,WilsRo02,4431492
Mekhi Wingo,DT,LSU,College Stats,6-0,284,4.85,31.5,25.0,109.0,,,Detroit Lions / 6th / 189th pick / 2024,WingMe00,4586333
Xavier Worthy,WR,Texas,College Stats,5-11,165,4.21,41.0,,131.0,,,Kansas City Chiefs / 1st / 28th pick / 2024,WortXa00,4683062
Jaylen Wright,RB,Tennessee,College Stats,5-11,210,4.38,38.0,,134.0,,,Miami Dolphins / 4th / 120th pick / 2024,WrigJa04,4682745
Zak Zinter,G,Michigan,College Stats,6-6,309,,,,,,,Cleveland Browns / 3rd / 85th pick / 2024,ZintZa00,N/A
