Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Andrew Billings,DT,Baylor,College Stats,6-1,311,5.05,27.5,31.0,113.0,8.05,4.82,Cincinnati Bengals / 4th / 122nd pick / 2016,BillAn00,3051775
Ronald Blair,DE,Appalachian State,College Stats,6-2,284,5.15,30.0,32.0,113.0,7.95,4.53,San Francisco 49ers / 5th / 142nd pick / 2016,BlaiRo00,2567711
Austin Blythe,C,Iowa,College Stats,6-2,298,5.36,27.5,29.0,99.0,7.52,4.53,Indianapolis Colts / 7th / 248th pick / 2016,BlytAu00,2582448
Briean Boddy-Calhoun,CB,Minnesota,College Stats,5-9,193,4.47,35.0,10.0,123.0,7.16,4.22,,BoddBr01,2970694
Evan Boehm,C,Missouri,College Stats,6-2,302,5.33,28.5,24.0,96.0,7.52,4.69,Arizona Cardinals / 4th / 128th pick / 2016,BoehEv00,2971418
Devante Bond,OLB,Oklahoma,College Stats,6-1,235,4.7,37.5,21.0,121.0,7.07,4.36,Tampa Bay Buccaneers / 6th / 183rd pick / 2016,BondDe00,3116368
Devontae Booker,RB,Utah,College Stats,5-11,219,4.56,,22.0,,,,Denver Broncos / 4th / 136th pick / 2016,BookDe00,3122866
Joey Bosa,DE,Ohio State,College Stats,6-5,269,4.86,32.0,24.0,120.0,6.89,4.21,San Diego Chargers / 1st / 3rd pick / 2016,BosaJo00,3051389
Tyler Boyd,WR,Pittsburgh,College Stats,6-1,197,4.58,34.0,11.0,119.0,6.9,4.35,Cincinnati Bengals / 2nd / 55th pick / 2016,BoydTy00,3045144
Trevone Boykin,QB,TCU,College Stats,6-0,212,4.77,32.0,,110.0,,4.4,,BoykTr00,2575910
James Bradberry,CB,Samford,,6-1,211,4.5,36.0,16.0,124.0,6.91,4.21,Carolina Panthers / 2nd / 62nd pick / 2016,BradJa00,2572841
Ben Braunecker,TE,Harvard,,6-3,250,4.73,35.5,20.0,121.0,6.9,4.2,,BrauBe00,2969241
Jake Brendel,C,UCLA,College Stats,6-3,303,5.01,28.0,25.0,108.0,7.31,4.27,,BrenJa01,2577185
Jacoby Brissett,QB,North Carolina State,College Stats,6-4,231,4.94,31.0,,113.0,7.17,4.53,New England Patriots / 3rd / 91st pick / 2016,BrisJa00,2578570
Kentrell Brothers,OLB,Missouri,College Stats,6-0,245,4.89,28.5,19.0,110.0,6.99,4.11,Minnesota Vikings / 5th / 160th pick / 2016,BrotKe00,2577354
Anthony Brown,CB,Purdue,College Stats,5-11,192,4.33,35.0,19.0,115.0,7.03,4.19,Dallas Cowboys / 6th / 189th pick / 2016,BrowAn02,4035312
Beniquez Brown,OLB,Mississippi State,College Stats,6-1,229,4.77,31.0,18.0,110.0,7.07,4.28,,BrowBe00,N/A
Chris Brown,WR,Notre Dame,College Stats,6-2,194,4.48,,,,,,,BrowCh07,4551
Lamarcus Brutus,S,Florida State,College Stats,6-0,206,4.76,33.0,14.0,114.0,7.08,4.33,,BrutLa00,N/A
Deforest Buckner,DE,Oregon,College Stats,6-7,291,5.05,32.0,,116.0,7.51,4.47,San Francisco 49ers / 1st / 7th pick / 2016,BuckDe00,2971282
Jonathan Bullard,DE,Florida,College Stats,6-3,285,4.93,32.0,23.0,116.0,7.31,4.56,Chicago Bears / 3rd / 72nd pick / 2016,BullJo00,2980097
Aaron Burbridge,WR,Michigan State,College Stats,6-0,206,4.56,30.5,20.0,115.0,7.22,4.31,San Francisco 49ers / 6th / 213th pick / 2016,BurbAa00,2979533
Artie Burns,CB,Miami (FL),College Stats,6-0,193,4.46,31.5,,,,,Pittsburgh Steelers / 1st / 25th pick / 2016,BurnAr00,3051921
Juston Burris,CB,North Carolina State,College Stats,6-0,212,4.53,36.5,19.0,122.0,7.1,4.4,New York Jets / 4th / 118th pick / 2016,BurrJu00,2577740
Deon Bush,S,Miami (FL),College Stats,6-0,199,4.64,36.0,17.0,123.0,,,Chicago Bears / 4th / 124th pick / 2016,BushDe00,2969944
Vernon Butler,DT,Louisiana Tech,College Stats,6-4,323,5.33,29.5,26.0,104.0,7.82,4.76,Carolina Panthers / 1st / 30th pick / 2016,ButlVe00,2971883
Devon Cajuste,WR,Stanford,College Stats,6-4,234,4.62,36.0,12.0,123.0,6.49,4.2,,CajuDe01,N/A
Shilique Calhoun,DE,Michigan State,College Stats,6-4,251,4.82,35.0,23.0,115.0,6.97,4.25,Oakland Raiders / 3rd / 75th pick / 2016,CalhSh00,2576257
Taveze Calhoun,CB,Mississippi State,College Stats,6-0,192,4.58,33.5,14.0,,,,,CalhTa01,N/A
De'Vondre Campbell,OLB,Minnesota,College Stats,6-4,232,4.58,34.0,16.0,116.0,,,Atlanta Falcons / 4th / 115th pick / 2016,CampDe00,3040180
Maurice Canady,CB,Virginia,College Stats,6-1,193,4.49,38.0,16.0,124.0,7.03,4.09,Baltimore Ravens / 6th / 209th pick / 2016,CanaMa00,2979655
Leonte Carroo,WR,Rutgers,College Stats,6-0,211,4.5,35.5,14.0,120.0,,,Miami Dolphins / 3rd / 86th pick / 2016,CarrLe00,2982804
Tra Carson,RB,Texas A&M,College Stats,5-11,227,4.63,,19.0,,,,,CarsTr01,2972283
Tevin Carter,S,Utah,College Stats,6-1,218,4.48,,19.0,,,,,CartTe00,N/A
Jeremy Cash,S,Duke,College Stats,6-0,212,4.56,,,,,,,CashJe00,2576378
Joseph Cheek,OG,Texas A&M,College Stats,6-6,295,5.27,,20.0,,,,,-9999,N/A
Kenny Clark,DT,UCLA,College Stats,6-3,314,5.06,28.5,29.0,102.0,,4.62,Green Bay Packers / 1st / 27th pick / 2016,ClarKe01,3122752
Le'Raven Clark,OT,Texas Tech,College Stats,6-5,316,5.16,,18.0,,,,Indianapolis Colts / 3rd / 82nd pick / 2016,ClarLe01,N/A
Corey Coleman,WR,Baylor,College Stats,5-11,194,4.42,40.5,17.0,129.0,,,Cleveland Browns / 1st / 15th pick / 2016,ColeCo00,2978929
Shon Coleman,OT,Auburn,College Stats,6-5,307,5.18,,22.0,,,,Cleveland Browns / 3rd / 76th pick / 2016,ColeSh00,2574573
Alex Collins,RB,Arkansas,College Stats,5-10,217,4.59,28.5,18.0,113.0,,,Seattle Seahawks / 5th / 171st pick / 2016,CollAl00,3046409
Maliek Collins,DT,Nebraska,College Stats,6-2,311,5.03,29.5,25.0,109.0,7.53,4.52,Dallas Cowboys / 3rd / 67th pick / 2016,CollMa00,3040471
Jack Conklin,OT,Michigan State,College Stats,6-6,308,5.0,30.0,25.0,103.0,7.63,4.57,Tennessee Titans / 1st / 8th pick / 2016,ConkJa00,2979534
Connor Cook,QB,Michigan State,College Stats,6-4,217,4.79,33.0,,113.0,7.21,4.28,Oakland Raiders / 4th / 100th pick / 2016,CookCo00,2576261
Fahn Cooper,OT,Mississippi,College Stats,6-4,303,5.17,25.0,19.0,102.0,7.85,4.89,San Francisco 49ers / 5th / 174th pick / 2016,CoopFa00,N/A
Pharoh Cooper,WR,South Carolina,College Stats,5-11,203,4.52,31.0,15.0,115.0,,,Los Angeles Rams / 4th / 117th pick / 2016,CoopPh00,3048897
Marshaun Coprich,RB,Illinois State,,5-8,207,4.47,34.0,17.0,112.0,7.26,4.58,,-9999,N/A
Cody Core,WR,Mississippi,College Stats,6-3,205,4.47,31.5,14.0,119.0,,,Cincinnati Bengals / 6th / 199th pick / 2016,CoreCo00,2980378
Kamalei Correa,DE,Boise State,College Stats,6-3,243,4.69,33.0,21.0,108.0,,,Baltimore Ravens / 2nd / 42nd pick / 2016,CorrKa00,3042874
James Cowser,DE,Southern Utah,,6-3,248,4.82,31.5,21.0,111.0,6.8,4.31,,CowsJa00,2471470
Brad Craddock,K,Maryland,College Stats,6-0,186,4.88,,,,,,,CradBr00,N/A
Su'A Cravens,OLB,USC,College Stats,6-1,226,4.58,27.0,16.0,114.0,,,Washington Redskins / 2nd / 53rd pick / 2016,CravSu00,3043215
Ken Crawley,CB,Colorado,College Stats,6-0,187,4.43,36.5,,119.0,,,,CrawKe02,2979612
Joe Dahl,OT,Washington State,College Stats,6-4,304,5.18,31.0,28.0,109.0,7.64,4.77,Detroit Lions / 5th / 151st pick / 2016,DahlJo00,N/A
Steven Daniels,ILB,Boston Col.,College Stats,5-11,243,4.86,32.0,16.0,112.0,7.33,4.54,Washington Redskins / 7th / 232nd pick / 2016,DaniSt00,N/A
Sean Davis,CB,Maryland,College Stats,6-1,201,4.46,37.5,21.0,126.0,6.64,3.97,Pittsburgh Steelers / 2nd / 58th pick / 2016,DaviSe00,2976210
Trevor Davis,WR,California,College Stats,6-1,188,4.42,38.5,11.0,124.0,6.6,4.22,Green Bay Packers / 5th / 163rd pick / 2016,DaviTr03,2573343
Sheldon Day,DT,Notre Dame,College Stats,6-1,293,5.07,30.0,21.0,102.0,7.44,4.5,Jacksonville Jaguars / 4th / 103rd pick / 2016,DayxSh00,2976194
Taylor Decker,OT,Ohio State,College Stats,6-7,310,5.23,29.0,20.0,101.0,7.7,4.76,Detroit Lions / 1st / 16th pick / 2016,DeckTa00,2976292
KJ Dillon,S,West Virginia,College Stats,6-0,210,4.53,,11.0,121.0,,,Houston Texans / 5th / 159th pick / 2016,DillK.00,2976629
Kenneth Dixon,RB,Louisiana Tech,College Stats,5-10,215,4.56,37.5,18.0,121.0,6.97,4.28,Baltimore Ravens / 4th / 134th pick / 2016,DixoKe00,2971888
Riley Dixon,P,Syracuse,College Stats,6-4,221,5.04,,,,,,Denver Broncos / 7th / 228th pick / 2016,DixoRi00,2577619
Josh Doctson,WR,TCU,College Stats,6-2,202,4.5,41.0,14.0,131.0,6.84,4.08,Washington Redskins / 1st / 22nd pick / 2016,DoctJo00,2576019
Kevin Dodd,DE,Clemson,College Stats,6-5,277,4.86,,,,,,Tennessee Titans / 2nd / 33rd pick / 2016,DoddKe00,2977682
Brandon Doughty,QB,Western Kentucky,College Stats,6-3,213,5.22,27.0,,103.0,7.49,4.52,Miami Dolphins / 7th / 223rd pick / 2016,DougBr00,N/A
Kenyan Drake,RB,Alabama,College Stats,6-1,210,4.45,34.5,10.0,123.0,7.04,4.21,Miami Dolphins / 3rd / 73rd pick / 2016,DrakKe00,2979843
Spencer Drango,OT,Baylor,College Stats,6-6,315,5.27,27.0,30.0,100.0,7.88,4.66,Cleveland Browns / 5th / 168th pick / 2016,DranSp00,2577042
Jeff Driskel,QB,Louisiana Tech,College Stats,6-4,234,4.56,32.0,,122.0,7.19,4.25,San Francisco 49ers / 6th / 207th pick / 2016,DrisJe00,2574630
Thomas Duarte,TE,UCLA,College Stats,6-2,231,4.72,33.5,12.0,118.0,6.97,4.24,Miami Dolphins / 7th / 231st pick / 2016,DuarTh00,N/A
Lachlan Edwards,P,Sam Houston State,,6-4,209,4.98,,,,,,,-9999,3061740
Parker Ehinger,OT,Cincinnati,College Stats,6-6,310,5.26,27.5,,97.0,,,Kansas City Chiefs / 4th / 105th pick / 2016,EhinPa00,N/A
Deandre Elliott,CB,Colorado State,College Stats,6-1,188,4.55,41.0,,125.0,6.93,3.94,,ElliDe01,2575655
Ezekiel Elliott,RB,Ohio State,College Stats,6-0,225,4.47,32.5,,118.0,,,Dallas Cowboys / 1st / 4th pick / 2016,ElliEz00,3051392
Tyler Ervin,RB,San Jose State,College Stats,5-10,192,4.41,39.0,17.0,130.0,,,Houston Texans / 4th / 119th pick / 2016,ErviTy00,2573974
Kyler Fackrell,OLB,Utah State,College Stats,6-5,245,4.72,34.5,15.0,121.0,,,Green Bay Packers / 3rd / 88th pick / 2016,FackKy00,2574229
Ka'Imi Fairbairn,K,UCLA,College Stats,5-11,183,4.96,,,,,,,FairKa01,2971573
Jason Fanaika,DE,Utah,College Stats,6-2,271,4.92,35.5,23.0,113.0,7.06,4.39,,FanaJa01,N/A
Travis Feeney,OLB,Washington,College Stats,6-4,230,4.5,40.0,,130.0,7.2,4.42,Pittsburgh Steelers / 6th / 220th pick / 2016,FeenTr00,N/A
Josh Ferguson,RB,Illinois,College Stats,5-9,198,4.48,34.5,21.0,120.0,,,,FergJo02,2576165
Leonard Floyd,OLB,Georgia,College Stats,6-6,244,4.6,39.5,,127.0,,,Chicago Bears / 1st / 9th pick / 2016,FloyLe00,3043136
Josh Forrest,ILB,Kentucky,College Stats,6-3,249,4.91,30.5,11.0,118.0,,,Los Angeles Rams / 6th / 190th pick / 2016,ForrJo00,2576678
D.J. Foster,WR,Arizona State,College Stats,5-10,193,4.57,35.5,14.0,117.0,6.75,4.07,,FostD.01,2978124
Kavon Frazier,S,Central Michigan,College Stats,6-0,217,4.53,,18.0,,,,Dallas Cowboys / 6th / 212th pick / 2016,FrazKa00,2972505
Kris Frost,OLB,Auburn,College Stats,6-2,240,4.97,29.0,,113.0,,,,FrosKr00,N/A
Kendall Fuller,CB,Virginia Tech,College Stats,5-11,187,4.48,,15.0,,,,Washington Redskins / 3rd / 84th pick / 2016,FullKe00,3045465
Will Fuller,WR,Notre Dame,College Stats,6-0,186,4.32,33.5,10.0,126.0,6.93,4.27,Houston Texans / 1st / 21st pick / 2016,FullWi01,N/A
Joshua Garnett,OG,Stanford,College Stats,6-4,312,5.32,29.0,30.0,99.0,7.62,4.64,San Francisco 49ers / 1st / 28th pick / 2016,GarnJo00,N/A
Keyarris Garrett,WR,Tulsa,College Stats,6-3,220,4.53,36.5,14.0,128.0,7.3,4.33,,GarrKe01,N/A
Graham Glasgow,C,Michigan,College Stats,6-6,307,5.13,25.0,23.0,106.0,7.63,4.63,Detroit Lions / 3rd / 95th pick / 2016,GlasGr00,2576245
Jared Goff,QB,California,College Stats,6-4,215,4.82,27.0,,110.0,7.17,4.47,Los Angeles Rams / 1st / 1st pick / 2016,GoffJa00,3046779
B.J. Goodson,OLB,Clemson,College Stats,6-1,242,4.69,34.5,30.0,118.0,7.05,4.51,New York Giants / 4th / 109th pick / 2016,GoodB.00,2576489
Adam Gotsis,DT,Georgia Tech,College Stats,6-4,287,4.88,,,,,,Denver Broncos / 2nd / 63rd pick / 2016,GotsAd00,2971498
T.J. Green,S,Clemson,College Stats,6-2,209,4.34,35.5,13.0,129.0,,,Indianapolis Colts / 2nd / 57th pick / 2016,GreeT.00,3045128
Darrell Greene,OG,San Diego State,College Stats,6-3,321,5.2,21.5,28.0,98.0,8.07,4.98,,GreeDa02,99
David Grinnage,TE,North Carolina State,College Stats,6-5,248,4.9,29.5,,106.0,,,,GrinDa00,2970038
Glenn Gronkowski,FB,Kansas State,College Stats,6-2,239,4.71,33.0,17.0,120.0,7.1,4.45,,GronGl01,N/A
Christian Hackenberg,QB,Penn State,College Stats,6-4,223,4.78,31.0,,114.0,7.04,4.33,New York Jets / 2nd / 51st pick / 2016,HackCh01,N/A
Tom Hackett,P,Utah,College Stats,5-10,198,4.86,,,,,,,HackTo00,N/A
Joe Haeg,OT,North Dakota State,,6-6,304,5.16,27.5,,111.0,7.47,4.47,Indianapolis Colts / 5th / 155th pick / 2016,HaegJo00,2573103
Deiondre Hall,CB,Northern Iowa,,6-2,199,4.68,37.0,,127.0,7.07,4.06,,-9999,2986767
Javon Hargrave,DT,South Carolina State,,6-1,309,4.93,34.5,29.0,109.0,7.9,4.7,Pittsburgh Steelers / 3rd / 89th pick / 2016,HargJa00,2983055
De'Vante Harris,CB,Texas A&M,College Stats,5-11,176,4.56,38.5,,124.0,6.82,4.06,,HarrDe04,2972273
Jerald Hawkins,OT,LSU,College Stats,6-6,305,5.23,23.5,23.0,100.0,8.19,4.89,Pittsburgh Steelers / 4th / 123rd pick / 2016,HawkJe00,N/A
Joel Heath,DT,Michigan State,College Stats,6-5,293,5.02,33.0,26.0,113.0,7.44,4.52,,HeatJo00,2576267
Temarrick Hemingway,TE,South Carolina State,,6-5,244,4.71,30.5,18.0,115.0,6.88,4.31,Los Angeles Rams / 6th / 177th pick / 2016,HemiTe00,2580330
Derrick Henry,RB,Alabama,College Stats,6-3,247,4.54,37.0,22.0,130.0,7.2,4.38,Tennessee Titans / 2nd / 45th pick / 2016,HenrDe00,3043078
Hunter Henry,TE,Arkansas,College Stats,6-5,250,4.79,,13.0,,,,San Diego Chargers / 2nd / 35th pick / 2016,HenrHu00,3046439
Willie Henry,DT,Michigan,College Stats,6-3,303,5.0,30.5,28.0,110.0,7.57,4.53,Baltimore Ravens / 4th / 132nd pick / 2016,HenrWi00,2977625
Quayvon Hicks,FB,Georgia,College Stats,6-1,259,4.82,,,,,,,HickQu01,N/A
Tyler Higbee,TE,Western Kentucky,College Stats,6-6,249,4.77,,,,,,Los Angeles Rams / 4th / 110th pick / 2016,HigbTy00,2573401
Rashard Higgins,WR,Colorado State,College Stats,6-1,196,4.64,32.0,13.0,116.0,,,Cleveland Browns / 5th / 172nd pick / 2016,HiggRa00,3042910
Kevin Hogan,QB,Stanford,College Stats,6-3,218,4.78,32.5,,113.0,6.9,4.31,Kansas City Chiefs / 5th / 162nd pick / 2016,HogaKe00,2577128
Johnny Holton,WR,Cincinnati,College Stats,6-1,190,4.54,31.5,8.0,123.0,,,,HoltJo00,3056906
Austin Hooper,TE,Stanford,College Stats,6-4,254,4.72,33.0,19.0,117.0,7.0,4.32,Atlanta Falcons / 3rd / 81st pick / 2016,HoopAu00,3043275
Deandre Houston-Carson,S,William & Mary,,6-1,201,4.54,32.5,13.0,115.0,7.15,4.28,Chicago Bears / 6th / 185th pick / 2016,HousDe00,2566034
Jordan Howard,RB,Indiana,College Stats,6-0,230,4.57,34.0,16.0,122.0,,,Chicago Bears / 5th / 150th pick / 2016,HowaJo00,3060022
Xavien Howard,CB,Baylor,College Stats,6-0,201,4.58,33.0,11.0,122.0,7.18,4.15,Miami Dolphins / 2nd / 38th pick / 2016,HowaXa00,2978935
Germain Ifedi,OT,Texas A&M,College Stats,6-6,324,5.27,32.5,24.0,109.0,,4.75,Seattle Seahawks / 1st / 31st pick / 2016,IfedGe00,2972304
Cleveland Wallace III,CB,San Jose State,,5-11,188,4.68,35.5,,123.0,,,,-9999,N/A
Vernon Hargreaves III,CB,Florida,College Stats,5-10,204,4.5,39.0,15.0,130.0,,3.98,Tampa Bay Buccaneers / 1st / 11th pick / 2016,HargVe00,3054955
William Jackson III,CB,Houston,College Stats,6-0,189,4.37,,10.0,116.0,,,Cincinnati Bengals / 1st / 24th pick / 2016,JackWi02,3061106
Scooby Wright III,ILB,Arizona,College Stats,6-0,239,4.9,31.0,22.0,113.0,,4.47,Cleveland Browns / 7th / 250th pick / 2016,WrigSc00,3056472
Matt Ioannidis,DT,Temple,College Stats,6-3,299,5.03,28.0,32.0,108.0,7.78,4.71,Washington Redskins / 5th / 152nd pick / 2016,IoanMa01,2976263
Myles Jack,OLB,UCLA,College Stats,6-1,245,4.56,,19.0,,,,Jacksonville Jaguars / 2nd / 36th pick / 2016,JackMy00,3047566
Branden Jackson,DE,Texas Tech,College Stats,6-4,273,5.06,31.5,20.0,113.0,7.4,4.77,,JackBr04,2577642
Dominick Jackson,OT,Alabama,College Stats,6-5,313,5.38,26.0,20.0,97.0,,,,JackDo00,N/A
Andy Janovich,FB,Nebraska,College Stats,6-1,238,4.81,34.0,30.0,119.0,7.28,4.32,Denver Broncos / 6th / 176th pick / 2016,JanoAn00,2974317
Quinton Jefferson,DT,Maryland,College Stats,6-4,291,4.95,29.0,24.0,,7.95,4.37,Seattle Seahawks / 5th / 147th pick / 2016,JeffQu00,2577078
Jordan Jenkins,OLB,Georgia,College Stats,6-3,259,4.8,36.5,16.0,121.0,,,New York Jets / 3rd / 83rd pick / 2016,JenkJo01,2977647
Austin Johnson,DT,Penn State,College Stats,6-4,314,5.32,26.0,25.0,96.0,7.84,4.75,Tennessee Titans / 2nd / 43rd pick / 2016,JohnAu01,2979591
C.J. Johnson,ILB,Mississippi,College Stats,6-1,234,4.81,,,,,4.52,,JohnC.00,N/A
Devon Johnson,RB,Marshall,College Stats,6-0,238,4.64,,,,,,,JohnDe05,N/A
Tyler Johnstone,OT,Oregon,College Stats,6-5,301,5.21,30.5,24.0,104.0,7.31,4.6,,JohnTy01,N/A
Cardale Jones,QB,Ohio State,College Stats,6-5,253,4.81,36.0,,,,,Buffalo Bills / 4th / 139th pick / 2016,JoneCa01,2976299
Cayleb Jones,WR,Arizona,College Stats,6-3,209,4.65,33.5,9.0,,6.99,4.14,,JoneCa02,N/A
Chris Jones,DT,Mississippi State,College Stats,6-6,310,5.03,24.5,26.0,106.0,7.44,4.62,Kansas City Chiefs / 2nd / 37th pick / 2016,JoneCh09,3116104
Cyrus Jones,CB,Alabama,College Stats,5-10,197,4.49,33.0,10.0,116.0,6.71,4.21,New England Patriots / 2nd / 60th pick / 2016,JoneCy00,2979849
Deion Jones,OLB,LSU,College Stats,6-1,222,4.59,33.0,,120.0,,,Atlanta Falcons / 2nd / 52nd pick / 2016,JoneDe01,2976545
Jonathan Jones,CB,Auburn,College Stats,5-9,186,4.33,36.0,19.0,123.0,7.25,4.25,,JoneJo03,2971027
Karl Joseph,S,West Virginia,College Stats,5-10,205,4.57,,,,,,Oakland Raiders / 1st / 14th pick / 2016,JoseKa00,2976639
Matt Judon,DE,Grand Valley State,,6-3,275,4.73,35.0,30.0,109.0,7.67,4.52,Baltimore Ravens / 5th / 146th pick / 2016,JudoMa00,N/A
Ufomba Kamalu,DE,Miami (FL),College Stats,6-5,295,5.01,25.0,26.0,106.0,7.32,4.58,,KamaUf00,3051940
Drew Kaser,P,Texas A&M,College Stats,6-2,212,4.95,,,,,,San Diego Chargers / 6th / 179th pick / 2016,KaseDr00,2578698
Nila Kasitati,OG,Oklahoma,College Stats,6-3,317,5.32,27.5,12.0,107.0,8.3,4.83,,KasiNi01,N/A
Bronson Kaufusi,DE,BYU,College Stats,6-6,285,4.87,30.0,25.0,111.0,7.03,4.25,Baltimore Ravens / 3rd / 70th pick / 2016,KaufBr01,2980444
Jayron Kearse,S,Clemson,College Stats,6-4,216,4.62,31.5,16.0,124.0,7.06,,Minnesota Vikings / 7th / 244th pick / 2016,KearJa00,3045130
Ryan Kelly,C,Alabama,College Stats,6-4,311,5.03,30.0,26.0,103.0,7.58,4.59,Indianapolis Colts / 1st / 18th pick / 2016,KellRy00,2578475
Cody Kessler,QB,USC,College Stats,6-1,220,4.89,29.5,,104.0,7.32,4.0,Cleveland Browns / 3rd / 93rd pick / 2016,KessCo00,2577243
Miles Killebrew,S,Southern Utah,,6-2,217,4.65,38.0,22.0,127.0,6.93,4.18,Detroit Lions / 4th / 111th pick / 2016,KillMi00,2575164
Derrick Kindred,S,TCU,College Stats,5-10,207,4.5,37.5,,123.0,7.05,4.29,Cleveland Browns / 4th / 129th pick / 2016,KindDe00,2971550
Raphael Kirby,ILB,Miami (FL),College Stats,6-0,236,4.72,,27.0,,,,,-9999,N/A
Denver Kirkland,OT,Arkansas,College Stats,6-4,335,5.55,22.5,19.0,94.0,8.72,5.06,,KirkDe00,N/A
Marshall Koehn,K,Iowa,College Stats,6-1,197,4.61,,,,,,,KoehMa00,2582419
Nick Kwiatkoski,ILB,West Virginia,College Stats,6-2,243,4.73,32.0,19.0,120.0,7.16,4.22,Chicago Bears / 4th / 113th pick / 2016,KwiaNi00,2581818
Jimmy Landes,LS,Baylor,College Stats,6-1,240,4.95,27.5,,110.0,7.05,4.38,Detroit Lions / 6th / 210th pick / 2016,LandJi00,N/A
Daniel Lasco,RB,California,College Stats,6-0,209,4.46,41.5,23.0,135.0,7.22,4.26,New Orleans Saints / 7th / 237th pick / 2016,LascDa00,2576873
Darius Latham,DT,Indiana,College Stats,6-4,311,5.32,29.0,,100.0,7.76,4.63,,LathDa01,3060800
Kenny Lawler,WR,California,College Stats,6-2,203,4.64,31.0,,111.0,7.13,4.2,Seattle Seahawks / 7th / 243rd pick / 2016,LawlKe00,N/A
Nile Lawrence-Stample,DL,Florida State,College Stats,6-1,320,5.24,,,,,,,LawrNi01,N/A
Shaq Lawson,DE,Clemson,College Stats,6-3,269,4.7,33.0,,120.0,7.16,4.21,Buffalo Bills / 1st / 19th pick / 2016,LawsSh00,2977679
Darron Lee,OLB,Ohio State,College Stats,6-1,232,4.47,35.5,17.0,133.0,7.12,4.2,New York Jets / 1st / 20th pick / 2016,LeexDa00,3051398
Alex Lewis,OT,Nebraska,College Stats,6-6,312,5.22,29.5,27.0,100.0,7.94,4.72,Baltimore Ravens / 4th / 130th pick / 2016,LewiAl01,3116110
Roger Lewis,WR,Bowling Green,College Stats,6-0,201,4.57,33.5,8.0,116.0,,,,LewiRo03,3125745
Kolby Listenbee,WR,TCU,College Stats,6-0,197,4.39,35.5,15.0,129.0,,,Buffalo Bills / 6th / 192nd pick / 2016,ListKo00,N/A
Cory Littleton,OLB,Washington,College Stats,6-3,238,4.73,29.5,,114.0,7.11,4.32,,LittCo01,2978304
