Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Marcus Demps,S,San Diego State,College Stats,6-0,198,4.7,31.0,17.0,117.0,6.91,4.09,,-9999,N/A
Chris Denney,WR,Nebraska-Omaha,,6-3,224,4.65,33.0,13.0,110.0,7.02,4.33,,-9999,N/A
Will Derting,ILB,Washington State,College Stats,6-0,247,4.74,,,,,,,-9999,N/A
Tim Dobbins,ILB,Iowa State,College Stats,6-1,246,4.59,35.5,23.0,110.0,7.25,4.39,San Diego Chargers / 5th / 151st pick / 2006,DobbTi20,9737
Reed Doughty,S,Northern Colorado,,6-0,209,4.65,37.0,15.0,121.0,6.66,4.17,Washington Redskins / 6th / 173rd pick / 2006,DougRe20,9759
Kader Drame,DT,Syracuse,College Stats,6-5,290,5.25,30.5,17.0,108.0,8.12,,,-9999,N/A
Elvis Dumervil,DE,Louisville,College Stats,5-11,257,4.75,,30.0,,,,Denver Broncos / 4th / 126th pick / 2006,DumeEl20,9712
Dusty Dvoracek,DT,Oklahoma,College Stats,6-3,306,5.01,34.0,31.0,110.0,7.62,4.35,Chicago Bears / 3rd / 73rd pick / 2006,DvorDu99,9659
Ray Edwards,DE,Purdue,College Stats,6-5,273,4.81,39.0,30.0,114.0,7.71,4.57,Minnesota Vikings / 4th / 127th pick / 2006,EdwaRa21,9713
Keith Ellison,OLB,Oregon State,College Stats,6-1,235,4.76,32.5,24.0,115.0,7.22,4.16,Buffalo Bills / 6th / 178th pick / 2006,ElliKe20,9764
Greg Eslinger,C,Minnesota,College Stats,6-3,292,5.13,30.0,28.0,101.0,7.59,4.68,Denver Broncos / 6th / 198th pick / 2006,-9999,N/A
Bruce Eugene,QB,Grambling State,,6-0,260,5.12,27.5,,94.0,7.97,4.76,,-9999,N/A
Jahri Evans,OT,Texas A&M,,6-4,316,5.25,27.0,20.0,95.0,7.97,4.8,New Orleans Saints / 4th / 108th pick / 2006,EvanJa21,9694
Anthony Fasano,TE,Notre Dame,College Stats,6-4,259,4.72,33.5,19.0,112.0,6.94,4.34,Dallas Cowboys / 2nd / 53rd pick / 2006,FasaAn00,9639
Daniel Fells,TE,California-Davis,,6-3,259,4.95,29.5,19.0,108.0,7.27,4.46,,FellDa00,10287
D'Brickashaw Ferguson,OT,Virginia,,6-6,312,5.08,,,,,,New York Jets / 1st / 4th pick / 2006,FergDB20,9590
Omar Gaither,OLB,Tennessee,College Stats,6-1,234,4.78,37.0,23.0,116.0,7.31,4.28,Philadelphia Eagles / 5th / 168th pick / 2006,GaitOm20,9754
Quinton Ganther,RB,Utah,College Stats,5-9,218,4.5,35.0,29.0,119.0,7.19,,Tennessee Titans / 7th / 246th pick / 2006,GantQu00,9832
Ryan Gilbert,RB,Houston,College Stats,5-10,228,4.6,,,,,,,-9999,N/A
Chris Gocong,DE,Cal Poly,,6-2,263,4.7,38.5,28.0,123.0,7.05,4.08,Philadelphia Eagles / 3rd / 71st pick / 2006,GocoCh99,9657
Kedric Golston,DT,Georgia,College Stats,6-4,300,4.88,33.0,31.0,111.0,7.6,4.45,Washington Redskins / 6th / 196th pick / 2006,GolsKe20,9782
Charles Gordon,CB,Kansas,College Stats,5-10,183,4.6,35.5,12.0,115.0,6.95,4.2,,GordCh20,9950
Bruce Gradkowski,QB,Toledo,College Stats,6-1,217,4.59,34.0,,107.0,7.12,4.16,Tampa Bay Buccaneers / 6th / 194th pick / 2006,GradBr00,9780
Marcus Green,DT,Ohio State,College Stats,6-1,295,5.14,31.0,33.0,108.0,7.62,4.86,,GreeMa20,N/A
Skyler Green,WR,LSU,College Stats,5-9,192,4.53,34.0,,118.0,,,Dallas Cowboys / 4th / 125th pick / 2006,GreeSk20,9711
Chad Greenway,OLB,Iowa,College Stats,6-2,242,4.76,33.5,16.0,117.0,7.0,4.22,Minnesota Vikings / 1st / 17th pick / 2006,GreeCh99,9603
Cedric Griffin,S,Texas,College Stats,6-0,199,4.51,35.5,17.0,125.0,6.84,4.1,Minnesota Vikings / 2nd / 48th pick / 2006,GrifCe20,9634
Darrell Hackney,QB,Ala-Birmingham,College Stats,6-0,239,4.82,33.0,,110.0,7.62,4.69,,-9999,N/A
Derek Hagan,WR,Arizona State,College Stats,6-2,208,4.45,36.0,,124.0,,4.07,Miami Dolphins / 3rd / 82nd pick / 2006,HagaDe00,9668
Marques Hagans,RB,Virginia,College Stats,5-9,202,4.67,35.0,,114.0,7.03,4.38,St. Louis Rams / 5th / 144th pick / 2006,HagaMa00,9730
Tamba Hali,DE,Penn State,College Stats,6-3,275,4.87,,,,,,Kansas City Chiefs / 1st / 20th pick / 2006,HaliTa20,9606
Andre Hall,RB,South Florida,College Stats,5-8,208,4.4,33.0,18.0,113.0,7.38,,,HallAn01,10411
Chris Hannon,WR,Tennessee,College Stats,6-3,205,4.48,34.5,,122.0,,,,-9999,N/A
Parys Haralson,DE,Tennessee,College Stats,6-1,253,4.8,32.0,24.0,115.0,7.37,4.26,San Francisco 49ers / 5th / 140th pick / 2006,HaraPa20,9726
Roman Harper,S,Alabama,College Stats,6-0,198,4.5,,19.0,,,,New Orleans Saints / 2nd / 43rd pick / 2006,HarpRo21,9629
Chris Harrell,S,Penn State,College Stats,6-0,209,4.7,40.5,15.0,119.0,7.02,4.12,,-9999,N/A
Gilbert Harris,FB,Arizona,College Stats,6-2,235,4.73,36.0,20.0,117.0,7.0,4.38,,HarrGi00,10901
Orien Harris,DT,Miami (FL),College Stats,6-3,301,5.27,,25.0,,,,Pittsburgh Steelers / 4th / 133rd pick / 2006,HarrOr20,9719
Jerome Harrison,RB,Washington State,College Stats,5-9,201,4.47,34.5,19.0,124.0,6.77,4.07,Cleveland Browns / 5th / 145th pick / 2006,HarrJe00,9731
Mike Hass,WR,Oregon State,College Stats,6-1,208,4.59,32.0,,116.0,6.97,4.14,New Orleans Saints / 6th / 171st pick / 2006,HassMi00,N/A
Jason Hatcher,DE,Grambling State,,6-6,284,4.82,35.5,28.0,113.0,7.67,4.49,Dallas Cowboys / 3rd / 92nd pick / 2006,HatcJa20,9678
Spencer Havner,ILB,UCLA,College Stats,6-3,242,4.69,39.0,,116.0,6.81,4.07,,HavnSp00,10387
A.J. Hawk,OLB,Ohio State,College Stats,6-1,248,4.59,40.0,24.0,115.0,6.82,3.96,Green Bay Packers / 1st / 5th pick / 2006,HawkA.20,9591
Chris Hawkins,CB,Marshall,College Stats,5-10,183,4.51,37.0,16.0,116.0,,4.18,,HawkCh00,13384
Taurean Henderson,RB,Texas Tech,College Stats,5-9,204,4.62,32.5,,112.0,7.01,4.4,,-9999,N/A
Eric Henderson,DE,Georgia Tech,College Stats,6-2,270,4.75,,30.0,,,,,HendEr20,9967
Matt Henshaw,TE,Florida State,College Stats,6-4,248,4.73,29.0,16.0,111.0,7.44,4.44,,-9999,N/A
Jarvis Herring,S,Florida,College Stats,5-11,207,4.85,36.5,15.0,116.0,7.34,4.23,,-9999,N/A
Devin Hester,WR,Miami (FL),College Stats,5-11,190,4.41,38.0,16.0,124.0,,,Chicago Bears / 2nd / 57th pick / 2006,HestDe99,9643
Tye Hill,CB,Clemson,College Stats,5-10,185,4.34,41.0,,129.0,6.63,4.01,St. Louis Rams / 1st / 15th pick / 2006,HillTy20,9601
Ed Hinkel,WR,Iowa,College Stats,6-0,190,4.54,34.0,,116.0,6.97,4.1,,-9999,N/A
Abdul Hodge,ILB,Iowa,College Stats,6-0,236,4.76,31.0,,108.0,7.09,4.3,Green Bay Packers / 3rd / 67th pick / 2006,HodgAb20,9653
Santonio Holmes,WR,Ohio State,College Stats,5-11,188,4.35,,,,,,Pittsburgh Steelers / 1st / 25th pick / 2006,HolmSa00,9611
Reuben Houston,CB,Georgia Tech,College Stats,6-0,192,4.62,41.5,21.0,127.0,,4.42,,-9999,N/A
Thomas Howard,OLB,Texas-El Paso,College Stats,6-3,239,4.42,39.0,21.0,124.0,6.96,4.28,Oakland Raiders / 2nd / 38th pick / 2006,HowaTh20,9624
Oliver Hoyte,ILB,North Carolina State,College Stats,6-3,245,4.93,32.0,19.0,112.0,7.47,4.3,,HoytOl20,9984
Marcus Hudson,S,North Carolina State,College Stats,6-1,194,4.55,,11.0,,,,San Francisco 49ers / 6th / 192nd pick / 2006,HudsMa20,9778
Michael Huff,S,Texas,College Stats,6-0,204,4.34,40.5,21.0,125.0,,,Oakland Raiders / 1st / 7th pick / 2006,HuffMi20,9593
Cedric Humes,RB,Virginia Tech,College Stats,6-1,227,4.62,30.5,18.0,106.0,7.07,4.22,Pittsburgh Steelers / 7th / 240th pick / 2006,-9999,N/A
Darrell Hunter,CB,Miami (OH),College Stats,6-0,206,4.44,36.0,8.0,123.0,,4.11,,HuntDa23,10297
Josh Huston,K,Ohio State,College Stats,6-1,209,,,,,,,,-9999,N/A
Clint Ingram,OLB,Oklahoma,College Stats,6-2,244,4.65,41.0,22.0,,7.12,4.1,Jacksonville Jaguars / 3rd / 80th pick / 2006,IngrCl20,9666
Brian Iwuh,OLB,Colorado,College Stats,6-0,234,4.66,,20.0,,,,,IwuhBr20,9992
Chad Jackson,WR,Florida,College Stats,6-1,213,4.32,38.5,,122.0,6.73,3.97,New England Patriots / 2nd / 36th pick / 2006,JackCh00,9622
D'Qwell Jackson,ILB,Maryland,College Stats,6-0,230,4.73,37.0,19.0,116.0,7.05,4.36,Cleveland Browns / 2nd / 34th pick / 2006,JackDQ20,9620
Tarvaris Jackson,QB,Arkansas,College Stats,6-2,226,4.69,31.5,22.0,107.0,7.4,4.38,Minnesota Vikings / 2nd / 64th pick / 2006,JackTa00,9650
T.J. Jackson,DT,Auburn,College Stats,6-0,304,5.15,31.0,26.0,104.0,7.72,4.6,,JackTo20,10345
Omar Jacobs,QB,Bowling Green,College Stats,6-4,232,4.84,32.5,,108.0,7.47,4.29,Pittsburgh Steelers / 5th / 164th pick / 2006,-9999,N/A
Max Jean-Gilles,OG,Georgia,College Stats,6-4,355,5.48,24.5,27.0,95.0,8.56,5.08,Philadelphia Eagles / 4th / 99th pick / 2006,JeanMa20,9685
Julian Jenkins,DE,Stanford,College Stats,6-4,277,5.03,34.5,25.0,110.0,7.11,4.23,Tampa Bay Buccaneers / 5th / 156th pick / 2006,JenkJu20,9742
Adam Jennings,WR,Fresno State,College Stats,5-9,181,4.44,37.5,,118.0,6.88,4.12,Atlanta Falcons / 6th / 184th pick / 2006,JennAd00,9770
Greg Jennings,WR,West. Michigan,College Stats,5-11,197,4.42,36.5,,117.0,6.68,4.16,Green Bay Packers / 2nd / 52nd pick / 2006,JennGr00,9638
Kelly Jennings,CB,Miami (FL),College Stats,5-11,178,4.39,40.0,,120.0,,4.0,Seattle Seahawks / 1st / 31st pick / 2006,JennKe20,9617
Tim Jennings,CB,Georgia,College Stats,5-8,185,4.32,37.5,17.0,117.0,,,Indianapolis Colts / 2nd / 62nd pick / 2006,JennTi20,9648
Brandon Johnson,OLB,Louisville,College Stats,6-5,228,4.44,37.0,11.0,118.0,7.17,4.34,Arizona Cardinals / 5th / 142nd pick / 2006,JohnBr20,9728
Johnny Jolly,DT,Texas A&M,College Stats,6-3,317,5.41,,,104.0,,,Green Bay Packers / 6th / 183rd pick / 2006,JollJo20,9769
Maurice Jones-Drew,RB,UCLA,College Stats,5-7,207,4.39,36.0,18.0,116.0,7.08,4.38,Jacksonville Jaguars / 2nd / 60th pick / 2006,DrewMa00,9646
Davin Joseph,OG,Oklahoma,College Stats,6-3,311,5.09,32.0,24.0,111.0,,4.97,Tampa Bay Buccaneers / 1st / 23rd pick / 2006,JoseDa20,9609
Johnathan Joseph,CB,South Carolina,,5-11,193,4.31,37.0,15.0,123.0,6.92,4.23,Cincinnati Bengals / 1st / 24th pick / 2006,JoseJo20,9610
Winston Justice,OT,USC,College Stats,6-6,319,5.16,35.0,,110.0,7.31,4.53,Philadelphia Eagles / 2nd / 39th pick / 2006,JustWi20,9625
Freddy Keiaho,ILB,San Diego State,College Stats,5-11,224,4.68,36.0,15.0,113.0,7.01,4.12,Indianapolis Colts / 3rd / 94th pick / 2006,KeiaFr20,9680
Charlton Keith,OLB,Kansas,College Stats,6-4,237,4.78,30.5,12.0,109.0,7.03,4.36,,-9999,N/A
William Kershaw,OLB,Maryland,College Stats,6-3,240,4.63,37.0,21.0,111.0,6.95,4.17,,KersWi20,10004
Jeff King,TE,Virginia Tech,College Stats,6-5,245,4.83,32.5,21.0,109.0,6.99,4.09,Carolina Panthers / 5th / 155th pick / 2006,KingJe00,9741
David Kirtman,FB,USC,College Stats,5-11,233,4.76,29.5,,106.0,7.18,4.31,Seattle Seahawks / 5th / 163rd pick / 2006,KirtDa00,N/A
Mathias Kiwanuka,DE,Boston Col.,College Stats,6-6,266,4.7,32.0,17.0,120.0,7.27,4.13,New York Giants / 1st / 32nd pick / 2006,KiwaMa20,9618
Joe Klopfenstein,TE,Colorado,College Stats,6-6,255,4.63,36.0,27.0,112.0,7.39,4.21,St. Louis Rams / 2nd / 46th pick / 2006,KlopJo00,9632
Mike Kudla,DE,Ohio State,College Stats,6-2,265,4.72,37.0,45.0,114.0,7.21,4.45,,-9999,N/A
Chris Kuper,OG,North Dakota,,6-4,301,5.1,30.0,24.0,109.0,7.59,4.6,Denver Broncos / 5th / 161st pick / 2006,KupeCh20,9747
Ryan LaCasse,DE,Syracuse,College Stats,6-2,257,4.62,34.0,34.0,113.0,7.25,4.3,Baltimore Ravens / 7th / 219th pick / 2006,LaCaRy20,9805
Dawan Landry,S,Georgia Tech,College Stats,6-1,220,4.64,37.5,18.0,124.0,,4.27,Baltimore Ravens / 5th / 146th pick / 2006,LandDa21,9732
Manny Lawson,OLB,North Carolina State,College Stats,6-5,241,4.43,39.5,23.0,124.0,6.9,4.18,San Francisco 49ers / 1st / 22nd pick / 2006,LawsMa20,9608
Josh Lay,CB,Pittsburgh,,6-0,197,4.48,40.5,16.0,120.0,,,New Orleans Saints / 6th / 174th pick / 2006,-9999,N/A
Greg Lee,WR,Pittsburgh,College Stats,6-2,201,4.59,35.5,,114.0,6.8,4.09,,-9999,N/A
Matt Leinart,QB,USC,College Stats,6-5,223,4.9,,,,,,Arizona Cardinals / 1st / 10th pick / 2006,LeinMa00,9596
Jonathan Lewis,DT,Virginia Tech,College Stats,6-1,309,4.97,33.5,24.0,111.0,7.4,4.4,Arizona Cardinals / 6th / 177th pick / 2006,LewiJo22,9763
Marcedes Lewis,TE,UCLA,College Stats,6-6,261,4.8,37.0,23.0,118.0,7.24,4.82,Jacksonville Jaguars / 1st / 28th pick / 2006,LewiMa00,9614
David Lonie,P,California,College Stats,6-5,209,4.74,,,,,,,-9999,N/A
Calvin Lowry,S,Penn State,College Stats,5-11,200,4.54,36.0,15.0,120.0,7.16,4.2,Tennessee Titans / 4th / 102nd pick / 2006,LowrCa20,9688
Travis Lulay,QB,Montana State,,6-2,216,4.71,35.0,,111.0,6.93,4.07,,-9999,N/A
Wali Lundy,RB,Virginia,College Stats,5-11,214,4.48,35.0,18.0,111.0,6.99,4.36,Houston Texans / 6th / 170th pick / 2006,LundWa00,9756
Deuce Lutui,OG,USC,,6-4,334,5.35,28.0,26.0,97.0,8.04,4.76,Arizona Cardinals / 2nd / 41st pick / 2006,LutuDe20,9627
Jesse Mahelona,DT,Tennessee,College Stats,6-0,311,5.37,,,,,,Tennessee Titans / 5th / 169th pick / 2006,MaheJe20,9755
Tom Malone,P,USC,College Stats,6-0,212,4.87,,,,,,,-9999,N/A
Antonio Malone,CB,Toledo,College Stats,6-0,200,4.59,34.0,10.0,111.0,7.05,4.1,,-9999,N/A
Nick Mangold,C,Ohio State,,6-4,300,5.05,27.5,24.0,104.0,7.47,4.36,New York Jets / 1st / 29th pick / 2006,MangNi20,9615
Danieal Manning,CB,Abilene Christian,,5-11,202,4.48,39.0,17.0,123.0,7.23,4.07,Chicago Bears / 2nd / 42nd pick / 2006,MannDa21,9628
Laurence Maroney,RB,Minnesota,College Stats,6-0,217,4.48,,,,,,New England Patriots / 1st / 21st pick / 2006,MaroLa00,9607
Brandon Marshall,WR,Central Florida,College Stats,6-4,229,4.52,37.0,,120.0,,,Denver Broncos / 4th / 119th pick / 2006,MarsBr00,9705
Richard Marshall,CB,Fresno State,College Stats,5-11,189,4.42,37.0,12.0,129.0,6.65,4.16,Carolina Panthers / 2nd / 58th pick / 2006,MarsRi20,9644
Derrick Martin,CB,Wyoming,College Stats,5-10,202,4.5,40.0,17.0,127.0,6.72,3.95,Baltimore Ravens / 6th / 208th pick / 2006,MartDe22,9794
Ingle Martin,QB,Furman,,6-2,220,4.71,36.0,,111.0,7.13,4.17,Green Bay Packers / 5th / 148th pick / 2006,MartIn00,9734
Jimmy Martin,OT,Virginia Tech,,6-5,303,5.23,31.0,25.0,101.0,,,San Diego Chargers / 7th / 227th pick / 2006,-9999,N/A
Tim Massaquoi,TE,Michigan,College Stats,6-3,259,4.85,,32.0,,,,Tampa Bay Buccaneers / 7th / 244th pick / 2006,MassTi20,N/A
Wendell Mathis,RB,Fresno State,College Stats,5-11,210,4.51,33.0,20.0,117.0,6.93,4.22,,-9999,N/A
Fred Matua,OG,USC,,6-2,306,5.0,24.5,28.0,93.0,7.87,4.76,Detroit Lions / 7th / 217th pick / 2006,-9999,N/A
Marcus Maxey,CB,Miami (FL),College Stats,6-1,198,4.48,41.5,14.0,129.0,,,Kansas City Chiefs / 5th / 154th pick / 2006,MaxeMa20,N/A
Dee McCann,CB,West Virginia,College Stats,5-11,197,4.53,40.5,,122.0,7.35,4.38,Detroit Lions / 6th / 179th pick / 2006,-9999,N/A
John McCargo,DT,North Carolina State,College Stats,6-1,302,5.15,30.5,25.0,110.0,7.79,4.48,Buffalo Bills / 1st / 26th pick / 2006,McCaJo22,9612
Stanley McClover,DE,Auburn,College Stats,6-2,262,4.7,39.0,19.0,114.0,7.87,4.5,Carolina Panthers / 7th / 237th pick / 2006,McClSt20,9823
Tim McGarigle,ILB,Northwestern,College Stats,6-1,242,4.73,38.0,,118.0,7.09,4.07,St. Louis Rams / 7th / 221st pick / 2006,McGaTi99,9807
Rocky McIntosh,OLB,Miami (FL),,6-2,237,4.62,41.5,18.0,119.0,,,Washington Redskins / 2nd / 35th pick / 2006,McInRo20,9621
Reggie McNeal,QB,Texas A&M,College Stats,6-2,198,4.4,32.0,,121.0,6.96,4.25,Cincinnati Bengals / 6th / 193rd pick / 2006,McNeRe00,9779
Marcus McNeill,OT,Auburn,College Stats,6-8,336,5.07,31.0,,98.0,8.19,5.0,San Diego Chargers / 2nd / 50th pick / 2006,McNeMa20,9636
Gerrick McPhearson,CB,Maryland,College Stats,5-10,196,4.42,41.5,18.0,129.0,,,New York Giants / 7th / 232nd pick / 2006,-9999,N/A
