Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Jeremy Banks,LB,Tennessee,College Stats,6-1,232,4.53,37.5,25.0,127.0,7.27,4.38,,BankJe00,N/A
Bryce Baringer,P,Michigan St.,College Stats,6-2,216,,,,,,,New England Patriots / 6th / 192nd pick / 2023,BariBr00,4240545
Micah Baskerville,LB,LSU,College Stats,6-1,221,,31.0,,115.0,,,,BaskMi00,N/A
TJ Bass,OG,Oregon,,6-4,317,5.48,28.5,,109.0,,,,-9999,N/A
Jordan Battle,DB,Alabama,College Stats,6-1,209,4.55,,17.0,,,,Cincinnati Bengals / 3rd / 95th pick / 2023,BattJo00,4567098
Robert Beal,EDGE,Georgia,College Stats,6-4,247,4.48,30.0,,123.0,,,San Francisco 49ers / 5th / 173rd pick / 2023,BealRo00,4259558
Ronnie Bell,WR,Michigan,College Stats,6-0,191,4.54,38.5,14.0,120.0,6.98,4.15,San Francisco 49ers / 7th / 253rd pick / 2023,BellRo01,4372063
Jakorian Bennett,CB,Maryland,College Stats,5-11,188,4.3,40.5,13.0,133.0,,,Las Vegas Raiders / 4th / 104th pick / 2023,BennJa00,4686911
Stetson Bennett,QB,Georgia,College Stats,5-11,192,4.67,33.5,,118.0,,4.2,Los Angeles Rams / 4th / 128th pick / 2023,BennSt00,N/A
Keeanu Benton,DT,Wisconsin,College Stats,6-4,309,5.08,29.5,25.0,111.0,7.34,4.65,Pittsburgh Steelers / 2nd / 49th pick / 2023,BentKe00,4426694
Matthew Bergeron,OT,Syracuse,College Stats,6-5,318,,30.5,,103.0,,,Atlanta Falcons / 2nd / 38th pick / 2023,BergMa00,4568510
Tank Bigsby,RB,Auburn,College Stats,6-0,210,4.56,32.5,,119.0,,,Jacksonville Jaguars / 3rd / 88th pick / 2023,BigsTa00,4429013
Mekhi Blackmon,CB,USC,College Stats,5-11,178,4.47,36.0,11.0,125.0,,,Minnesota Vikings / 3rd / 102nd pick / 2023,BlacMe00,4360677
Jake Bobo,WR,UCLA,College Stats,6-4,206,,,,,,,,BoboJa00,4360405
Kayshon Boutte,WR,LSU,College Stats,5-11,195,4.5,29.0,,118.0,,4.25,New England Patriots / 6th / 187th pick / 2023,BoutKa00,4429022
Lance Boykin,CB,Coastal Carolina,College Stats,6-2,200,,,13.0,124.0,,,,BoykLa00,N/A
Anthony Bradford,OG,LSU,College Stats,6-4,332,5.08,30.0,,106.0,7.84,4.8,Seattle Seahawks / 4th / 108th pick / 2023,BradAn00,4429211
Brian Branch,CB,Alabama,College Stats,6-0,190,4.58,34.5,14.0,125.0,,,Detroit Lions / 2nd / 45th pick / 2023,BranBr00,4692025
Julius Brents,CB,Kansas St.,College Stats,6-3,198,4.53,41.5,,138.0,6.63,4.05,Indianapolis Colts / 2nd / 44th pick / 2023,BrenJu00,N/A
Bryan Bresee,DT,Clemson,College Stats,6-6,298,4.86,29.0,22.0,,,,New Orleans Saints / 1st / 29th pick / 2023,BresBr00,4428988
Nick Broeker,OG,Mississippi,College Stats,6-4,305,5.27,,,,7.75,4.7,Buffalo Bills / 7th / 230th pick / 2023,BroeNi00,N/A
Matthew Brooks,P,Tennessee,,6-5,201,,,,,,,,-9999,N/A
Jalen Brooks,WR,South Carolina,College Stats,6-1,201,4.69,35.0,,130.0,7.15,4.31,Dallas Cowboys / 7th / 244th pick / 2023,BrooJa03,4692835
Myles Brooks,CB,Louisiana Tech,College Stats,6-1,201,,,,,,,,BrooMy00,N/A
Cameron Brown,CB,Ohio St.,College Stats,6-0,199,,,,,,,,BrowCa02,N/A
Chase Brown,RB,Illinois,College Stats,5-10,209,4.43,40.0,,127.0,,,Cincinnati Bengals / 5th / 163rd pick / 2023,BrowCh10,4362238
Ji'Ayir Brown,DB,Penn St.,College Stats,5-11,203,4.65,32.5,18.0,119.0,,,San Francisco 49ers / 3rd / 87th pick / 2023,BrowJi01,4693644
Sydney Brown,DB,Illinois,College Stats,5-10,211,4.47,40.5,23.0,130.0,,,Philadelphia Eagles / 3rd / 66th pick / 2023,BrowSy00,4360386
Jason Brownlee,WR,Southern Mississippi,,6-2,198,4.59,39.5,16.0,131.0,,,,-9999,4689988
Arquon Bush,CB,Cincinnati,College Stats,6-0,187,4.54,33.5,,115.0,,,,BushAr00,N/A
Jack Campbell,LB,Iowa,College Stats,6-5,249,4.65,37.5,,128.0,6.74,4.24,Detroit Lions / 1st / 18th pick / 2023,CampJa04,4569465
Anders Carlson,K,Auburn,College Stats,6-5,218,,,,,,,,-9999,4242519
Jalen Carter,DT,Georgia,College Stats,6-3,314,,,,,,,Philadelphia Eagles / 1st / 9th pick / 2023,CartJa05,4685759
Zach Charbonnet,RB,UCLA,College Stats,6-0,214,4.53,37.0,,122.0,,,Seattle Seahawks / 2nd / 52nd pick / 2023,CharZa00,4426385
Kei'Trel Clark,CB,Louisville,,5-10,181,4.42,34.5,,122.0,,4.21,,-9999,4426923
Jerrod Clark,DT,Coastal Carolina,College Stats,6-4,334,5.25,27.5,,102.0,7.6,4.83,,ClarJe02,N/A
Keondre Coburn,DT,Texas,College Stats,6-2,332,5.22,27.5,24.0,101.0,,,Kansas City Chiefs / 6th / 194th pick / 2023,CobuKe00,4362117
Chamarri Conner,DB,Virginia Tech,College Stats,6-0,202,4.51,40.5,20.0,125.0,,,Kansas City Chiefs / 4th / 119th pick / 2023,ConnCh01,4361964
Jacob Copeland,WR,Maryland,College Stats,5-11,201,4.42,33.0,20.0,127.0,7.01,4.47,,CopeJa00,N/A
Brenton Cox,EDGE,Florida,College Stats,6-4,250,4.82,33.0,24.0,115.0,,,,CoxxBr02,4361776
Malik Cunningham,QB,Louisville,College Stats,6-0,192,4.53,,,,,,,CunnMa00,4240069
McClendon Curtis,OG,Tennessee-Chattanooga,,6-6,324,5.24,26.5,,105.0,7.7,4.97,,-9999,4247276
DJ Dale,DT,Alabama,College Stats,6-1,302,5.26,25.5,,98.0,7.69,4.8,,DaleDJ01,N/A
Braeden Daniels,OT,Utah,,6-4,294,4.99,30.5,,109.0,7.53,4.6,,-9999,N/A
Derius Davis,WR,TCU,College Stats,5-8,165,4.36,,,,,4.38,Los Angeles Chargers / 4th / 125th pick / 2023,DaviDe02,4362477
Nathaniel Dell,WR,Houston,College Stats,5-8,165,4.49,,,121.0,,,Houston Texans / 3rd / 69th pick / 2023,DellNa00,N/A
SirVocea Dennis,LB,Pittsburgh,College Stats,6-1,226,,,19.0,,,,Tampa Bay Buccaneers / 5th / 153rd pick / 2023,DennSi00,4429511
Gervon Dexter,DT,Florida,College Stats,6-6,310,4.88,31.0,22.0,110.0,7.5,,Chicago Bears / 2nd / 53rd pick / 2023,DextGe00,4429014
YaYa Diaby,DE,Louisville,College Stats,6-3,263,4.51,37.0,,120.0,,,Tampa Bay Buccaneers / 3rd / 82nd pick / 2023,DiabYa00,4686334
Demario Douglas,WR,Liberty,College Stats,5-8,179,4.44,39.5,,134.0,,4.29,,-9999,4427095
Josh Downs,WR,North Carolina,College Stats,5-9,171,4.48,38.5,,131.0,,,Indianapolis Colts / 3rd / 79th pick / 2023,DownJo00,4688813
Grant DuBose,WR,Charlotte,College Stats,6-2,201,4.57,35.0,,125.0,6.89,4.32,,-9999,4879650
Max Duggan,QB,TCU,College Stats,6-2,207,4.52,30.5,,116.0,7.26,4.45,Los Angeles Chargers / 7th / 239th pick / 2023,DuggMa00,N/A
Jaelyn Duncan,OT,Maryland,,6-6,306,5.1,31.5,,113.0,,,,-9999,N/A
Christopher Dunn,K,North Carolina St.,College Stats,5-8,175,,,,,,,,-9999,N/A
Payne Durham,TE,Purdue,College Stats,6-6,253,4.87,34.5,,117.0,,,Tampa Bay Buccaneers / 5th / 171st pick / 2023,DurhPa00,4372505
Travis Dye,RB,USC,College Stats,5-10,201,,,,,,,,DyexTr01,N/A
Ikenna Enechukwu,DE,Rice,College Stats,6-4,264,4.7,31.5,,120.0,,,,EnecIk00,N/A
Tiyon Evans,RB,Louisville,College Stats,5-10,225,4.52,30.5,,,,,,EvanTi00,N/A
Zach Evans,RB,Mississippi,College Stats,5-11,202,,,,,,,Los Angeles Rams / 6th / 215th pick / 2023,EvanZa00,4685035
Zay Flowers,WR,Boston Col.,College Stats,5-9,182,4.42,35.5,,127.0,,,Baltimore Ravens / 1st / 22nd pick / 2023,FlowZa00,4429615
Emmanuel Forbes,CB,Mississippi St.,College Stats,6-1,166,4.35,37.5,,131.0,,,Washington Commanders / 1st / 16th pick / 2023,ForbEm00,4429767
Bryce Ford-Wheaton,WR,West Virginia,College Stats,6-4,221,4.38,41.0,,129.0,6.97,4.15,,FordBr00,4362227
Alex Forsyth,C,Oregon,College Stats,6-4,303,,20.5,,95.0,,,Denver Broncos / 7th / 257th pick / 2023,ForsAl00,N/A
Isaiah Foskey,EDGE,Notre Dame,College Stats,6-5,264,4.58,34.0,22.0,125.0,7.28,4.41,New Orleans Saints / 2nd / 40th pick / 2023,FoskIs00,4426457
Blake Freeland,OT,BYU,College Stats,6-8,302,4.98,37.0,,120.0,7.46,4.71,Indianapolis Colts / 4th / 106th pick / 2023,FreeBl00,N/A
Jon Gaines,OG,UCLA,College Stats,6-4,303,5.01,32.5,,114.0,7.31,4.45,,-9999,4367199
Connor Galvin,OT,Baylor,College Stats,6-7,293,5.48,30.5,,104.0,8.0,4.92,,GalvCo00,N/A
Mekhi Garner,CB,LSU,College Stats,6-2,212,4.55,38.0,,128.0,,,,GarnMe00,N/A
Ali Gaye,EDGE,LSU,College Stats,6-6,263,,,,,,,,GayeAl01,4243321
Jahmyr Gibbs,RB,Alabama,College Stats,5-9,199,4.36,33.5,,,,,Detroit Lions / 1st / 12th pick / 2023,GibbJa01,4429795
Noah Gindorff,TE,North Dakota St.,,6-6,263,,,16.0,,,,,-9999,N/A
Christian Gonzalez,CB,Oregon,College Stats,6-1,197,4.38,41.5,14.0,133.0,,,New England Patriots / 1st / 17th pick / 2023,GonzCh00,4686772
Richard Gouraige,OT,Florida,College Stats,6-5,306,,,,,,,,GourRi00,N/A
Jalen Graham,LB,Purdue,College Stats,6-2,220,4.64,30.5,,112.0,,,San Francisco 49ers / 7th / 255th pick / 2023,GrahJa02,4570410
Eric Gray,RB,Oklahoma,College Stats,5-10,207,,37.5,,118.0,,,New York Giants / 5th / 172nd pick / 2023,GrayEr01,4570561
Antoine Green,WR,North Carolina,College Stats,6-2,199,4.47,33.5,,123.0,6.99,4.27,Detroit Lions / 7th / 219th pick / 2023,GreeAn00,4373266
Jovaughn Gwyn,OG,South Carolina,College Stats,6-2,297,5.12,27.5,,109.0,7.9,4.8,,-9999,N/A
Jake Haener,QB,Fresno St.,College Stats,6-0,207,,35.0,,114.0,7.01,,New Orleans Saints / 4th / 127th pick / 2023,HaenJa00,4243322
Derick Hall,EDGE,Auburn,College Stats,6-3,254,4.55,33.5,,127.0,,,Seattle Seahawks / 2nd / 37th pick / 2023,HallDe04,4567226
Jaren Hall,QB,BYU,College Stats,6-0,207,,,,,,,Minnesota Vikings / 5th / 164th pick / 2023,HallJa00,4373632
Nick Hampton,EDGE,Appalachian St.,College Stats,6-2,236,4.58,35.5,,120.0,,,Los Angeles Rams / 5th / 161st pick / 2023,HampNi00,4360773
Anton Harrison,OT,Oklahoma,College Stats,6-4,315,4.98,28.5,,105.0,,,Jacksonville Jaguars / 1st / 27th pick / 2023,HarrAn00,4692525
Zach Harrison,EDGE,Ohio St.,College Stats,6-6,274,,,25.0,,,,Atlanta Falcons / 3rd / 75th pick / 2023,HarrZa00,4426412
Jadon Haselwood,WR,Arkansas,College Stats,6-2,215,4.66,37.0,,123.0,6.98,4.31,,HaseJa00,N/A
Ryan Hayes,OT,Michigan,College Stats,6-6,298,5.18,30.0,,103.0,7.39,,Miami Dolphins / 7th / 238th pick / 2023,HayeRy00,N/A
Malik Heath,WR,Mississippi,College Stats,6-2,213,4.64,34.0,,124.0,6.96,4.46,,HeatMa00,4689334
DeMarcco Hellams,DB,Alabama,College Stats,6-1,203,4.57,31.0,,121.0,,,Atlanta Falcons / 7th / 224th pick / 2023,HellDe00,4567111
Daiyan Henley,LB,Washington St.,College Stats,6-1,225,4.54,35.0,,125.0,,,Los Angeles Chargers / 3rd / 85th pick / 2023,HenlDa00,4241597
KJ Henry,EDGE,Clemson,,6-4,251,4.63,31.5,,112.0,,,,-9999,4360308
Nick Herbig,EDGE,Wisconsin,College Stats,6-2,240,4.65,,25.0,,,,Pittsburgh Steelers / 4th / 132nd pick / 2023,HerbNi00,4429164
Shaka Heyward,LB,Duke,College Stats,6-3,235,4.53,31.0,22.0,116.0,7.32,4.4,,HeywSh00,4360413
Ronnie Hickman,DB,Ohio St.,College Stats,6-1,203,,,,,,,,HickRo00,4569620
Elijah Higgins,WR,Stanford,College Stats,6-3,235,4.54,35.0,,126.0,7.01,,Miami Dolphins / 6th / 197th pick / 2023,HiggEl00,4426844
Brandon Hill,DB,Pittsburgh,College Stats,5-10,193,4.43,35.5,15.0,123.0,,,Houston Texans / 7th / 248th pick / 2023,HillBr03,N/A
Tre'Vius Hodges-Tomlinson,CB,TCU,College Stats,5-8,178,4.41,39.0,12.0,132.0,,,Los Angeles Rams / 6th / 182nd pick / 2023,HodgTr00,N/A
Hendon Hooker,QB,Tennessee,College Stats,6-3,217,,,,,,,Detroit Lions / 3rd / 68th pick / 2023,HookHe00,4240858
Dylan Horton,EDGE,TCU,College Stats,6-4,257,,34.0,18.0,120.0,,,Houston Texans / 4th / 109th pick / 2023,HortDy00,4374066
Jordan Howden,DB,Minnesota,College Stats,6-0,203,4.49,33.5,14.0,119.0,,,New Orleans Saints / 5th / 146th pick / 2023,HowdJo00,4360949
Evan Hull,RB,Northwestern,College Stats,5-10,209,4.47,37.0,,123.0,6.9,4.38,,-9999,4569609
Xavier Hutchinson,WR,Iowa St.,College Stats,6-2,203,4.53,36.0,,116.0,6.91,4.35,Houston Texans / 6th / 205th pick / 2023,HutcXa00,4686422
Jalin Hyatt,WR,Tennessee,College Stats,6-0,176,4.4,40.0,,135.0,,,New York Giants / 3rd / 73rd pick / 2023,HyatJa00,4692590
Mohamed Ibrahim,RB,Minnesota,College Stats,5-8,203,,,,,,,,IbraMo00,4240750
Andre Carter II,EDGE,Army,College Stats,6-7,256,,30.0,11.0,109.0,,4.36,,-9999,4577333
Jason Taylor II,DB,Oklahoma St.,College Stats,6-0,204,4.5,43.0,14.0,129.0,,,,-9999,4361835
Mark Evans II,OT,University of Arkansas at Pine Bluff,,6-3,303,5.44,26.5,,101.0,7.75,4.92,,-9999,N/A
Rashad Torrence II,DB,Florida,College Stats,6-0,193,4.72,33.5,20.0,119.0,,,,-9999,N/A
Trey Dean III,DB,Florida,College Stats,6-2,200,4.75,36.5,25.0,124.0,,,,DeanTr00,N/A
Clark Phillips III,CB,Utah,College Stats,5-9,184,4.51,33.0,18.0,,,4.32,Atlanta Falcons / 4th / 113th pick / 2023,PhilCl00,4429067
Siaki Ika,DT,Baylor,College Stats,6-3,335,5.39,,,,7.8,4.99,Cleveland Browns / 3rd / 98th pick / 2023,IkaxSi00,N/A
Thomas Incoom,EDGE,Central Michigan,College Stats,6-2,262,4.66,30.5,23.0,118.0,,,,IncoTh00,4714157
Andrei Iosivas,WR,Princeton,,6-3,205,4.43,39.0,19.0,128.0,6.85,4.12,,-9999,4368003
Will McDonald IV,EDGE,Iowa St.,,6-4,239,,36.0,,132.0,,,,-9999,4361767
Kearis Jackson,WR,Georgia,College Stats,5-11,196,4.55,,,126.0,,,,JackKe02,4361778
Rakim Jarrett,WR,Maryland,College Stats,6-0,192,4.44,35.5,13.0,123.0,,,,JarrRa00,4429006
Michael Jefferson,WR,Louisiana,,6-4,199,4.56,37.0,16.0,133.0,7.03,4.56,,-9999,N/A
Jaray Jenkins,WR,LSU,College Stats,6-2,204,4.6,29.5,20.0,,,,,-9999,N/A
CJ Johnson,WR,East Carolina,,6-2,224,,,,,,,,-9999,N/A
DJ Johnson,EDGE,Oregon,,6-4,260,4.49,32.0,28.0,110.0,,,,-9999,4240623
Anthony Johnson,CB,Virginia,College Stats,6-2,205,4.63,30.5,15.0,116.0,,,,JohnAn06,4361748
Antonio Johnson,DB,Texas A&M,College Stats,6-2,198,4.52,31.0,8.0,118.0,,,Jacksonville Jaguars / 5th / 160th pick / 2023,JohnAn07,4429168
Roschon Johnson,RB,Texas,College Stats,6-0,219,4.58,31.5,,122.0,,,Chicago Bears / 4th / 115th pick / 2023,JohnRo07,4426386
Quentin Johnston,WR,TCU,College Stats,6-3,208,,40.5,,134.0,,,Los Angeles Chargers / 1st / 21st pick / 2023,JohnQu02,4429025
Broderick Jones,OT,Georgia,College Stats,6-5,311,4.97,30.0,,108.0,,,Pittsburgh Steelers / 1st / 14th pick / 2023,JoneBr09,4428990
Cam Jones,LB,Indiana,College Stats,6-1,226,4.69,33.0,17.0,,,,,JoneCa04,4371959
Charlie Jones,WR,Purdue,College Stats,5-11,175,4.43,36.5,13.0,124.0,,,Cincinnati Bengals / 4th / 131st pick / 2023,JoneCh11,4257188
Dawand Jones,OT,Ohio St.,College Stats,6-8,374,5.35,,,,,,Cleveland Browns / 4th / 111th pick / 2023,JoneDa07,N/A
Jaylon Jones,CB,Texas A&M,College Stats,6-2,200,4.57,38.0,14.0,122.0,6.88,4.3,Indianapolis Colts / 7th / 221st pick / 2023,JoneJa13,4685145
Nic Jones,CB,Ball St.,College Stats,6-0,189,4.51,34.5,,122.0,,4.34,Kansas City Chiefs / 7th / 250th pick / 2023,JoneNi00,4427636
Tyreque Jones,DB,Boise St.,College Stats,6-2,195,4.52,32.0,,119.0,,4.48,,JoneTy01,N/A
Brandon Joseph,DB,Notre Dame,College Stats,6-0,202,4.62,30.5,17.0,118.0,7.08,4.23,,JoseBr00,4569604
Andre Jones Jr.,EDGE,Louisiana,,6-5,248,,29.0,,116.0,,,,-9999,4249214
Anthony Johnson Jr.,DB,Iowa St.,College Stats,6-0,205,4.54,37.5,,125.0,,,,-9999,N/A
Chris Rodriguez Jr.,RB,Kentucky,,6-0,217,,,,,,,,-9999,4362619
Viliami Fehoko Jr.,DE,San Jose St.,,6-4,276,,,24.0,,,,,-9999,N/A
Will Anderson Jr.,EDGE,Alabama,College Stats,6-4,253,4.6,,,,,,Houston Texans / 1st / 3rd pick / 2023,AndeWi01,4685724
Earl Bostick Jr.,OT,Kansas,College Stats,6-6,309,5.05,31.0,,111.0,,,,BostEa00,N/A
Dontay Demus Jr.,WR,Maryland,College Stats,6-3,212,4.57,35.5,,123.0,,4.39,,DemuDo00,N/A
Emil Ekiyor Jr.,OG,Alabama,College Stats,6-3,314,,,,,,,,EkiyEm01,N/A
Paris Johnson Jr.,OT,Ohio St.,College Stats,6-6,313,,,,110.0,,,Arizona Cardinals / 1st / 6th pick / 2023,JohnPa03,N/A
Darrell Luter Jr.,CB,South Alabama,College Stats,6-0,189,4.46,40.5,,123.0,6.9,4.43,San Francisco 49ers / 5th / 155th pick / 2023,LuteDa00,4685978
Ivan Pace Jr.,LB,Cincinnati,College Stats,5-11,231,,,,,,,,PaceIv00,4430280
Joey Porter Jr.,CB,Penn St.,College Stats,6-3,193,4.46,35.0,17.0,129.0,,,Pittsburgh Steelers / 2nd / 32nd pick / 2023,PortJo02,4426506
Calijah Kancey,DT,Pittsburgh,College Stats,6-1,281,4.67,,,,,,Tampa Bay Buccaneers / 1st / 19th pick / 2023,KancCa00,4427673
Kyu Blu Kelly,CB,Stanford,College Stats,6-0,191,4.52,36.0,,131.0,,,,-9999,4427695
Dalton Kincaid,TE,Utah,College Stats,6-4,246,,,,,,,Buffalo Bills / 1st / 25th pick / 2023,KincDa00,4385690
Jaxson Kirkland,OG,Washington,College Stats,6-7,321,,,,,,,,KirkJa03,N/A
Malik Knowles,WR,Kansas St.,College Stats,6-2,196,,,,,,,,KnowMa00,N/A
Adam Korsak,P,Rutgers,College Stats,6-1,187,,,,,,,,KorsAd00,N/A
Tucker Kraft,TE,South Dakota St.,,6-5,254,4.69,34.0,23.0,122.0,7.08,4.29,Green Bay Packers / 3rd / 78th pick / 2023,KrafTu00,4572680
Zack Kuntz,TE,Old Dominion,,6-7,255,4.55,40.0,23.0,128.0,6.87,4.12,New York Jets / 7th / 220th pick / 2023,KuntZa00,N/A
Tyler Lacy,DE,Oklahoma St.,College Stats,6-4,279,5.11,28.5,30.0,116.0,7.6,,Jacksonville Jaguars / 4th / 130th pick / 2023,LacyTy00,4361861
Brent Laing,OG,Duluth/University of Minnesota,,6-4,304,,,,,,,,-9999,N/A
Isaiah Land,EDGE,Florida A&M,,6-4,236,4.62,34.5,21.0,126.0,7.2,4.56,,-9999,4574551
Matt Landers,WR,Arkansas,College Stats,6-4,200,4.37,37.0,,130.0,,,,-9999,N/A
Sam LaPorta,TE,Iowa,College Stats,6-3,245,4.59,35.0,,123.0,6.91,4.25,Detroit Lions / 2nd / 34th pick / 2023,LaPoSa01,4430027
Cameron Latu,TE,Alabama,College Stats,6-4,242,,,,,,,San Francisco 49ers / 3rd / 101st pick / 2023,LatuCa01,4372026
Eku Leota,EDGE,Auburn,,6-3,252,,,,,,,,-9999,4361272
Will Levis,QB,Kentucky,College Stats,6-4,229,,34.0,,124.0,,,Tennessee Titans / 2nd / 33rd pick / 2023,LeviWi00,4361418
Hunter Luepke,FB,North Dakota St.,,6-1,230,,,,,,,,-9999,4383396
Will Mallory,TE,Miami,College Stats,6-5,239,4.54,36.5,20.0,121.0,,,Indianapolis Colts / 5th / 162nd pick / 2023,MallWi00,4362523
Tashawn Manning,OG,Kentucky,College Stats,6-3,327,5.34,27.5,,102.0,7.9,4.8,,-9999,N/A
Jartavius Martin,DB,Illinois,College Stats,5-11,194,4.46,44.0,15.0,133.0,,,Washington Commanders / 2nd / 47th pick / 2023,MartJa04,N/A
Ochaun Mathis,EDGE,Nebraska,College Stats,6-5,250,4.74,33.5,21.0,118.0,,4.38,Los Angeles Rams / 6th / 189th pick / 2023,MathOc00,4362486
Cody Mauch,OT,North Dakota St.,,6-5,302,5.08,29.0,,108.0,7.33,4.55,,-9999,N/A
Michael Mayer,TE,Notre Dame,College Stats,6-5,249,4.7,32.5,,118.0,,,Las Vegas Raiders / 2nd / 35th pick / 2023,MayeMi00,4429086
DeWayne McBride,RB,Alabama-Birmingham,,5-10,209,,,,,,,,-9999,N/A
Warren McClendon,OT,Georgia,College Stats,6-4,306,,,,,,,Los Angeles Rams / 5th / 174th pick / 2023,McClWa00,N/A
Jordan McFadden,OG,Clemson,College Stats,6-2,303,4.99,28.5,,,7.7,4.81,Los Angeles Chargers / 5th / 156th pick / 2023,McFaJo00,N/A
Isaiah McGuire,DE,Missouri,College Stats,6-4,268,4.76,36.5,,122.0,7.39,,Cleveland Browns / 4th / 126th pick / 2023,McGuIs00,4427963
Kenny McIntosh,RB,Georgia,College Stats,6-0,204,4.62,,,,,,Seattle Seahawks / 7th / 237th pick / 2023,McInKe00,4427391
Tanner McKee,QB,Stanford,College Stats,6-6,231,,33.0,,114.0,7.22,4.41,Philadelphia Eagles / 6th / 188th pick / 2023,McKeTa01,4685201
Kaevon Merriweather,DB,Iowa,College Stats,6-0,205,4.62,35.5,,118.0,,,,MerrKa00,4360502
Kendre Miller,RB,TCU,College Stats,5-11,215,,,,,,,New Orleans Saints / 3rd / 71st pick / 2023,MillKe01,4599739
Ventrell Miller,LB,Florida,College Stats,6-0,232,,,,,,,Jacksonville Jaguars / 4th / 121st pick / 2023,MillVe00,4240610
Marvin Mims,WR,Oklahoma,College Stats,5-11,183,4.38,39.5,,129.0,6.9,,Denver Broncos / 2nd / 63rd pick / 2023,MimsMa00,4686472
Jonathan Mingo,WR,Mississippi,College Stats,6-2,220,4.46,39.5,22.0,129.0,,,Carolina Panthers / 2nd / 39th pick / 2023,MingJo00,4426485
Cameron Mitchell,CB,Northwestern,College Stats,5-11,191,4.47,35.0,15.0,,,,Cleveland Browns / 5th / 142nd pick / 2023,MitcCa01,4569607
Keaton Mitchell,RB,East Carolina,College Stats,5-8,179,4.37,38.0,,126.0,,,,MitcKe01,4596334
Jake Moody,K,Michigan,College Stats,6-1,209,,,,,,,San Francisco 49ers / 3rd / 99th pick / 2023,MoodJa00,4372066
Isaiah Moore,LB,North Carolina St.,College Stats,6-2,233,,,26.0,,,,,MoorIs00,N/A
Jalen Moreno-Cropper,WR,Fresno St.,,5-11,172,4.4,,,121.0,,,,-9999,N/A
Mike Morris,DE,Michigan,College Stats,6-5,275,4.95,28.5,22.0,110.0,,,Seattle Seahawks / 5th / 151st pick / 2023,MorrMi00,4572055
Wanya Morris,OT,Oklahoma,College Stats,6-5,307,5.1,28.5,,111.0,,,Kansas City Chiefs / 3rd / 92nd pick / 2023,MorrWa01,4570577
Riley Moss,CB,Iowa,College Stats,6-1,193,4.45,39.0,,127.0,,,Denver Broncos / 3rd / 83rd pick / 2023,MossRi00,4382401
Caleb Murphy,EDGE,Ferris St.,,6-3,254,4.81,28.5,,119.0,7.28,4.45,,-9999,4911489
Myles Murphy,EDGE,Clemson,College Stats,6-5,268,,,25.0,,,,Cincinnati Bengals / 1st / 28th pick / 2023,MurpMy00,4428985
