Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Jameel Cook,FB,Illinois,College Stats,5-10,226,4.8,29.5,17.0,108.0,7.55,4.38,Tampa Bay Buccaneers / 6th / 174th pick / 2001,CookJa00,2723
Chris Cooper,DE,Nebraska-Omaha,,6-5,272,4.95,35.5,24.0,114.0,7.12,4.21,Oakland Raiders / 6th / 184th pick / 2001,CoopCh20,2733
Jarrod Cooper,S,Kansas State,,6-0,222,4.45,41.5,,130.0,6.87,3.9,Carolina Panthers / 5th / 143rd pick / 2001,CoopJa20,2692
Dave Costa,OG,Wisconsin,,6-6,305,5.34,,17.0,,,,,CostDa20,N/A
Rodney Crayton,CB,Auburn,College Stats,5-8,178,4.6,35.5,13.0,118.0,7.25,4.4,,-9999,N/A
Rick Crowell,OLB,Colorado State,College Stats,6-3,242,5.03,31.5,19.0,109.0,7.54,4.35,Miami Dolphins / 6th / 188th pick / 2001,-9999,N/A
Corey Crume,RB,East. Kentucky,,5-11,225,4.76,37.0,15.0,115.0,7.36,4.32,,-9999,N/A
Alge Crumpler,TE,North Carolina,College Stats,6-2,266,4.76,34.0,22.0,112.0,7.38,4.43,Atlanta Falcons / 2nd / 35th pick / 2001,CrumAl00,2583
Will Cuthbert,OG,Alabama,,6-5,318,5.53,24.5,17.0,91.0,8.84,5.06,,-9999,N/A
Ronney Daniels,WR,Auburn,College Stats,6-1,212,4.61,34.5,,118.0,,,,-9999,N/A
Leonard Davis,OT,Texas,College Stats,6-6,370,5.32,28.0,33.0,97.0,8.72,5.18,Arizona Cardinals / 1st / 2nd pick / 2001,DaviLe21,2550
Ennis Davis,DT,USC,,6-4,302,5.1,27.5,23.0,99.0,7.98,4.87,New Orleans Saints / 7th / 221st pick / 2001,-9999,N/A
Rick DeMulling,OG,Idaho,,6-4,307,5.24,31.5,32.0,108.0,7.62,4.6,Indianapolis Colts / 7th / 220th pick / 2001,DeMuRi20,2769
Anthony Denman,ILB,Notre Dame,,6-1,239,4.76,,,,,,Jacksonville Jaguars / 7th / 213th pick / 2001,DenmAn20,2762
Ryan Diem,OT,Northern Illinois,,6-7,338,5.13,34.0,,102.0,7.5,4.46,Indianapolis Colts / 4th / 118th pick / 2001,DiemRy20,2667
Tony Dixon,S,Alabama,College Stats,6-1,213,4.63,37.0,17.0,117.0,7.38,,Dallas Cowboys / 2nd / 56th pick / 2001,DixoTo20,2604
Jason Doering,S,Wisconsin,College Stats,5-11,202,4.73,,,,7.07,4.12,Indianapolis Colts / 6th / 193rd pick / 2001,DoerJa20,2742
Char-Ron Dorsey,OT,Florida State,,6-6,348,5.99,,16.0,,,,Dallas Cowboys / 7th / 242nd pick / 2001,DorsCh20,N/A
Eric Downing,DT,Syracuse,,6-3,302,5.23,,27.0,,,,Kansas City Chiefs / 3rd / 75th pick / 2001,DownEr20,2623
Shawn Draper,OG,Alabama,College Stats,6-3,303,5.3,32.0,17.0,106.0,8.1,4.77,Miami Dolphins / 5th / 156th pick / 2001,-9999,N/A
Patrick Dyson,CB,Utah,College Stats,5-11,192,4.55,31.5,,114.0,,,,-9999,N/A
Andre Dyson,CB,Utah,College Stats,5-10,179,4.4,,,119.0,,,Tennessee Titans / 2nd / 60th pick / 2001,DysoAn20,2608
Nijrell Eason,CB,Arizona State,College Stats,6-1,201,4.59,34.5,19.0,119.0,,,,EasoNi21,N/A
Ron Edwards,DT,Texas A&M,,6-3,293,4.86,,,,,,Buffalo Bills / 3rd / 76th pick / 2001,EdwaRo20,2624
Heath Evans,FB,Auburn,College Stats,6-0,246,4.56,34.5,30.0,111.0,7.3,4.24,Seattle Seahawks / 3rd / 82nd pick / 2001,EvanHe00,2630
Mario Fatafehi,DT,Kansas State,,6-2,295,5.29,,,,,,Arizona Cardinals / 5th / 133rd pick / 2001,FataMa20,2682
Robert Ferguson,WR,Texas A&M,College Stats,6-1,205,4.48,36.5,,120.0,7.24,4.07,Green Bay Packers / 2nd / 41st pick / 2001,FergRo00,2589
Bill Ferrario,OG,Wisconsin,,6-2,314,5.3,,17.0,,,,Green Bay Packers / 4th / 105th pick / 2001,FerrBi20,N/A
Dauntae' Finger,TE,North Carolina,College Stats,6-4,262,5.09,33.5,15.0,103.0,7.95,4.59,Tampa Bay Buccaneers / 7th / 205th pick / 2001,-9999,N/A
Jamar Fletcher,CB,Wisconsin,College Stats,5-9,180,4.48,,,,,,Miami Dolphins / 1st / 26th pick / 2001,FletJa20,2574
Richmond Flowers,WR,Tenn-Chattanooga,,5-11,195,4.55,35.5,,114.0,6.98,3.96,,-9999,N/A
Kynan Forney,OG,Hawaii,,6-2,312,5.28,27.0,23.0,97.0,8.56,4.7,Atlanta Falcons / 7th / 219th pick / 2001,FornKy20,2768
Shawn Forte,S,Maryland,College Stats,6-1,204,4.54,,20.0,,,,,-9999,N/A
Curtis Fuller,S,TCU,College Stats,5-10,186,4.45,36.0,18.0,114.0,7.2,4.21,Seattle Seahawks / 4th / 127th pick / 2001,FullCu20,2676
Setema Gali,DE,BYU,,6-4,251,4.88,,,,,,,-9999,N/A
Mike Gandy,OG,Notre Dame,,6-4,305,5.2,30.5,,103.0,8.03,4.71,Chicago Bears / 3rd / 68th pick / 2001,GandMi20,2616
Rod Gardner,WR,Clemson,College Stats,6-2,219,4.48,,,,,,Washington Redskins / 1st / 15th pick / 2001,GardRo00,2563
Randy Garner,DE,Arkansas,,6-4,277,4.77,,,,,,Atlanta Falcons / 6th / 167th pick / 2001,-9999,N/A
Roberto Garza,C,Texas A&M-Kingsville,,6-2,303,5.0,32.5,37.0,114.0,7.71,4.53,Atlanta Falcons / 4th / 99th pick / 2001,GarzRo20,2648
Reggie Germany,WR,Ohio State,College Stats,6-1,183,4.39,,,,,,Buffalo Bills / 7th / 214th pick / 2001,GermRe00,2763
Derrick Gibson,S,Florida State,College Stats,6-2,218,4.45,,17.0,,,,Oakland Raiders / 1st / 28th pick / 2001,GibsDe21,2576
Jason Glenn,OLB,Texas A&M,College Stats,6-1,236,4.94,36.0,14.0,115.0,7.16,4.31,Detroit Lions / 6th / 173rd pick / 2001,GlenJa20,2722
Kenneth Grant,CB,Kentucky,,5-10,204,4.53,39.0,,115.0,7.15,4.34,,-9999,4894654
DeLawrence Grant,DE,Oregon State,College Stats,6-3,280,4.77,,,,,,Oakland Raiders / 3rd / 89th pick / 2001,GranDe20,2638
Javon Green,WR,Colorado,College Stats,6-1,211,4.73,35.5,,113.0,7.41,4.34,,-9999,N/A
Morlon Greenwood,OLB,Syracuse,,6-0,237,4.69,33.5,21.0,112.0,7.62,4.08,Miami Dolphins / 3rd / 88th pick / 2001,GreeMo20,2637
Shane Griggs,QB,Michigan,,6-4,199,4.83,,,,,,,-9999,N/A
Latef Grim,WR,Pittsburgh,College Stats,5-11,188,4.6,,,111.0,7.27,4.33,,-9999,N/A
Daniel Guy,WR,Jackson State,,6-2,211,4.61,38.5,,125.0,7.35,4.29,,-9999,N/A
Adam Haayer,OG,Minnesota,,6-6,298,5.3,,23.0,,,,Tennessee Titans / 6th / 199th pick / 2001,HaayAd20,N/A
Corey Hall,S,Appalachian State,,6-3,198,4.5,36.5,14.0,127.0,,,Atlanta Falcons / 7th / 215th pick / 2001,HallCo20,1818
Ben Hamilton,C,Minnesota,College Stats,6-5,303,5.26,33.5,17.0,106.0,7.62,4.62,Denver Broncos / 4th / 113th pick / 2001,HamiBe20,2662
Casey Hampton,DT,Texas,College Stats,6-1,314,5.25,,34.0,,,,Pittsburgh Steelers / 1st / 19th pick / 2001,HampCa00,2567
Antoine Harris,TE,Louisville,College Stats,6-3,260,4.93,,11.0,,,,,HarrAn98,9510
Nick Harris,P,California,College Stats,6-2,221,,,,,,,Denver Broncos / 4th / 120th pick / 2001,HarrNi20,4039016
Shaunard Harts,S,Boise State,College Stats,6-0,200,4.56,34.5,12.0,119.0,7.14,,Kansas City Chiefs / 7th / 212th pick / 2001,HartSh20,2761
Edgerton Hartwell,ILB,West. Illinois,,6-1,250,4.86,36.5,18.0,114.0,7.64,4.56,,-9999,2675
Tim Hasselbeck,QB,Boston Col.,College Stats,6-1,211,4.83,33.0,,113.0,7.27,4.4,,HassTi00,2635
Reggie Hayward,DE,Iowa State,,6-5,255,4.91,41.0,21.0,127.0,7.43,4.43,Denver Broncos / 3rd / 87th pick / 2001,HaywRe20,2636
Todd Heap,TE,Arizona State,College Stats,6-5,252,4.68,,,,,,Baltimore Ravens / 1st / 31st pick / 2001,HeapTo00,2579
Jamie Henderson,CB,Georgia,College Stats,6-1,202,4.48,40.5,10.0,125.0,6.9,4.12,New York Jets / 4th / 101st pick / 2001,HendJa20,2650
Anthony Henry,CB,South Florida,College Stats,6-1,198,4.6,41.0,15.0,126.0,6.9,4.2,Cleveland Browns / 4th / 97th pick / 2001,HenrAn20,2646
Travis Henry,RB,Tennessee,College Stats,5-9,223,4.61,,23.0,,,,Buffalo Bills / 2nd / 58th pick / 2001,HenrTr00,2606
Anthony Herron,DE,Iowa,,6-3,280,5.16,36.0,26.0,114.0,7.58,4.43,,HerrAn21,N/A
Josh Heupel,QB,Oklahoma,College Stats,6-2,215,4.85,37.5,,114.0,7.18,4.15,Miami Dolphins / 6th / 177th pick / 2001,-9999,N/A
Renaldo Hill,CB,Michigan State,College Stats,5-11,178,4.68,35.5,10.0,116.0,7.07,4.18,Arizona Cardinals / 7th / 202nd pick / 2001,HillRe20,2751
Russ Hochstein,OG,Nebraska,,6-3,300,5.4,26.5,16.0,95.0,7.85,4.69,Tampa Bay Buccaneers / 5th / 151st pick / 2001,HochRu20,2700
Sedrick Hodge,OLB,North Carolina,,6-4,244,4.49,32.0,21.0,120.0,,4.09,New Orleans Saints / 3rd / 70th pick / 2001,HodgSe20,2618
Paul Hogan,C,Alabama,,6-3,290,5.5,29.0,26.0,102.0,7.78,4.54,,-9999,N/A
Jabari Holloway,TE,Notre Dame,College Stats,6-2,253,4.91,38.5,20.0,113.0,7.14,4.4,New England Patriots / 4th / 119th pick / 2001,HollJa01,2668
Menson Holloway,DE,Texas-El Paso,,6-2,284,4.9,34.5,19.0,111.0,7.54,4.43,San Francisco 49ers / 6th / 191st pick / 2001,-9999,N/A
Rashad Holman,CB,Louisville,College Stats,5-11,186,4.58,42.0,6.0,129.0,7.09,3.85,San Francisco 49ers / 6th / 179th pick / 2001,HolmRa20,2728
Derek Homer,RB,Kentucky,College Stats,5-8,194,4.6,32.5,,113.0,7.24,4.3,,-9999,N/A
Margin Hooks,WR,BYU,College Stats,5-11,191,4.5,36.0,,116.0,7.08,4.18,,-9999,N/A
Willie Howard,DT,Stanford,College Stats,6-3,295,4.94,,23.0,,,,Minnesota Vikings / 2nd / 57th pick / 2001,HowaWi20,2605
John Howell,S,Colorado State,College Stats,6-0,204,4.64,37.0,14.0,121.0,6.87,4.12,Tampa Bay Buccaneers / 4th / 117th pick / 2001,HoweJo21,2666
Orlando Huff,OLB,Fresno State,College Stats,6-2,245,4.7,,16.0,,,,Seattle Seahawks / 4th / 104th pick / 2001,HuffOr20,2653
Steve Hutchinson,OG,Michigan,College Stats,6-5,315,5.15,33.5,31.0,106.0,,4.74,Seattle Seahawks / 1st / 17th pick / 2001,HutcSt00,2565
Khori Ivy,WR,West Virginia,College Stats,6-2,195,4.64,,,,,,,-9999,N/A
Arnold Jackson,WR,Louisville,College Stats,5-8,167,4.48,41.0,,127.0,7.42,4.11,,JackAr00,2862
James Jackson,RB,Miami (FL),College Stats,5-10,210,4.55,,,,,,Cleveland Browns / 3rd / 65th pick / 2001,JackJa00,2613
William James,CB,West. Illinois,,6-0,197,4.51,38.5,13.0,120.0,,,,-9999,2626
Cedric James,WR,TCU,College Stats,6-2,204,4.49,43.0,,134.0,,,Minnesota Vikings / 4th / 131st pick / 2001,JameCe00,2680
Michael Jameson,S,Texas A&M,College Stats,5-11,186,4.5,34.5,9.0,118.0,7.13,4.2,Cleveland Browns / 6th / 165th pick / 2001,JameMi20,2714
Ortege Jenkins,QB,Arizona,College Stats,6-1,234,4.82,34.5,,108.0,7.32,4.4,,-9999,N/A
Kris Jenkins,DT,Maryland,,6-5,318,5.19,31.0,33.0,108.0,7.85,4.4,Carolina Panthers / 2nd / 44th pick / 2001,JenkKr00,4432301
Jonas Jennings,OT,Georgia,,6-4,334,5.31,29.5,31.0,102.0,8.08,4.93,Buffalo Bills / 3rd / 95th pick / 2001,JennJo20,2644
Ligarius Jennings,CB,Tennessee State,,5-9,202,4.67,34.0,11.0,120.0,7.07,4.03,,JennLi20,3455
Sly Johnson,WR,Miami (OH),College Stats,5-9,181,4.61,35.5,,115.0,,,,-9999,N/A
Jevaris Johnson,TE,Georgia,College Stats,6-5,257,4.9,,,,,,,-9999,N/A
Chad Johnson,WR,Oregon State,College Stats,6-1,192,4.57,33.0,,108.0,7.51,4.14,Cincinnati Bengals / 2nd / 36th pick / 2001,JohnCh01,2584
Rudi Johnson,RB,Auburn,College Stats,5-10,227,4.57,37.5,24.0,119.0,7.32,4.22,Cincinnati Bengals / 4th / 100th pick / 2001,JohnRu00,2649
Kenyatta Jones,OT,South Florida,,6-3,308,5.01,,31.0,,,,New England Patriots / 4th / 96th pick / 2001,JoneKe22,N/A
Kevin Jordan,OG,Fresno State,,6-5,308,5.07,31.5,20.0,112.0,,4.95,,-9999,N/A
Lamont Jordan,RB,Maryland,College Stats,5-10,234,4.57,,24.0,,,,New York Jets / 2nd / 49th pick / 2001,JordLa00,2597
Bhawoh Jue,CB,Penn State,College Stats,6-0,199,4.54,34.5,,113.0,7.21,4.27,Green Bay Packers / 3rd / 71st pick / 2001,JuexBh20,2619
Kevin Kasper,WR,Iowa,College Stats,6-0,199,4.42,43.5,,126.0,6.56,3.73,Denver Broncos / 6th / 190th pick / 2001,KaspKe00,2739
Michael Keathley,OG,TCU,,6-4,308,5.24,32.5,28.0,,,,,KeatMi20,N/A
Rod Kelly,DE,Northeastern State,,6-5,254,4.93,28.5,20.0,114.0,7.93,4.55,,-9999,N/A
Eric Kelly,CB,Kentucky,College Stats,5-10,199,4.46,36.0,15.0,120.0,7.24,4.18,Minnesota Vikings / 3rd / 69th pick / 2001,KellEr20,2617
Robert Kilow,WR,Arkansas State,College Stats,5-10,171,4.44,,,,,,,-9999,N/A
Andre King,WR,Miami (FL),College Stats,6-0,199,4.61,,,,,,Cleveland Browns / 7th / 245th pick / 2001,KingAn00,2794
Dave Klemic,WR,Northeastern (MA),,5-11,188,4.37,36.5,,116.0,,,,-9999,N/A
Ross Kolodziej,DE,Wisconsin,College Stats,6-3,290,4.87,34.5,25.0,111.0,7.37,4.36,New York Giants / 7th / 230th pick / 2001,KoloRo20,2779
Justin Kurpeikis,DE,Penn State,College Stats,6-3,252,4.97,31.5,22.0,118.0,6.82,4.1,,KurpJu20,2900
George Layne,FB,TCU,College Stats,5-11,242,4.59,32.0,,115.0,7.08,4.19,Kansas City Chiefs / 4th / 108th pick / 2001,LaynGe00,2657
David Leaverton,P,Tennessee,College Stats,6-3,211,,,,,,,Jacksonville Jaguars / 5th / 142nd pick / 2001,-9999,N/A
Matt Lehr,OG,Virginia Tech,,6-2,290,5.28,31.5,28.0,111.0,7.59,4.44,Dallas Cowboys / 5th / 137th pick / 2001,LehrMa20,2686
Cleo Lemon,QB,Arkansas State,College Stats,6-2,226,4.87,35.5,,106.0,7.33,4.27,,LemoCl00,5051
Damione Lewis,DT,Miami (FL),,6-3,293,4.9,,22.0,,,,St. Louis Rams / 1st / 12th pick / 2001,LewiDa20,2560
Victor Leyva,OG,Arizona State,College Stats,6-3,313,5.33,30.0,37.0,105.0,8.0,4.73,Cincinnati Bengals / 5th / 135th pick / 2001,LeyvVi20,N/A
Matt Light,OT,Purdue,College Stats,6-5,311,5.29,,26.0,,7.84,4.49,New England Patriots / 2nd / 48th pick / 2001,LighMa20,2596
Alex Lincoln,ILB,Auburn,College Stats,6-0,251,4.77,35.0,22.0,111.0,,,San Francisco 49ers / 7th / 209th pick / 2001,-9999,N/A
DeAngelo Lloyd,DE,Tennessee,College Stats,6-5,264,4.88,,15.0,,,,,-9999,N/A
Arther Love,TE,South Carolina State,,6-4,236,4.75,36.0,24.0,,,,New England Patriots / 6th / 180th pick / 2001,-9999,N/A
Ken Lucas,CB,Mississippi,College Stats,6-0,200,4.45,,,,,,Seattle Seahawks / 2nd / 40th pick / 2001,LucaKe20,2588
LaShaun Mack,C,Norfolk State,,6-3,299,5.56,26.5,17.0,92.0,8.59,4.99,,-9999,N/A
Brandon Manumaleuna,TE,Arizona,College Stats,6-2,275,4.99,30.0,,106.0,7.49,4.26,St. Louis Rams / 4th / 129th pick / 2001,ManuBr00,2678
Torrance Marshall,ILB,Oklahoma,College Stats,6-2,249,4.7,,,,,,Green Bay Packers / 3rd / 72nd pick / 2001,MarsTo20,2620
David Martin,WR,Tennessee,College Stats,6-4,242,4.76,,,,,,Green Bay Packers / 6th / 198th pick / 2001,MartDa00,2747
Shaun Mason,OG,Michigan State,,6-5,302,5.49,,,,,,,-9999,N/A
Deuce McAllister,RB,Mississippi,College Stats,6-1,222,4.41,,,,,,New Orleans Saints / 1st / 23rd pick / 2001,McAlDe00,2571
Brent McCaffrey,OG,USC,,6-4,282,5.2,,,,,,,-9999,N/A
Justin McCareins,WR,Northern Illinois,College Stats,6-2,209,4.51,41.0,,129.0,7.06,3.99,Tennessee Titans / 4th / 124th pick / 2001,McCaJu00,2673
Dustin McClintock,FB,Alabama,College Stats,6-1,259,5.31,30.0,7.0,105.0,8.1,4.58,,-9999,N/A
Quentin McCord,WR,Kentucky,College Stats,5-10,191,4.48,36.5,,112.0,7.17,4.18,Atlanta Falcons / 7th / 236th pick / 2001,McCoQu00,2785
Marlon McCree,S,Kentucky,College Stats,5-11,197,4.62,38.0,10.0,117.0,7.36,4.1,Jacksonville Jaguars / 7th / 233rd pick / 2001,McCrMa20,2782
Jeff McCurley,C,Pittsburgh,,6-4,280,5.25,,,,,,,-9999,N/A
Kareem McKenzie,OT,Penn State,,6-6,328,5.33,33.0,20.0,104.0,7.87,4.8,New York Jets / 3rd / 79th pick / 2001,McKeKa20,2627
Mike McMahon,QB,Rutgers,College Stats,6-2,207,4.57,37.5,,124.0,7.12,4.12,Detroit Lions / 5th / 149th pick / 2001,McMaMi00,2698
Shad Meier,TE,Kansas State,College Stats,6-5,256,4.85,34.0,20.0,113.0,7.14,4.15,Tennessee Titans / 3rd / 90th pick / 2001,MeieSh00,2639
Willie Middlebrooks,CB,Minnesota,College Stats,6-2,200,4.5,,17.0,,,,Denver Broncos / 1st / 24th pick / 2001,MiddWi20,2572
