Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Rob Blanchflower,TE,Massachusetts,College Stats,6-4,256,4.82,,,,,,Pittsburgh Steelers / 7th / 230th pick / 2014,BlanRo01,N/A
Alfred Blue,RB,LSU,College Stats,6-2,223,4.63,32.0,13.0,121.0,7.15,4.5,Houston Texans / 6th / 181st pick / 2014,BlueAl00,16921
Russell Bodine,OG,North Carolina,College Stats,6-3,310,5.18,29.0,42.0,109.0,8.26,4.66,Cincinnati Bengals / 4th / 111th pick / 2014,BodiRu00,16876
Conor Boffeli,OG,Iowa,,6-4,298,5.3,25.0,21.0,101.0,7.44,4.61,,BoffCo00,N/A
Chris Borland,ILB,Wisconsin,College Stats,5-11,248,4.83,31.0,27.0,114.0,7.18,4.27,San Francisco 49ers / 3rd / 77th pick / 2014,BorlCh00,16748
Blake Bortles,QB,Central Florida,College Stats,6-5,232,4.93,32.5,,115.0,7.08,4.21,Jacksonville Jaguars / 1st / 3rd pick / 2014,BortBl00,16724
Tre Boston,S,North Carolina,College Stats,6-0,204,4.58,35.0,18.0,116.0,7.04,4.31,Carolina Panthers / 4th / 128th pick / 2014,BostTr00,16877
Chris Boswell,K,Rice,College Stats,6-2,185,4.93,,,,,,,BoswCh00,17372
Chris Boyd,WR,Vanderbilt,College Stats,6-4,206,4.73,,12.0,,,,,BoydCh00,N/A
Tajh Boyd,QB,Clemson,College Stats,6-1,222,4.84,30.5,,106.0,7.33,4.23,New York Jets / 6th / 213th pick / 2014,BoydTa00,N/A
Carl Bradford,OLB,Arizona State,College Stats,6-1,250,4.76,37.5,23.0,122.0,7.25,4.3,Green Bay Packers / 4th / 121st pick / 2014,BradCa01,16926
Bashaud Breeland,CB,Clemson,College Stats,5-11,197,4.62,34.5,11.0,123.0,7.04,4.33,Washington Redskins / 4th / 102nd pick / 2014,BreeBa00,16890
Teddy Bridgewater,QB,Louisville,College Stats,6-2,214,,30.0,,113.0,7.17,4.2,Minnesota Vikings / 1st / 32nd pick / 2014,BridTe00,16728
Justin Britt,OT,Missouri,College Stats,6-6,325,5.19,27.5,23.0,100.0,8.14,4.69,Seattle Seahawks / 2nd / 64th pick / 2014,BritJu00,16742
Jay Bromley,DT,Syracuse,College Stats,6-3,306,5.06,33.5,26.0,106.0,7.92,4.78,New York Giants / 3rd / 74th pick / 2014,BromJa00,16776
Terrence Brooks,S,Florida State,College Stats,5-11,198,4.42,38.0,10.0,119.0,7.35,,Baltimore Ravens / 3rd / 79th pick / 2014,BrooTe00,16768
Jonathan Brown,OLB,Illinois,College Stats,6-0,238,5.03,31.0,16.0,108.0,7.77,4.56,,BrowJo01,N/A
John Brown,WR,Pittsburg State,,5-10,179,4.34,36.5,,119.0,6.91,4.12,Arizona Cardinals / 3rd / 91st pick / 2014,BrowJo02,16804
Corey Brown,WR,Ohio State,College Stats,5-11,178,4.51,33.0,,116.0,7.16,4.22,,BrowPh00,17399
Preston Brown,ILB,Louisville,College Stats,6-1,251,4.86,33.0,23.0,116.0,6.98,4.26,Buffalo Bills / 3rd / 73rd pick / 2014,BrowPr00,16762
Martavis Bryant,WR,Clemson,College Stats,6-4,211,4.42,39.0,16.0,124.0,7.18,4.15,Pittsburgh Steelers / 4th / 118th pick / 2014,BryaMa00,16886
Deone Bucannon,S,Washington State,College Stats,6-1,211,4.49,36.5,19.0,125.0,6.96,4.26,Arizona Cardinals / 1st / 27th pick / 2014,BucaDe00,16723
Max Bullough,ILB,Michigan State,College Stats,6-3,249,4.78,31.0,30.0,112.0,7.22,4.3,,BullMa00,17387
Isaiah Burse,WR,Fresno State,College Stats,5-10,188,4.58,31.0,16.0,115.0,6.74,3.94,,BursIs01,16972
Trey Burton,WR,Florida,College Stats,6-2,224,4.62,30.0,,112.0,7.14,4.32,,BurtTr01,16974
Michael Campanaro,WR,Wake Forest,College Stats,5-9,192,4.46,39.0,20.0,122.0,6.77,4.01,Baltimore Ravens / 7th / 218th pick / 2014,CampMi02,16832
Ka'Deem Carey,RB,Arizona,College Stats,5-9,207,4.69,32.5,19.0,115.0,7.08,4.38,Chicago Bears / 4th / 117th pick / 2014,CareKa00,16942
Derek Carr,QB,Fresno State,College Stats,6-2,214,4.69,34.5,,110.0,,4.2,Oakland Raiders / 2nd / 36th pick / 2014,CarrDe02,16757
Ryan Carrethers,DT,Arkansas State,College Stats,6-1,337,5.47,26.0,32.0,88.0,7.89,4.6,San Diego Chargers / 5th / 165th pick / 2014,CarrRy00,16851
Travis Carrie,CB,Ohio,College Stats,6-0,206,4.49,,17.0,,,,Oakland Raiders / 7th / 219th pick / 2014,CarrTr00,N/A
Steven Clark,P,Auburn,College Stats,6-5,231,5.18,,,,,,,ClarSt00,N/A
Will Clarke,DE,West Virginia,College Stats,6-6,271,4.77,32.0,22.0,112.0,7.26,4.57,Cincinnati Bengals / 3rd / 88th pick / 2014,ClarWi00,16758
Ha Ha Clinton-Dix,S,Alabama,College Stats,6-1,208,4.58,33.0,11.0,119.0,7.16,4.16,Green Bay Packers / 1st / 21st pick / 2014,ClinHa00,16735
Jadeveon Clowney,DE,South Carolina,College Stats,6-5,266,4.53,37.5,21.0,124.0,7.27,4.43,Houston Texans / 1st / 1st pick / 2014,ClowJa00,16734
Ross Cockrell,CB,Duke,College Stats,6-0,191,4.56,36.5,10.0,122.0,7.28,4.32,Buffalo Bills / 4th / 109th pick / 2014,CockRo00,16843
Brandon Coleman,WR,Rutgers,College Stats,6-6,225,4.56,32.5,21.0,,7.33,4.51,,ColeBr00,17127
Deandre Coleman,DT,California,College Stats,6-5,314,5.12,,24.0,,,,,ColeDe01,17128
Kain Colter,WR,Northwestern,College Stats,5-10,198,4.71,,,,,,,ColtKa00,N/A
Aaron Colvin,CB,Oklahoma,College Stats,5-11,177,4.51,,,,,,Jacksonville Jaguars / 4th / 114th pick / 2014,ColvAa00,16900
Brandin Cooks,WR,Oregon State,College Stats,5-10,189,4.33,36.0,16.0,120.0,6.76,3.81,New Orleans Saints / 1st / 20th pick / 2014,CookBr00,16731
Damian Copeland,WR,Louisville,College Stats,5-11,184,4.5,40.0,12.0,120.0,6.53,3.9,,CopeDa00,N/A
J.C. Copeland,FB,LSU,College Stats,5-11,271,4.95,28.5,23.0,111.0,7.68,4.58,,CopeJ.00,N/A
Tim Cornett,RB,UNLV,College Stats,6-0,209,4.48,34.5,,125.0,7.01,4.26,,CornTi00,N/A
Scott Crichton,DE,Oregon State,College Stats,6-3,273,4.84,31.5,24.0,108.0,7.19,4.29,Minnesota Vikings / 3rd / 72nd pick / 2014,CricSc00,16780
Isaiah Crowell,RB,Arkansas,,5-11,224,4.57,38.0,23.0,117.0,,,,CrowIs00,17133
Chris Davis,CB,Auburn,College Stats,5-10,202,4.54,,15.0,,,,,DaviCh05,16987
Mike Davis,WR,Texas,College Stats,6-0,197,4.52,,10.0,,,,,DaviMi00,3025433
A.D. Denham,TE,Kansas,,6-4,235,4.69,32.5,,,,,,-9999,N/A
Darqueze Dennard,CB,Michigan State,College Stats,5-11,199,4.52,,15.0,,,,Cincinnati Bengals / 1st / 24th pick / 2014,DennDa00,16718
Pierre Desir,CB,Lindenwood,,6-1,198,4.59,35.0,11.0,133.0,6.86,4.3,Cleveland Browns / 4th / 127th pick / 2014,DesiPi00,16948
Ahmad Dixon,S,Baylor,College Stats,6-0,212,4.64,32.0,14.0,111.0,7.55,4.5,Dallas Cowboys / 7th / 248th pick / 2014,DixoAh00,16895
Brandon Dixon,CB,Northwest Missouri State,,5-11,203,4.41,32.5,17.0,117.0,7.15,4.27,New York Jets / 6th / 195th pick / 2014,DixoBr00,16957
Aaron Donald,DT,Pittsburgh,College Stats,6-1,285,4.68,32.0,35.0,116.0,7.11,4.39,St. Louis Rams / 1st / 13th pick / 2014,DonaAa00,16716
Jonathan Dowling,S,Western Kentucky,College Stats,6-3,190,4.52,33.5,8.0,118.0,7.04,4.24,Oakland Raiders / 7th / 247th pick / 2014,DowlJo00,16918
Dakota Dozier,OG,Furman,,6-4,313,5.42,24.0,23.0,101.0,8.14,4.89,New York Jets / 4th / 137th pick / 2014,DoziDa00,16861
Joe Don Duncan,TE,Dixie State,,6-3,268,4.79,,35.0,,,,,-9999,N/A
Kony Ealy,DE,Missouri,College Stats,6-4,273,4.92,31.0,22.0,114.0,6.83,4.45,Carolina Panthers / 2nd / 60th pick / 2014,EalyKo00,16773
Dominique Easley,DT,Florida,College Stats,6-2,288,4.93,,26.0,,,,New England Patriots / 1st / 29th pick / 2014,EaslDo00,16721
Eric Ebron,TE,North Carolina,College Stats,6-4,250,4.6,32.0,24.0,120.0,,,Detroit Lions / 1st / 10th pick / 2014,EbroEr00,16732
Kasim Edebali,OLB,Boston Col.,College Stats,6-2,253,4.79,34.5,19.0,115.0,7.2,4.35,,EdebKa00,17141
Kadeem Edwards,OG,Tennessee State,,6-4,313,5.25,27.0,26.0,99.0,7.95,4.82,Tampa Bay Buccaneers / 5th / 143rd pick / 2014,EdwaKa00,N/A
Bruce Ellington,WR,South Carolina,College Stats,5-9,197,4.45,39.5,15.0,120.0,6.69,3.95,San Francisco 49ers / 4th / 106th pick / 2014,ElliBr00,16946
Justin Ellis,DT,Louisiana Tech,College Stats,6-1,334,5.27,28.0,25.0,92.0,7.81,4.75,Oakland Raiders / 4th / 107th pick / 2014,ElliJu01,16857
I.K. Enemkpali,DE,Louisiana Tech,College Stats,6-1,261,4.86,34.0,28.0,112.0,7.67,4.65,New York Jets / 6th / 210th pick / 2014,EnemIK00,16858
Quincy Enunwa,WR,Nebraska,College Stats,6-2,225,4.41,,19.0,,,,New York Jets / 6th / 209th pick / 2014,EnunQu00,16899
Mike Evans,WR,Texas A&M,College Stats,6-5,231,4.53,37.0,12.0,,7.08,4.26,Tampa Bay Buccaneers / 1st / 7th pick / 2014,EvanMi00,16737
Shaquelle Evans,WR,UCLA,College Stats,6-1,213,4.51,34.5,13.0,122.0,7.07,4.21,New York Jets / 4th / 115th pick / 2014,EvanSh00,N/A
Antone Exum,CB,Virginia Tech,College Stats,6-0,213,4.59,35.0,17.0,117.0,7.05,4.13,Minnesota Vikings / 6th / 182nd pick / 2014,ExumAn00,16833
David Fales,QB,San Jose State,College Stats,6-2,212,4.99,28.0,,103.0,7.55,4.5,Chicago Bears / 6th / 183rd pick / 2014,FaleDa00,16821
Matt Feiler,OT,Bloomsburg,,6-6,330,5.37,26.5,36.0,103.0,8.13,4.86,,FeilMa00,N/A
Anthony Fera,K,Texas,College Stats,6-1,211,4.85,,,,,,,-9999,N/A
Ego Ferguson,DT,LSU,College Stats,6-3,315,4.98,,24.0,,,,Chicago Bears / 2nd / 51st pick / 2014,FergEg00,16778
C.J. Fiedorowicz,TE,Iowa,College Stats,6-5,265,4.76,31.5,25.0,116.0,7.1,4.26,Houston Texans / 3rd / 65th pick / 2014,FiedC.00,16766
Tim Flanders,RB,SMU,,5-9,207,4.75,32.0,20.0,113.0,7.07,,,-9999,N/A
Cameron Fleming,OT,Stanford,College Stats,6-5,323,5.28,23.5,26.0,97.0,8.24,5.0,New England Patriots / 4th / 140th pick / 2014,FlemCa00,N/A
David Fluellen,RB,Toledo,College Stats,5-11,224,4.72,36.5,,120.0,6.9,,,FlueDa00,16994
Dee Ford,DE,Auburn,College Stats,6-2,252,,,,,,,Kansas City Chiefs / 1st / 23rd pick / 2014,FordDe00,16707
Khairi Fortt,OLB,California,College Stats,6-2,248,4.7,36.0,30.0,120.0,,,New Orleans Saints / 4th / 126th pick / 2014,FortKh00,16909
Bennie Fowler,WR,Michigan State,College Stats,6-1,217,4.52,36.0,,126.0,7.06,4.18,,FowlBe00,16995
Austin Franklin,WR,New Mexico State,College Stats,5-11,189,4.56,36.0,7.0,124.0,7.07,4.33,,FranAu00,N/A
Devonta Freeman,RB,Florida State,College Stats,5-8,206,4.58,31.5,,118.0,7.11,4.26,Atlanta Falcons / 4th / 103rd pick / 2014,FreeDe00,16944
Kyle Fuller,CB,Virginia Tech,College Stats,6-0,190,4.49,38.5,12.0,128.0,6.9,4.19,Chicago Bears / 1st / 14th pick / 2014,FullKy00,16715
Zach Fulton,OG,Tennessee,College Stats,6-5,316,5.16,24.5,25.0,98.0,7.87,5.16,Kansas City Chiefs / 6th / 193rd pick / 2014,FultZa00,16923
Tyler Gaffney,RB,Stanford,College Stats,5-11,220,4.49,36.5,,116.0,6.78,4.18,Carolina Panthers / 6th / 204th pick / 2014,GaffTy00,N/A
E.J. Gaines,CB,Missouri,College Stats,5-10,190,4.44,,15.0,,,,St. Louis Rams / 6th / 188th pick / 2014,GainE.00,16898
Phillip Gaines,CB,Rice,College Stats,6-0,193,4.38,36.5,11.0,122.0,6.62,4.04,Kansas City Chiefs / 3rd / 87th pick / 2014,GainPh00,16750
Jeremy Gallon,WR,Michigan,College Stats,5-7,185,4.49,,15.0,,,,New England Patriots / 7th / 244th pick / 2014,GallJe00,N/A
Jimmy Garoppolo,QB,East. Illinois,,6-2,226,4.97,30.5,,110.0,7.04,4.26,New England Patriots / 2nd / 62nd pick / 2014,GaroJi00,16760
James Gayle,DE,Virginia Tech,College Stats,6-4,259,4.7,37.0,26.0,122.0,7.19,4.27,,GaylJa00,N/A
Jeremiah George,ILB,Iowa State,College Stats,5-11,234,4.91,33.0,28.0,116.0,,,New York Jets / 5th / 154th pick / 2014,GeorJe01,16897
Justin Gilbert,CB,Oklahoma State,College Stats,6-0,202,4.37,35.5,20.0,126.0,6.92,,Cleveland Browns / 1st / 8th pick / 2014,GilbJu00,16714
Crockett Gillmore,TE,Colorado State,College Stats,6-6,260,4.89,33.5,,120.0,7.42,4.44,Baltimore Ravens / 3rd / 99th pick / 2014,GillCr00,16775
Demetri Goodson,CB,Baylor,College Stats,5-11,194,4.52,37.0,11.0,123.0,6.8,4.34,Green Bay Packers / 6th / 197th pick / 2014,GoodDe00,16949
Ryan Grant,WR,Tulane,College Stats,6-0,199,4.64,35.5,8.0,119.0,6.68,4.11,Washington Redskins / 5th / 142nd pick / 2014,GranRy01,16845
Marion Grice,RB,Arizona State,College Stats,6-0,208,4.67,,,,,,San Diego Chargers / 6th / 201st pick / 2014,GricMa00,16956
Xavier Grimble,TE,USC,College Stats,6-4,257,4.76,26.5,,113.0,,,,GrimXa00,17348
Ryan Groy,OG,Wisconsin,College Stats,6-5,316,5.19,26.5,26.0,108.0,7.49,4.47,,GroyRy00,17063
Ra'Shede Hageman,DT,Minnesota,College Stats,6-6,310,4.92,35.5,32.0,114.0,7.87,4.5,Atlanta Falcons / 2nd / 37th pick / 2014,HageRa00,16744
Andre Hal,CB,Vanderbilt,College Stats,5-10,188,4.5,35.5,15.0,119.0,7.14,4.27,Houston Texans / 7th / 216th pick / 2014,HalxAn00,17467
Jon Halapio,OG,Florida,College Stats,6-3,323,5.34,21.5,,100.0,8.26,4.83,New England Patriots / 6th / 179th pick / 2014,HalaJo00,16842
Victor Hampton,CB,South Carolina,College Stats,5-9,197,4.69,33.5,20.0,118.0,7.01,4.2,,HampVi00,N/A
Jonotthan Harrison,C,Florida,College Stats,6-3,304,5.15,27.0,27.0,113.0,7.97,4.86,,HarrJo03,17066
Taylor Hart,DE,Oregon,College Stats,6-6,281,4.92,,21.0,,,,Philadelphia Eagles / 5th / 141st pick / 2014,HartTa00,16865
Matt Hazel,WR,Coastal Carolina,,6-1,198,4.5,36.5,15.0,118.0,7.08,4.2,Miami Dolphins / 6th / 190th pick / 2014,HazeMa01,16870
Marcus Heit,LS,Kansas State,,6-3,258,4.91,29.0,,115.0,,,,-9999,N/A
Seantrel Henderson,OT,Miami (FL),College Stats,6-7,331,5.04,24.0,,95.0,8.15,4.77,Buffalo Bills / 7th / 237th pick / 2014,HendSe00,16892
Robert Herron,WR,Wyoming,College Stats,5-9,193,4.48,35.5,18.0,125.0,6.84,4.27,Tampa Bay Buccaneers / 6th / 185th pick / 2014,HerrRo00,16903
Ryan Hewitt,FB,Stanford,College Stats,6-4,246,4.87,33.0,,109.0,7.04,4.35,,HewiRy00,17169
Jeremy Hill,RB,LSU,College Stats,6-1,233,4.56,29.0,20.0,113.0,,,Cincinnati Bengals / 2nd / 55th pick / 2014,HillJe01,16803
Anthony Hitchens,OLB,Iowa,College Stats,6-0,240,4.74,31.5,23.0,116.0,7.15,4.45,Dallas Cowboys / 4th / 119th pick / 2014,HitcAn00,16883
Zach Hocker,K,Arkansas,College Stats,6-0,189,4.9,,,,,,Washington Redskins / 7th / 228th pick / 2014,HockZa00,16916
Cody Hoffman,WR,BYU,College Stats,6-4,223,4.65,27.5,13.0,108.0,6.89,4.2,,HoffCo00,N/A
Tom Hornsey,P,Memphis,College Stats,6-3,221,5.05,,,,,,,HornTo01,N/A
Adrian Hubbard,OLB,Alabama,College Stats,6-6,257,4.69,38.5,,117.0,,,,HubbAd00,N/A
Josh Huff,WR,Oregon,College Stats,5-11,206,4.51,35.5,14.0,116.0,,,Philadelphia Eagles / 3rd / 86th pick / 2014,HuffJo00,16779
Marqueston Huff,S,Wyoming,College Stats,5-11,196,4.49,35.5,15.0,118.0,7.26,4.19,Tennessee Titans / 4th / 122nd pick / 2014,HuffMa00,16904
Allen Hurns,WR,Miami (FL),College Stats,6-1,198,4.55,31.0,14.0,120.0,7.23,4.5,,HurnAl01,17177
James Hurst,OT,North Carolina,College Stats,6-5,296,5.59,,,,,,,HursJa00,17178
Carlos Hyde,RB,Ohio State,College Stats,6-0,230,4.62,34.5,19.0,114.0,,,San Francisco 49ers / 2nd / 57th pick / 2014,HydeCa00,16777
Kerry Hyder,DT,Texas Tech,College Stats,6-2,290,5.1,29.5,20.0,108.0,7.23,4.33,,HydeKe01,17068
Louis Nix III,DT,Notre Dame,College Stats,6-2,331,5.32,25.5,,97.0,8.29,4.94,Houston Texans / 3rd / 83rd pick / 2014,NixILo00,N/A
Gabe Ikard,C,Oklahoma,College Stats,6-4,304,5.13,26.0,22.0,103.0,7.3,4.37,,IkarGa00,N/A
Andrew Jackson,ILB,Western Kentucky,College Stats,6-1,254,4.9,,,,,,Indianapolis Colts / 6th / 203rd pick / 2014,JackAn02,16931
Bennett Jackson,CB,Notre Dame,College Stats,6-0,195,4.51,38.0,13.0,128.0,6.75,4.0,New York Giants / 6th / 187th pick / 2014,JackBe00,N/A
Gabe Jackson,OG,Mississippi State,College Stats,6-3,336,5.34,29.0,30.0,108.0,8.25,4.78,Oakland Raiders / 3rd / 81st pick / 2014,JackGa00,16753
Nic Jacobs,TE,McNeese State,,6-5,269,4.89,,15.0,,,,,JacoNi00,17181
Ja'Wuan James,OT,Tennessee,College Stats,6-6,311,5.26,29.0,22.0,103.0,7.42,4.56,Miami Dolphins / 1st / 19th pick / 2014,JameJa01,16722
Kendall James,CB,Maine,,5-10,180,4.44,39.0,9.0,,6.81,4.19,Minnesota Vikings / 6th / 184th pick / 2014,JameKe00,N/A
Jeff Janis,WR,Saginaw Valley State,,6-3,219,4.42,37.5,20.0,123.0,6.64,3.98,Green Bay Packers / 7th / 236th pick / 2014,JaniJe00,16960
Stanley Jean-Baptiste,CB,Nebraska,College Stats,6-3,218,4.61,41.5,13.0,128.0,,4.33,New Orleans Saints / 2nd / 58th pick / 2014,JeanSt00,16774
Jackson Jeffcoat,DE,Texas,College Stats,6-3,247,4.63,36.0,18.0,123.0,6.97,4.18,,JeffJa00,17008
Marcel Jensen,TE,Fresno State,College Stats,6-6,259,4.85,35.0,24.0,115.0,7.38,4.6,,JensMa01,17183
Timmy Jernigan,DT,Florida State,College Stats,6-2,299,5.06,29.5,27.0,102.0,,4.83,Baltimore Ravens / 2nd / 48th pick / 2014,JernTi00,16785
Anthony Johnson,DT,LSU,College Stats,6-2,308,5.24,24.5,20.0,102.0,7.93,4.83,,JohnAn04,17184
Dontae Johnson,CB,North Carolina State,College Stats,6-2,200,4.41,38.5,12.0,124.0,6.82,4.24,San Francisco 49ers / 4th / 129th pick / 2014,JohnDo02,16893
Storm Johnson,RB,Central Florida,College Stats,6-0,209,4.6,35.5,16.0,118.0,,,Jacksonville Jaguars / 7th / 222nd pick / 2014,JohnSt03,16884
Wesley Johnson,C,Vanderbilt,College Stats,6-5,297,5.11,29.0,26.0,111.0,7.4,4.64,Pittsburgh Steelers / 5th / 173rd pick / 2014,JohnWe00,16846
Christian Jones,OLB,Florida State,College Stats,6-3,240,4.68,33.5,,115.0,,,,JoneCh05,17070
DaQuan Jones,DT,Penn State,College Stats,6-4,322,5.35,27.5,25.0,101.0,7.73,4.78,Tennessee Titans / 4th / 112th pick / 2014,JoneDa04,16910
Howard Jones,OLB,Shepherd,,6-2,235,4.6,40.5,21.0,124.0,7.16,4.41,,JoneHo01,17009
T.J. Jones,WR,Notre Dame,College Stats,6-0,188,4.46,33.0,,119.0,6.82,4.27,Detroit Lions / 6th / 189th pick / 2014,JoneT.00,16880
Reggie Jordan,FB,Missouri Western State,,6-3,240,4.77,30.0,24.0,116.0,7.22,4.3,,JordRe00,N/A
Henry Josey,RB,Missouri,College Stats,5-8,194,4.43,34.5,20.0,118.0,7.07,4.13,,JoseHe00,N/A
Lamarcus Joyner,CB,Florida State,College Stats,5-8,184,4.55,37.5,14.0,124.0,7.26,4.4,St. Louis Rams / 2nd / 41st pick / 2014,JoynLa00,16769
Odell Beckham Jr.,WR,LSU,College Stats,5-11,198,4.38,38.5,7.0,122.0,6.69,3.94,New York Giants / 1st / 12th pick / 2014,BeckOd00,16733
James Wilder Jr.,RB,Florida State,College Stats,6-3,232,4.65,35.0,18.0,121.0,6.92,4.24,,WildJa01,N/A
Devon Kennard,OLB,USC,College Stats,6-3,249,4.7,30.0,23.0,113.0,7.25,4.32,New York Giants / 5th / 174th pick / 2014,KennDe00,16820
Zach Kerr,DT,Tennessee,,6-1,326,5.06,28.5,28.0,99.0,7.93,4.71,,KerrZa00,17071
Christian Kirksey,OLB,Iowa,College Stats,6-2,233,4.72,32.0,16.0,122.0,,,Cleveland Browns / 3rd / 71st pick / 2014,KirkCh00,16767
Cyrus Kouandjio,OT,Alabama,College Stats,6-7,322,5.59,27.5,21.0,96.0,7.71,4.84,Buffalo Bills / 2nd / 44th pick / 2014,KouaCy00,16796
Kenny Ladler,S,Vanderbilt,College Stats,6-0,207,4.7,36.5,24.0,127.0,,,,LadlKe00,17317
Jarvis Landry,WR,LSU,College Stats,5-11,205,4.65,28.5,12.0,110.0,,,Miami Dolphins / 2nd / 63rd pick / 2014,LandJa00,16790
Tyler Larsen,C,Utah State,,6-4,313,5.17,23.5,36.0,102.0,8.22,4.7,,LarsTy00,17196
Cody Latimer,WR,Indiana,College Stats,6-2,215,4.52,,23.0,,,,Denver Broncos / 2nd / 56th pick / 2014,LatiCo00,16793
Demarcus Lawrence,DE,Boise State,College Stats,6-3,251,4.8,34.5,20.0,113.0,7.46,4.31,Dallas Cowboys / 2nd / 34th pick / 2014,LawrDe00,16802
Nevin Lawson,CB,Utah State,College Stats,5-9,190,4.48,33.0,16.0,120.0,7.12,4.4,Detroit Lions / 4th / 133rd pick / 2014,LawsNe00,16929
Marqise Lee,WR,USC,College Stats,6-0,192,4.52,38.0,,127.0,,4.01,Jacksonville Jaguars / 2nd / 39th pick / 2014,LeexMa00,16787
Charles Leno,OG,Boise State,College Stats,6-4,303,5.25,29.0,21.0,108.0,7.57,4.4,Chicago Bears / 7th / 246th pick / 2014,LenoCh00,16848
A.C. Leonard,TE,Tennessee State,,6-2,252,4.5,34.0,20.0,128.0,,,,-9999,N/A
Richie Leone,P,Houston,College Stats,6-3,211,5.1,,,,,,,LeonRi01,N/A
Taylor Lewan,OT,Michigan,College Stats,6-7,309,4.87,30.5,29.0,117.0,7.39,4.49,Tennessee Titans / 1st / 11th pick / 2014,LewaTa00,16708
Isaiah Lewis,S,Michigan State,College Stats,5-10,211,4.6,36.5,15.0,122.0,7.05,4.47,,LewiIs00,N/A
Brandon Linder,OG,Miami (FL),College Stats,6-6,311,5.35,26.5,30.0,100.0,,,Jacksonville Jaguars / 3rd / 93rd pick / 2014,LindBr00,16770
Corey Linsley,C,Ohio State,College Stats,6-3,296,5.24,27.0,36.0,,,,Green Bay Packers / 5th / 161st pick / 2014,LinsCo00,16864
Boseko Lokombo,OLB,Oregon,College Stats,6-2,225,4.66,,,122.0,7.15,4.3,,LokoBo01,N/A
Spencer Long,OG,Nebraska,College Stats,6-5,320,5.16,,,,,,Washington Redskins / 3rd / 78th pick / 2014,LongSp00,16743
Craig Loston,S,LSU,College Stats,6-1,217,4.65,32.5,12.0,119.0,7.15,4.35,,LostCr00,17201
Cornelius Lucas,OT,Kansas State,,6-8,316,5.29,,,,,,,LucaCo01,17202
Marcus Lucas,WR,Missouri,College Stats,6-4,218,4.6,36.0,20.0,124.0,7.07,4.25,,LucaMa01,N/A
