Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Ra'Mello Dotson,CB,Kansas,College Stats,6-1,192,4.59,34.5,,123.0,,,,DotsMe00,N/A
Ethan Downs,EDGE,Oklahoma,College Stats,6-4,269,4.69,34.0,32.0,119.0,7.58,4.59,,DownEt00,4431534
Jamon Dumas-Johnson,LB,Kentucky,College Stats,6-1,238,,,,,,,,DumaJa00,N/A
Power Echols,LB,North Carolina,College Stats,5-11,237,4.73,37.0,,115.0,7.6,4.56,,EchoPo00,N/A
Donovan Edwards,RB,Michigan,College Stats,5-11,205,4.44,38.5,23.0,,,,,EdwaDo01,N/A
Emeka Egbuka,WR,Ohio St.,College Stats,6-1,202,,,,,,,Tampa Bay Buccaneers / 1st / 19th pick / 2025,EgbuEm01,4567750
Nick Emmanwori,SAF,South Carolina,College Stats,6-3,220,4.38,43.0,20.0,138.0,,,Seattle Seahawks / 2nd / 35th pick / 2025,EmmaNi00,4869523
Aireontae Ersery,OT,Minnesota,College Stats,6-6,331,5.01,29.5,,111.0,7.81,4.82,Houston Texans / 2nd / 48th pick / 2025,ErseAi00,N/A
Trevor Etienne,RB,Georgia,College Stats,5-9,198,4.42,35.0,15.0,124.0,,,Carolina Panthers / 4th / 114th pick / 2025,EtieTr01,4685350
Mitchell Evans,TE,Notre Dame,College Stats,6-5,258,4.74,31.0,,115.0,7.25,4.4,Carolina Panthers / 5th / 163rd pick / 2025,EvanMi01,4683243
Quinn Ewers,QB,Texas,College Stats,6-2,214,,,,,,,Miami Dolphins / 7th / 231st pick / 2025,EwerQu00,4889929
Donovan Ezeiruaku,EDGE,Boston Col.,College Stats,6-3,248,,35.5,22.0,119.0,6.94,4.19,Dallas Cowboys / 2nd / 44th pick / 2025,EzeiDo00,4683848
Dylan Fairchild,G,Georgia,College Stats,6-5,318,,27.5,,111.0,,,Cincinnati Bengals / 3rd / 81st pick / 2025,FairDy00,N/A
Joshua Farmer,DT,Florida St.,College Stats,6-3,305,5.11,29.0,26.0,112.0,,,New England Patriots / 4th / 137th pick / 2025,FarmJo00,4611993
Da'Quan Felton,WR,Virginia Tech,College Stats,6-5,213,4.5,32.5,16.0,122.0,7.1,4.3,,FeltDa00,N/A
Tai Felton,WR,Maryland,College Stats,6-1,183,4.37,39.5,,130.0,,,Minnesota Vikings / 3rd / 102nd pick / 2025,FeltTa00,4565185
Terrance Ferguson,TE,Oregon,College Stats,6-5,247,4.63,39.0,,122.0,,,Los Angeles Rams / 2nd / 46th pick / 2025,FergTe00,4570037
Ryan Fitzgerald,K,Florida St.,College Stats,5-11,193,,,,,,,,FitzRy01,4568263
O'Donnell Fortune,CB,South Carolina,College Stats,6-1,185,,32.5,,117.0,,,,FortOD00,N/A
Zah Frazier,CB,Texas-San Antonio,College Stats,6-3,186,4.36,36.5,,126.0,7.0,4.26,,-9999,N/A
Miles Frazier,G,LSU,College Stats,6-6,317,5.24,31.0,,108.0,,,Detroit Lions / 5th / 171st pick / 2025,FrazMi00,N/A
Dillon Gabriel,QB,Oregon,College Stats,5-11,205,,,,,,,Cleveland Browns / 3rd / 94th pick / 2025,GabrDi00,4427238
Jacolby George,WR,Miami,College Stats,5-11,172,,32.5,,120.0,6.77,,,GeorJa00,N/A
DJ Giddens,RB,Kansas St.,College Stats,6-0,212,4.43,39.5,,130.0,,4.33,Indianapolis Colts / 5th / 151st pick / 2025,GiddDJ00,4874509
Ashton Gillotte,EDGE,Louisville,College Stats,6-3,264,,36.5,24.0,120.0,,,Kansas City Chiefs / 3rd / 66th pick / 2025,GillAs00,4684432
Matthew Golden,WR,Texas,College Stats,5-11,191,4.29,,,,,,Green Bay Packers / 1st / 23rd pick / 2025,GoldMa02,4701936
Mason Graham,DT,Michigan,College Stats,6-4,296,,,24.0,,,,Cleveland Browns / 1st / 5th pick / 2025,GrahMa00,4873232
Charles Grant,OT,William & Mary,,6-5,311,,,,,,,Las Vegas Raiders / 3rd / 99th pick / 2025,GranCh00,N/A
Kenneth Grant,DT,Michigan,College Stats,6-4,331,,,22.0,,,,Miami Dolphins / 1st / 13th pick / 2025,GranKe01,4894654
Joshua Gray,G,Oregon St.,College Stats,6-5,299,5.04,31.0,,104.0,,,,GrayJo01,N/A
Mike Green,EDGE,Marshall,College Stats,6-3,251,,,28.0,,,,Baltimore Ravens / 2nd / 59th pick / 2025,GreeMi02,4683188
Eric Gregory,DT,Arkansas,College Stats,6-3,319,5.14,27.0,28.0,108.0,7.68,4.97,,GregEr00,4567171
Maxwell Hairston,CB,Kentucky,College Stats,5-11,183,4.28,39.5,,129.0,,,Buffalo Bills / 1st / 30th pick / 2025,HairMa00,4688931
Ty Hamilton,DT,Ohio St.,College Stats,6-3,299,,,,,,,Los Angeles Rams / 5th / 148th pick / 2025,HamiTy00,4431118
Omarion Hampton,RB,North Carolina,College Stats,6-0,221,4.46,38.0,18.0,130.0,,4.4,Los Angeles Chargers / 1st / 22nd pick / 2025,HampOm00,4685382
Jordan Hancock,CB,Ohio St.,College Stats,6-0,195,,,,,,,Buffalo Bills / 5th / 170th pick / 2025,HancJo00,4596480
Derrick Harmon,DT,Oregon,College Stats,6-5,313,4.95,,,,,,Pittsburgh Steelers / 1st / 21st pick / 2025,HarmDe01,4682980
Marcus Harris,CB,California,College Stats,5-11,189,4.45,,,,,,,-9999,N/A
Jermari Harris,CB,Iowa,College Stats,6-1,191,,37.0,,120.0,,,,HarrJe03,N/A
Cleveland Harris,WR,Mississippi,College Stats,6-2,205,4.54,38.5,,125.0,,,Los Angeles Chargers / 2nd / 55th pick / 2025,HarrTr03,N/A
Jared Harrison-Hunte,DT,SMU,College Stats,6-3,290,4.86,32.0,,111.0,,,,HarrJa06,N/A
RJ Harvey,RB,Central Florida,College Stats,5-8,205,4.4,38.0,16.0,127.0,,4.34,Denver Broncos / 2nd / 60th pick / 2025,HarvRJ00,4568490
Ahmed Hassanein,EDGE,Boise St.,College Stats,6-2,267,4.77,32.5,27.0,113.0,,,Detroit Lions / 6th / 196th pick / 2025,HassAh00,N/A
Jackson Hawes,TE,Georgia Tech,College Stats,6-5,253,4.82,34.5,16.0,121.0,,4.4,Buffalo Bills / 5th / 173rd pick / 2025,HaweJa00,4573699
Gunnar Helm,TE,Texas,College Stats,6-5,241,4.84,30.0,,,7.15,4.4,Tennessee Titans / 4th / 120th pick / 2025,HelmGu00,4686728
Tonka Hemingway,DT,South Carolina,College Stats,6-3,284,,32.0,,112.0,7.36,4.48,Las Vegas Raiders / 4th / 135th pick / 2025,HemiTo00,4429109
TreVeyon Henderson,RB,Ohio St.,College Stats,5-10,202,4.43,38.5,,128.0,,,New England Patriots / 2nd / 38th pick / 2025,HendTr02,4432710
Seth Henigan,QB,Memphis,College Stats,6-3,215,4.76,31.5,,114.0,7.34,4.44,,HeniSe00,N/A
Jayden Higgins,WR,Iowa St.,College Stats,6-4,214,4.47,39.0,,128.0,,,Houston Texans / 2nd / 34th pick / 2025,HiggJa00,4877706
Jay Higgins,LB,Iowa,College Stats,6-0,224,4.82,33.0,,110.0,7.01,4.35,,HiggJa01,4565350
Tommi Hill,CB,Nebraska,College Stats,6-1,213,,,,,,,,HillTo02,N/A
Myles Hinton,OT,Michigan,College Stats,6-7,323,,31.5,,,,4.96,Philadelphia Eagles / 6th / 191st pick / 2025,HintMy00,N/A
Traeshon Holden,WR,Oregon,College Stats,6-2,205,4.57,32.0,,123.0,,,,HoldTr00,N/A
Maxen Hook,SAF,Toledo,College Stats,6-1,202,4.55,34.5,,124.0,,,,HookMa01,N/A
Cam Horsley,DT,Boston Col.,College Stats,6-3,312,,31.5,,108.0,,,,HorsCa00,N/A
Tory Horton,WR,Colorado St.,College Stats,6-3,196,4.41,37.5,,,,,Seattle Seahawks / 5th / 166th pick / 2025,HortTo00,4597703
Will Howard,QB,Ohio St.,College Stats,6-4,236,,31.5,,112.0,7.13,4.33,Pittsburgh Steelers / 6th / 185th pick / 2025,HowaWi01,N/A
Joe Huber,G,Wisconsin,College Stats,6-5,310,5.2,28.0,,106.0,7.69,4.78,,HubeJo00,N/A
Kobe Hudson,WR,Central Florida,College Stats,6-1,193,4.57,35.0,,122.0,,,,HudsKo00,N/A
Jarquez Hunter,RB,Auburn,College Stats,5-9,204,4.44,33.5,21.0,120.0,,,Los Angeles Rams / 4th / 117th pick / 2025,HuntJa03,N/A
Travis Hunter,CB/WR,Colorado,College Stats,6-0,188,,,,,,,Jacksonville Jaguars / 1st / 2nd pick / 2025,HuntTr00,4685415
Alijah Huzzie,CB,North Carolina,College Stats,5-10,193,,,,,,,,-9999,4577494
Thomas Fidone II,TE,Nebraska,College Stats,6-5,243,4.7,35.5,,126.0,7.01,4.29,,-9999,4590292
Oronde Gadsden II,TE,Syracuse,College Stats,6-5,243,,34.0,,114.0,,,Los Angeles Chargers / 5th / 165th pick / 2025,GadsOr01,4595342
Ollie Gordon II,RB,Oklahoma St.,College Stats,6-1,226,4.61,34.5,,120.0,,,Miami Dolphins / 6th / 179th pick / 2025,GordOl00,4711533
Torricelli Simpkins III,C,South Carolina,College Stats,6-5,312,5.45,29.0,,110.0,,,,-9999,N/A
Luther Burden III,WR,Missouri,College Stats,6-0,206,4.41,,,,,,Chicago Bears / 2nd / 39th pick / 2025,BurdLu00,4685278
Howard Cross III,DT,Notre Dame,College Stats,6-1,285,,29.0,,104.0,,,,CrosHo01,4426992
Rayuan Lane III,SAF,Navy,College Stats,5-11,200,4.57,37.0,,128.0,7.1,4.28,Jacksonville Jaguars / 6th / 200th pick / 2025,LaneRa00,4880675
Ricky White III,WR,UNLV,College Stats,6-1,184,4.61,36.0,,123.0,,,Seattle Seahawks / 7th / 238th pick / 2025,WhitRi01,N/A
Tyrion Ingram-Dawkins,DT,Georgia,College Stats,6-5,276,4.86,36.0,,124.0,7.28,4.34,Minnesota Vikings / 5th / 139th pick / 2025,IngrTy00,4629149
Ulysses Bentley IV,RB,Mississippi,College Stats,5-10,201,4.62,32.5,,117.0,,,,BentUl00,4426689
Jared Ivey,EDGE,Mississippi,College Stats,6-6,274,,,,,,,,IveyJa00,N/A
Cam Jackson,DT,Florida,College Stats,6-6,328,5.17,24.5,,93.0,,,Carolina Panthers / 5th / 140th pick / 2025,JackCa01,4687513
Daniel Jackson,WR,Minnesota,College Stats,5-11,193,,,,,6.78,4.07,,JackDa03,N/A
Donovan Jackson,G,Ohio St.,College Stats,6-4,315,,,,,,,Minnesota Vikings / 1st / 24th pick / 2025,JackDo03,4431553
Ja'Quinden Jackson,RB,Arkansas,College Stats,6-2,229,,32.0,,119.0,7.19,4.36,,JackJa05,N/A
Landon Jackson,EDGE,Arkansas,College Stats,6-6,264,4.68,40.5,,129.0,,,Buffalo Bills / 3rd / 72nd pick / 2025,JackLa03,N/A
Jordan James,RB,Oregon,College Stats,5-10,205,4.55,,,117.0,,,San Francisco 49ers / 5th / 147th pick / 2025,JameJo01,N/A
Shemar James,LB,Florida,College Stats,6-1,222,4.69,32.0,,117.0,7.09,4.27,Dallas Cowboys / 5th / 152nd pick / 2025,JameSh00,4685400
Ashton Jeanty,RB,Boise St.,College Stats,5-9,211,,,,,,,Las Vegas Raiders / 1st / 6th pick / 2025,JeanAs00,4890973
Kaleb Johnson,RB,Iowa,College Stats,6-1,224,4.57,,,,,,Pittsburgh Steelers / 3rd / 83rd pick / 2025,JohnKa03,4819231
Tez Johnson,WR,Oregon,College Stats,5-10,154,4.51,37.0,,131.0,6.65,4.15,Tampa Bay Buccaneers / 7th / 235th pick / 2025,JohnTe03,4608810
Will Johnson,CB,Michigan,College Stats,6-2,194,,,,,,,Arizona Cardinals / 2nd / 47th pick / 2025,JohnWi02,4685408
Emery Jones,OT,LSU,College Stats,6-5,315,,,,,,,Baltimore Ravens / 3rd / 91st pick / 2025,JoneEm02,4685736
Sai'vion Jones,EDGE,LSU,College Stats,6-5,280,,33.0,19.0,119.0,,,Denver Broncos / 3rd / 101st pick / 2025,JoneSa01,N/A
Jah Joyner,EDGE,Minnesota,College Stats,6-4,262,4.6,30.0,,,7.33,4.68,,JoynJa00,N/A
Kelvin Banks Jr.,OT,Texas,College Stats,6-5,315,5.16,32.0,,104.0,7.81,4.66,New Orleans Saints / 1st / 9th pick / 2025,BankKe01,N/A
Billy Bowman Jr.,SAF,Oklahoma,College Stats,5-10,192,4.42,35.5,17.0,123.0,,,Atlanta Falcons / 4th / 118th pick / 2025,BowmBi01,4431194
Sam Brown Jr.,WR,Miami,College Stats,6-2,200,4.44,41.5,,,,,,BrowSa01,N/A
Harold Fannin Jr.,TE,Bowling Green,College Stats,6-3,241,4.71,34.0,22.0,118.0,6.97,4.39,Cleveland Browns / 3rd / 67th pick / 2025,FannHa00,5083076
Jimmy Horn Jr.,WR,Colorado,College Stats,5-8,174,4.46,38.0,,128.0,,4.41,Carolina Panthers / 6th / 208th pick / 2025,HornJi00,4708486
Montrell Johnson Jr.,RB,Florida,College Stats,5-11,212,4.41,35.5,,123.0,,4.29,,JohnMo00,N/A
Demetrius Knight Jr.,LB,South Carolina,College Stats,6-2,235,4.58,31.5,22.0,118.0,7.12,4.25,Cincinnati Bengals / 2nd / 49th pick / 2025,KnigDe00,4427729
Jason Marshall Jr.,CB,Florida,College Stats,6-0,194,4.49,37.5,,125.0,,,Miami Dolphins / 5th / 150th pick / 2025,MarsJa00,4432730
Chris Paul Jr.,LB,Mississippi,College Stats,6-1,222,4.63,36.0,,117.0,,,Los Angeles Rams / 5th / 172nd pick / 2025,PaulCh01,N/A
James Pearce Jr.,EDGE,Tennessee,College Stats,6-5,245,4.47,31.0,,123.0,,,Atlanta Falcons / 1st / 26th pick / 2025,PearJa00,5081394
Shavon Revel Jr.,CB,East Carolina,College Stats,6-2,194,,,,,,,Dallas Cowboys / 3rd / 76th pick / 2025,ReveSh00,5095865
Dont'e Thornton Jr.,WR,Tennessee,College Stats,6-5,205,4.3,33.0,,126.0,,,Las Vegas Raiders / 4th / 108th pick / 2025,ThorDo00,4432775
Dante Trader Jr.,SAF,Maryland,College Stats,5-11,196,,31.0,12.0,117.0,7.09,4.32,Miami Dolphins / 5th / 155th pick / 2025,TradDa00,4431664
Antwane Wells Jr.,WR,Mississippi,College Stats,6-1,201,4.58,34.0,,124.0,,,,WellAn00,N/A
Kevin Winston Jr.,SAF,Penn St.,College Stats,6-2,215,,,,,,,Tennessee Titans / 3rd / 82nd pick / 2025,WinsKe02,4685617
Quinshon Judkins,RB,Ohio St.,College Stats,6-0,221,4.48,38.5,,132.0,,,Cleveland Browns / 2nd / 36th pick / 2025,JudkQu00,4685702
DeAndre Jules,DT,South Carolina,College Stats,6-4,316,,,,,,,,-9999,N/A
Luke Kandra,G,Cincinnati,College Stats,6-5,319,,,,,,,,KandLu00,N/A
Josh Kelly,WR,Texas Tech,College Stats,6-1,186,4.7,33.0,,121.0,7.02,,,-9999,N/A
Drew Kendall,C,Boston Col.,College Stats,6-4,308,5.05,,,,7.56,4.51,Philadelphia Eagles / 5th / 168th pick / 2025,KendDr00,N/A
Kyle Kennard,EDGE,South Carolina,College Stats,6-4,254,4.73,,23.0,,,,Los Angeles Chargers / 4th / 125th pick / 2025,KennKy00,4432333
Corey Kiner,RB,Cincinnati,College Stats,5-9,209,4.57,,19.0,,,,,KineCo00,4431431
Kobe King,LB,Penn St.,College Stats,6-1,236,,,,,,,Minnesota Vikings / 6th / 201st pick / 2025,KingKo00,4588300
Jack Kiser,LB,Notre Dame,College Stats,6-2,231,,,,,,,Jacksonville Jaguars / 4th / 107th pick / 2025,KiseJa00,4427716
Bilhal Kone,CB,Western Michigan,College Stats,6-1,190,4.43,31.5,,124.0,,,Baltimore Ravens / 6th / 178th pick / 2025,KoneBi00,N/A
Brant Kuithe,TE,Utah,College Stats,6-2,236,,,,,,,,KuitBr00,N/A
Luke Lachey,TE,Iowa,College Stats,6-6,251,,35.0,,120.0,7.18,4.47,Houston Texans / 7th / 255th pick / 2025,LachLu00,N/A
KeAndre Lambert-Smith,WR,Auburn,College Stats,6-1,190,4.37,34.5,,124.0,,,Los Angeles Chargers / 5th / 158th pick / 2025,LambKe01,4430870
Joshua Lane,WR,Virginia Tech,College Stats,5-10,191,4.34,40.0,14.0,132.0,6.75,4.12,Washington Commanders / 4th / 128th pick / 2025,LaneJa00,N/A
Riley Leonard,QB,Notre Dame,College Stats,6-4,216,,,,,,,Indianapolis Colts / 6th / 189th pick / 2025,LeonRi02,4683423
Cody Lindenberg,LB,Minnesota,College Stats,6-2,236,,,,,,,Las Vegas Raiders / 7th / 222nd pick / 2025,LindCo00,4685126
Steve Linton,EDGE,Baylor,College Stats,6-4,242,,32.5,21.0,124.0,7.25,,,LintSt00,N/A
Robert Longerbeam,CB,Rutgers,College Stats,5-11,175,4.39,36.5,,134.0,,,,-9999,N/A
Tyler Loop,K,Arizona,College Stats,5-11,191,,,,,,,,-9999,4697745
Colston Loveland,TE,Michigan,College Stats,6-6,248,,,,,,,Chicago Bears / 1st / 10th pick / 2025,LoveCo00,4723086
Dominic Lovett,WR,Georgia,College Stats,5-10,185,4.4,33.5,,120.0,,4.27,Detroit Lions / 7th / 244th pick / 2025,LoveDo00,4596439
Chase Lundt,OT,Connecticut,College Stats,6-8,304,,,,,,,Buffalo Bills / 6th / 206th pick / 2025,LundCh00,N/A
Phil Mafah,RB,Clemson,College Stats,6-1,234,,,,,,,Dallas Cowboys / 7th / 239th pick / 2025,MafaPh00,4431562
Jake Majors,C,Texas,College Stats,6-3,306,,,,,,,,MajoJa00,N/A
Woody Marks,RB,USC,College Stats,5-10,207,4.54,35.0,18.0,119.0,,4.24,,-9999,4429059
Nickolas Martin,LB,Oklahoma St.,College Stats,6-0,221,4.53,38.0,26.0,123.0,,,San Francisco 49ers / 3rd / 75th pick / 2025,MartNi01,4573188
Sean Martin,EDGE,West Virginia,College Stats,6-6,293,4.88,28.5,28.0,112.0,7.38,,,MartSe00,N/A
Bam Martin-Scott,LB,South Carolina,College Stats,6-2,231,4.63,33.5,,122.0,7.26,4.53,,-9999,4880613
Damien Martinez,RB,Miami,College Stats,6-0,217,4.51,35.0,,124.0,,,Seattle Seahawks / 7th / 223rd pick / 2025,MartDa02,N/A
Moliki Matavao,TE,UCLA,College Stats,6-6,260,4.81,32.5,,114.0,,,New Orleans Saints / 7th / 248th pick / 2025,MataMo00,4432731
Francisco Mauigoa,LB,Miami,College Stats,6-2,233,4.6,35.0,,121.0,7.15,4.24,New York Jets / 5th / 162nd pick / 2025,MauiFr00,N/A
Marcus Mbow,G,Purdue,College Stats,6-4,303,,,,,,4.67,New York Giants / 5th / 154th pick / 2025,MbowMa00,N/A
Kyle McCord,QB,Syracuse,College Stats,6-3,218,,,,,,,Philadelphia Eagles / 6th / 181st pick / 2025,McCoKy00,N/A
Bru McCoy,WR,Tennessee,College Stats,6-3,209,,,,,,,,McCoBr00,N/A
Seth McLaughlin,C,Ohio St.,College Stats,6-4,304,,,,,,,,McLaSe00,N/A
Jalen McLeod,LB,Auburn,College Stats,6-2,241,,,,,,,,-9999,N/A
Tetairoa McMillan,WR,Arizona,College Stats,6-4,219,,,,,,,Carolina Panthers / 1st / 8th pick / 2025,McMiTe00,4685472
