score_bin,players,score_mean,proxy_outcome_mean
0,340,5.211470588235294,1.6794117647058824
1,337,13.770919881305636,5.301186943620178
2,340,23.25588235294118,11.052941176470588
3,337,34.128783382789315,18.660237388724035
4,338,47.16213017751479,28.55473372781065
5,342,61.66140350877193,39.16374269005848
6,336,75.37916666666666,49.02827380952381
7,339,90.394395280236,60.86873156342183
8,336,136.125,86.25446428571429
9,339,507.5412979351033,336.98082595870204
