score_bin,players,score_mean,proxy_outcome_mean
0,339,4.1616519174041295,1.4837758112094395
1,339,12.050147492625369,5.269911504424779
2,337,22.62299703264095,11.169139465875372
3,342,34.8421052631579,18.621345029239766
4,336,50.14970238095238,28.863095238095237
5,337,65.7753709198813,39.22848664688427
6,339,82.29144542772862,49.61504424778761
7,338,99.75,60.255917159763314
8,338,147.6319526627219,85.78846153846153
9,339,558.807227138643,337.02949852507373
