score_bin,players,score_mean,proxy_outcome_mean
0,349,3.4810888252148993,1.5372492836676217
1,328,9.740091463414634,5.257621951219512
2,340,17.773235294117647,11.094117647058823
3,337,27.42893175074184,18.544510385756677
4,338,39.40221893491124,28.588757396449704
5,339,52.20088495575221,38.859882005899706
6,338,65.16434911242604,49.1301775147929
7,338,79.1646449704142,60.56804733727811
8,338,116.57662721893489,86.74112426035504
9,339,443.2514749262537,337.05014749262534
