score_bin,players,score_mean,proxy_outcome_mean
0,339,6.031563421828909,1.6592920353982301
1,338,16.227514792899406,5.257396449704142
2,341,28.30601173020528,11.165689149560118
3,336,41.96160714285715,18.671130952380953
4,338,58.479881656804736,28.477810650887573
5,340,76.24852941176471,39.419117647058826
6,338,94.05532544378698,49.21301775147929
7,337,112.6606824925816,60.652818991097924
8,338,169.04600591715976,85.87426035502959
9,339,633.1429203539824,336.9542772861357
