score_bin,players,score_mean,proxy_outcome_mean
0,339,4.1616519174041295,1.4837758112094395
1,339,12.070796460176991,5.269911504424779
2,338,22.689940828402367,11.171597633136095
3,338,34.89437869822485,18.55325443786982
4,339,50.24100294985251,28.88053097345133
5,338,66.04023668639053,39.273668639053255
6,338,82.56331360946746,49.62130177514793
7,339,100.26961651917405,60.333333333333336
8,337,148.35786350148368,85.7566765578635
9,339,561.2474926253687,337.01769911504425
