score_bin,players,score_mean,proxy_outcome_mean
0,339,5.202654867256637,1.6710914454277286
1,340,13.85220588235294,5.295588235294118
2,340,23.437941176470588,11.05735294117647
3,335,34.51462686567164,18.729850746268657
4,340,47.785147058823526,28.525
5,336,62.60044642857143,38.94345238095238
6,340,76.58411764705882,49.10735294117647
7,337,92.2413946587537,60.710682492581604
8,338,138.346449704142,86.38609467455622
9,339,517.6702064896755,336.98082595870204
