score_bin,players,score_mean,proxy_outcome_mean
0,339,4.173451327433628,1.4837758112094395
1,340,12.172647058823529,5.2632352941176475
2,336,22.878571428571426,11.09672619047619
3,340,35.35735294117647,18.616176470588236
4,337,51.02551928783382,28.764094955489615
5,338,67.27721893491125,38.998520710059175
6,339,84.27197640117994,49.43952802359882
7,338,102.49319526627218,60.46597633136095
8,338,151.1026627218935,86.0828402366864
9,339,573.798820058997,337.03982300884957
