score_bin,players,score_mean,proxy_outcome_mean
0,342,3.4783625730994148,1.4985380116959064
1,335,9.92686567164179,5.21044776119403
2,345,18.473913043478262,11.09855072463768
3,332,28.645180722891563,18.561746987951807
4,340,41.50794117647059,28.633823529411764
5,336,55.14732142857143,38.81845238095238
6,340,68.5035294117647,49.09411764705882
7,337,83.11513353115727,60.66320474777448
8,338,122.07514792899408,86.8491124260355
9,339,464.69115044247786,337.0412979351033
