score_bin,players,score_mean,proxy_outcome_mean
0,339,5.210914454277286,1.6710914454277286
1,340,13.867647058823529,5.295588235294118
2,340,23.49147058823529,11.05735294117647
3,335,34.61432835820895,18.6910447761194
4,338,47.92573964497041,28.535502958579883
5,338,62.78165680473373,38.87721893491124
6,339,76.8905604719764,49.123893805309734
7,338,92.66124260355029,60.62869822485207
8,338,138.91508875739643,86.44970414201184
9,339,520.1047197640117,336.98082595870204
