assisted_tackles,awards,class,combined_tackles,conference,final_season_year,forced_fumbles,fumble_recoveries,fumble_recovery_tds,fumble_recovery_yards,games,interception_tds,interception_yards,interceptions,page_url,passes_defended,player,pos,sacks,school,scraped_at,solo_tackles,source_type,tfl
17,AA,SR,48,SEC,2011,0,0,2,5,13,0,8,2,https://www.sports-reference.com/cfb/players/melvin-ingram-1.html,0,Melvin Ingram,LB/DL,10.0,South Carolina,2026-04-01T18:22:53.319Z,31,season_totals,15.0
31,,SR,64,SEC,2005,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/melvin-oliver-1.html,1,Melvin Oliver,DL,9.0,LSU,2026-04-01T18:23:00.275Z,33,season_totals,11.0
34,,SR,78,Big Ten,2012,2,0,1,9,12,0,0,1,https://www.sports-reference.com/cfb/players/micah-hyde-1.html,0,Micah Hyde,DB,0.0,Iowa,2026-04-01T18:23:07.421Z,44,season_totals,4.0
95,,SR,145,ACC,2017,0,2,0,3,13,0,0,0,https://www.sports-reference.com/cfb/players/micah-kiser-1.html,4,Micah Kiser,LB,5.0,Virginia,2026-04-01T18:23:14.282Z,50,season_totals,9.5
28,,SR,77,Big Ten,2021,2,1,0,9,12,0,0,0,https://www.sports-reference.com/cfb/players/micah-mcfadden-1.html,3,Micah McFadden,LB,6.5,Indiana,2026-04-01T18:23:21.299Z,49,season_totals,15.5
57,,SO,109,Big Ten,2019,4,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/micah-parsons-1.html,5,Micah Parsons,LB,5.0,Penn State,2026-04-01T18:23:28.337Z,52,season_totals,14.0
28,,SO,54,SEC,2011,1,0,0,0,14,0,0,1,https://www.sports-reference.com/cfb/players/michael-brockers-1.html,2,Michael Brockers,DL,2.0,LSU,2026-04-01T18:23:49.421Z,26,season_totals,10.0
34,,SR,57,Big Ten,2012,1,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/michael-buchanan-1.html,0,Michael Buchanan,DL,4.5,Illinois,2026-04-01T18:23:56.679Z,23,season_totals,7.0
5,,JR,27,SEC,2005,1,0,0,0,11,0,25,3,https://www.sports-reference.com/cfb/players/michael-coe-1.html,0,Michael Coe,DB,0.0,Arkansas,2026-04-01T18:24:03.476Z,22,season_totals,0.5
25,,SR,88,Big 12,2006,4,0,0,0,13,0,41,4,https://www.sports-reference.com/cfb/players/michael-griffin-1.html,0,Michael Griffin,DB,1.0,Texas,2026-04-01T18:24:10.464Z,63,season_totals,2.0
43,AA,SR,87,Big 12,2005,3,0,1,21,13,0,11,1,https://www.sports-reference.com/cfb/players/michael-huff-1.html,0,Michael Huff,DB,2.0,Texas,2026-04-01T18:24:24.751Z,44,season_totals,9.0
47,,SR,96,Big Ten,2012,3,0,0,0,11,0,125,3,https://www.sports-reference.com/cfb/players/michael-mauti-1.html,0,Michael Mauti,LB,2.5,Penn State,2026-04-01T18:25:03.552Z,49,season_totals,4.0
11,,SR,52,Big Ten,2019,0,1,0,0,12,0,12,3,https://www.sports-reference.com/cfb/players/michael-ojemudia-1.html,9,Michael Ojemudia,DB,0.0,Iowa,2026-04-01T18:25:10.699Z,41,season_totals,1.0
9,,SR,32,SEC,2021,1,1,1,0,10,0,0,0,https://www.sports-reference.com/cfb/players/micheal-clemons-1.html,2,Micheal Clemons,DL,7.0,Texas A&M,2026-04-01T18:25:31.553Z,23,season_totals,11.0
15,,SR,58,ACC,2011,0,0,0,0,13,0,89,1,https://www.sports-reference.com/cfb/players/mike-harris-1.html,0,Mike Harris,DB,1.0,Florida State,2026-04-01T18:26:20.902Z,43,season_totals,6.0
8,,SR,41,Big East,2007,0,0,0,0,13,0,41,3,https://www.sports-reference.com/cfb/players/mike-jenkins-1.html,0,Mike Jenkins,DB,0.0,South Florida,2026-04-01T18:26:41.784Z,33,season_totals,4.0
48,,SR,94,Pac-10,2010,2,0,0,0,11,1,41,1,https://www.sports-reference.com/cfb/players/mike-mohamed-1.html,0,Mike Mohamed,LB,2.0,California,2026-04-01T18:26:56.042Z,46,season_totals,5.0
1,,SO,1,Ind,2005,0,0,0,0,3,0,0,0,https://www.sports-reference.com/cfb/players/mike-neal-1.html,0,Mike Neal,RB,0.0,Temple,2026-04-01T18:27:09.862Z,0,season_totals,0.0
18,,SR,44,Big Ten,2023,2,0,0,0,15,2,232,6,https://www.sports-reference.com/cfb/players/mike-sainristil-1.html,6,Mike Sainristil,WR/CB/DB,1.0,Michigan,2026-04-01T18:27:30.908Z,26,season_totals,4.0
32,,SR,78,MWC,2011,0,2,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/miles-burris-1.html,1,Miles Burris,LB,8.0,San Diego State,2026-04-01T18:27:37.912Z,46,season_totals,19.5
23,,JR,44,CUSA,2020,0,1,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/milton-williams-1.html,0,Milton Williams,DE/DL,4.5,Louisiana Tech,2026-04-01T18:27:50.490Z,21,season_totals,10.0
22,"Bednarik,AA",JR,60,SEC,2017,1,0,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/minkah-fitzpatrick-1.html,8,Minkah Fitzpatrick,DB,1.5,Alabama,2026-04-01T18:27:57.525Z,38,season_totals,8.0
27,,SR,56,MWC,2023,2,1,1,5,12,0,0,0,https://www.sports-reference.com/cfb/players/mohamed-kamara-1.html,1,Mohamed Kamara,LB/DL,13.0,Colorado State,2026-04-01T18:28:04.566Z,29,season_totals,17.0
36,,SR,77,ACC,2008,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/moise-fokou-1.html,2,Moise Fokou,LB,5.0,Maryland,2026-04-01T18:28:11.548Z,41,season_totals,12.0
47,,JR,86,Big Ten,2016,0,1,0,0,11,0,10,1,https://www.sports-reference.com/cfb/players/montae-nicholson-1.html,2,Montae Nicholson,DB/S,0.0,Michigan State,2026-04-01T18:28:24.216Z,39,season_totals,2.0
30,,SR,54,SEC,2021,1,1,0,0,13,0,0,5,https://www.sports-reference.com/cfb/players/montaric-brown-1.html,6,Montaric Brown,DB,0.0,Arkansas,2026-04-01T18:28:31.220Z,24,season_totals,1.0
20,,SR,49,Big East,2005,1,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/montavious-stanley-1.html,1,Montavious Stanley,DL,6.0,Louisville,2026-04-01T18:28:38.219Z,29,season_totals,10.0
26,,SR,53,SEC,2018,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/montez-sweat-1.html,0,Montez Sweat,DE/DL,11.5,Mississippi State,2026-04-01T18:28:45.203Z,27,season_totals,14.0
10,,SO,17,SEC,2010,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/montori-hughes-1.html,2,Montori Hughes,DL,1.0,Tennessee,2026-04-01T18:28:52.291Z,7,season_totals,3.5
18,,SR,44,SEC,2016,1,2,1,13,13,0,7,1,https://www.sports-reference.com/cfb/players/montravius-adams-1.html,2,Montravius Adams,DT,4.5,Auburn,2026-04-01T18:28:59.273Z,26,season_totals,8.5
37,,JR,85,ACC,2009,1,0,0,0,14,0,40,4,https://www.sports-reference.com/cfb/players/morgan-burnett-1.html,0,Morgan Burnett,DB,0.0,Georgia Tech,2026-04-01T18:29:24.266Z,48,season_totals,4.0
13,,SR,41,Big Ten,2008,0,0,0,0,12,0,0,3,https://www.sports-reference.com/cfb/players/morgan-trent-1.html,0,Morgan Trent,DB,0.0,Michigan,2026-04-01T18:29:25.866Z,28,season_totals,2.5
16,,SR,32,Big 12,2022,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/moro-ojomo-1.html,0,Moro Ojomo,DL,3.0,Texas,2026-04-01T18:29:38.077Z,16,season_totals,5.5
19,AA,JR,51,SEC,2011,0,0,0,0,14,1,173,6,https://www.sports-reference.com/cfb/players/morris-claiborne-1.html,6,Morris Claiborne,DB,0.0,LSU,2026-04-01T18:29:45.267Z,32,season_totals,1.0
25,,JR,70,MAC,2010,2,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/muhammad-wilkerson-1.html,0,Muhammad Wilkerson,DL,9.5,Temple,2026-04-01T18:29:52.436Z,45,season_totals,13.0
37,,SR,106,Pac-12,2011,0,2,0,0,13,0,62,2,https://www.sports-reference.com/cfb/players/mychal-kendricks-1.html,2,Mychal Kendricks,LB,3.0,California,2026-04-01T18:29:59.366Z,69,season_totals,14.5
24,,SR,41,American,2021,0,1,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/myjai-sanders-1.html,6,Myjai Sanders,DE/DL,2.5,Cincinnati,2026-04-01T18:30:06.337Z,17,season_totals,6.5
40,,SR,96,MWC,2019,1,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/mykal-walker-1.html,4,Mykal Walker,DE/LB,2.5,Fresno State,2026-04-01T18:30:13.502Z,56,season_totals,9.0
6,,JR,21,SEC,2024,2,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/mykel-williams-1.html,2,Mykel Williams,DL,5.0,Georgia,2026-04-01T18:30:20.271Z,15,season_totals,8.5
11,,SR,32,Big 12,2023,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/myles-cole-1.html,1,Myles Cole,DE,3.5,Texas Tech,2026-04-01T18:30:27.362Z,21,season_totals,6.5
15,AA,JR,33,SEC,2016,2,1,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/myles-garrett-1.html,1,Myles Garrett,DL,8.5,Texas A&M,2026-04-01T18:30:34.377Z,18,season_totals,15.0
6,,JR,15,Pac-12,2015,0,0,0,0,3,0,3,1,https://www.sports-reference.com/cfb/players/myles-jack-1.html,1,Myles Jack,LB,0.0,UCLA,2026-04-01T18:30:41.383Z,9,season_totals,0.0
18,,JR,40,ACC,2022,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/myles-murphy-1.html,2,Myles Murphy,DE,6.5,Clemson,2026-04-01T18:30:48.547Z,22,season_totals,11.0
15,,SR,41,SEC,2009,0,0,0,0,11,0,50,4,https://www.sports-reference.com/cfb/players/myron-lewis-1.html,0,Myron Lewis,DB,0.0,Vanderbilt,2026-04-01T18:30:55.625Z,26,season_totals,2.5
18,,SR,36,SEC,2008,2,1,1,72,12,0,0,0,https://www.sports-reference.com/cfb/players/myron-pryor-1.html,2,Myron Pryor,DL,4.5,Kentucky,2026-04-01T18:31:02.502Z,18,season_totals,11.0
7,,JR,30,Pac-12,2020,1,0,0,0,6,0,0,2,https://www.sports-reference.com/cfb/players/nahshon-wright-1.html,4,Nahshon Wright,DB,1.0,Oregon State,2026-04-01T18:31:10.522Z,23,season_totals,1.0
44,,SR,87,Big East,2011,1,1,0,0,13,0,15,1,https://www.sports-reference.com/cfb/players/najee-goode-1.html,1,Najee Goode,LB,5.0,West Virginia,2026-04-01T18:31:16.546Z,43,season_totals,14.0
36,AA,JR,72,SEC,2021,2,0,0,0,15,1,50,2,https://www.sports-reference.com/cfb/players/nakobe-dean-1.html,6,Nakobe Dean,LB,6.0,Georgia,2026-04-01T18:31:23.584Z,36,season_totals,10.5
39,,SR,99,MWC,2013,0,2,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/nat-berhe-1.html,6,Nat Berhe,DB,1.0,San Diego State,2026-04-01T18:31:43.242Z,60,season_totals,5.5
45,,SR,85,Big East,2009,1,0,1,0,13,0,55,4,https://www.sports-reference.com/cfb/players/nate-allen-1.html,0,Nate Allen,DB,0.0,South Florida,2026-04-01T18:31:50.360Z,40,season_totals,1.0
46,,SR,92,ACC,2010,3,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/nate-irving-1.html,6,Nate Irving,LB,7.0,North Carolina State,2026-04-01T18:32:15.331Z,46,season_totals,21.5
30,,SR,84,Pac-12,2014,3,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/nate-orchard-1.html,3,Nate Orchard,DE,18.5,Utah,2026-04-01T18:32:22.336Z,54,season_totals,21.0
16,,SR,43,Big Ten,2005,1,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/nate-salley-1.html,0,Nate Salley,DB,0.0,Ohio State,2026-04-01T18:32:29.438Z,27,season_totals,1.5
6,,JR,29,ACC,2023,2,0,0,0,10,1,52,2,https://www.sports-reference.com/cfb/players/nate-wiggins-1.html,6,Nate Wiggins,CB,1.0,Clemson,2026-04-01T18:32:41.880Z,23,season_totals,1.0
41,,SR,80,Big Ten,2011,0,0,0,0,13,0,24,2,https://www.sports-reference.com/cfb/players/nathan-stupar-1.html,0,Nathan Stupar,LB,2.0,Penn State,2026-04-01T18:32:54.644Z,39,season_totals,5.5
102,,SR,137,SEC,2023,2,2,0,0,12,0,16,1,https://www.sports-reference.com/cfb/players/nathaniel-watson-1.html,2,Nathaniel Watson,LB,10.0,Mississippi State,2026-04-01T18:33:08.714Z,35,season_totals,13.0
19,,SR,51,Big Ten,2017,0,0,0,0,14,1,40,2,https://www.sports-reference.com/cfb/players/natrell-jamerson-1.html,10,Natrell Jamerson,WR/CB/S,1.5,Wisconsin,2026-04-01T18:33:15.690Z,32,season_totals,3.5
41,,JR,93,Big Ten,2009,0,0,1,91,11,1,86,2,https://www.sports-reference.com/cfb/players/navorro-bowman-1.html,0,Navorro Bowman,LB,3.0,Penn State,2026-04-01T18:33:22.795Z,52,season_totals,17.0
38,,JR,70,ACC,2016,1,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/nazair-jones-1.html,3,Nazair Jones,DT,2.5,North Carolina,2026-04-01T18:33:29.879Z,32,season_totals,9.5
33,"H-4,Nagurski,Bednarik,AA",SR,85,Big 12,2009,1,0,0,0,14,0,0,1,https://www.sports-reference.com/cfb/players/ndamukong-suh-1.html,0,Ndamukong Suh,DL,12.0,Nebraska,2026-04-01T18:33:36.693Z,52,season_totals,20.5
4,,SR,22,SEC,2023,0,0,0,0,9,0,33,1,https://www.sports-reference.com/cfb/players/nehemiah-pritchett-1.html,3,Nehemiah Pritchett,DB/CB,0.0,Auburn,2026-04-01T18:33:43.840Z,18,season_totals,1.0
33,,SR,49,SEC,2014,1,0,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/neiron-ball-1.html,1,Neiron Ball,LB,2.0,Florida,2026-04-01T18:33:56.509Z,16,season_totals,3.0
12,,SR,30,Big 12,2019,2,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/neville-gallimore-1.html,1,Neville Gallimore,DL/DT,4.0,Oklahoma,2026-04-01T18:34:03.510Z,18,season_totals,7.5
24,,SR,57,MWC,2013,1,0,0,0,12,1,65,4,https://www.sports-reference.com/cfb/players/nevin-lawson-1.html,14,Nevin Lawson,DB/CB,0.0,Utah State,2026-04-01T18:34:10.510Z,33,season_totals,5.0
28,,SR,75,Big 12,2008,3,0,0,0,14,0,8,1,https://www.sports-reference.com/cfb/players/nic-harris-1.html,0,Nic Harris,DB,0.0,Oklahoma,2026-04-01T18:34:17.563Z,47,season_totals,3.0
7,,SR,23,MAC,2022,0,0,0,0,11,0,12,2,https://www.sports-reference.com/cfb/players/nic-jones-1.html,12,Nic Jones,CB/DB,0.0,Ball State,2026-04-01T18:34:24.599Z,16,season_totals,0.0
40,,JR,95,SEC,2020,0,1,0,8,10,0,0,0,https://www.sports-reference.com/cfb/players/nick-bolton-1.html,5,Nick Bolton,LB,2.0,Missouri,2026-04-01T18:34:44.211Z,55,season_totals,8.0
3,,JR,14,Big Ten,2018,1,2,1,0,3,0,0,0,https://www.sports-reference.com/cfb/players/nick-bosa-1.html,0,Nick Bosa,DE/DL,4.0,Ohio State,2026-04-01T18:34:51.266Z,11,season_totals,6.0
22,,JR,67,Big Ten,2021,2,0,0,0,13,0,55,3,https://www.sports-reference.com/cfb/players/nick-cross-1.html,4,Nick Cross,DB,3.0,Maryland,2026-04-01T18:35:05.263Z,45,season_totals,3.5
31,,JR,88,SEC,2024,0,0,0,0,13,2,107,4,https://www.sports-reference.com/cfb/players/nick-emmanwori-1.html,2,Nick Emmanwori,DB,0.0,South Carolina,2026-04-01T18:35:17.769Z,57,season_totals,3.0
24,AA,JR,60,SEC,2010,2,0,0,0,14,0,-1,1,https://www.sports-reference.com/cfb/players/nick-fairley-1.html,0,Nick Fairley,DL,11.5,Auburn,2026-04-01T18:35:24.838Z,36,season_totals,24.0
20,,JR,39,Sun Belt,2022,3,2,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/nick-hampton-1.html,1,Nick Hampton,LB,7.0,Appalachian State,2026-04-01T18:35:36.877Z,19,season_totals,9.5
23,,SR,48,Big Ten,2007,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/nick-hayden-1.html,2,Nick Hayden,DL,4.5,Wisconsin,2026-04-01T18:35:39.032Z,25,season_totals,8.5
14,,JR,47,Big Ten,2022,2,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/nick-herbig-1.html,2,Nick Herbig,LB,11.0,Wisconsin,2026-04-01T18:35:45.981Z,33,season_totals,15.5
23,,SR,85,Big 12,2015,1,1,0,0,13,0,0,3,https://www.sports-reference.com/cfb/players/nick-kwiatkoski-1.html,5,Nick Kwiatkoski,DB/LB,4.0,West Virginia,2026-04-01T18:35:52.946Z,62,season_totals,11.5
13,,SR,20,ACC,2012,0,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/nick-moody-1.html,1,Nick Moody,DB,1.0,Florida State,2026-04-01T18:36:00.028Z,7,season_totals,1.5
23,,JR,54,Pac-12,2011,3,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/nick-perry-1.html,3,Nick Perry,DL,9.5,USC,2026-04-01T18:36:13.941Z,31,season_totals,13.0
76,,JR,144,MWC,2015,2,2,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/nick-vigil-1.html,2,Nick Vigil,LB,3.0,Utah State,2026-04-01T18:36:28.038Z,68,season_totals,13.5
19,,JR,47,Big 12,2024,1,1,0,0,5,0,0,0,https://www.sports-reference.com/cfb/players/nickolas-martin-1.html,2,Nickolas Martin,LB,1.0,Oklahoma State,2026-04-01T18:36:35.093Z,28,season_totals,7.5
32,,SR,55,SEC,2012,2,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/nico-johnson-1.html,1,Nico Johnson,LB,0.0,Alabama,2026-04-01T18:36:42.093Z,23,season_totals,2.0
30,,SR,86,ACC,2011,1,0,0,0,13,0,17,2,https://www.sports-reference.com/cfb/players/nigel-bradham-1.html,0,Nigel Bradham,LB,2.0,Florida State,2026-04-01T18:36:49.071Z,56,season_totals,9.5
16,,JR,39,Big 12,2021,1,3,0,70,12,0,0,0,https://www.sports-reference.com/cfb/players/nik-bonitto-1.html,1,Nik Bonitto,LB,7.0,Oklahoma,2026-04-01T18:36:56.179Z,23,season_totals,15.0
14,,JR,42,SEC,2019,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/noah-igbinoghene-1.html,7,Noah Igbinoghene,WR/DB,0.0,Auburn,2026-04-01T18:37:17.215Z,28,season_totals,1.0
32,,SO,56,Pac-12,2022,0,1,0,21,12,0,0,1,https://www.sports-reference.com/cfb/players/noah-sewell-1.html,4,Noah Sewell,LB,1.5,Oregon,2026-04-01T18:37:24.280Z,24,season_totals,5.5
0,,,0,Big Ten,2014,0,0,0,0,2,0,0,0,https://www.sports-reference.com/cfb/players/noah-spence-1.html,0,Noah Spence,DL,0.0,Ohio State,2026-04-01T18:37:33.137Z,0,season_totals,0.0
19,AA,SR,52,ACC,2024,1,0,0,0,13,1,54,7,https://www.sports-reference.com/cfb/players/nohl-williams-1.html,9,Nohl Williams,DB,0.0,California,2026-04-01T18:37:38.362Z,33,season_totals,1.0
6,,SR,10,ACC,2009,0,0,0,0,2,0,0,0,https://www.sports-reference.com/cfb/players/nolan-carroll-1.html,1,Nolan Carroll,WR/DB,0.0,Maryland,2026-04-01T18:37:45.510Z,4,season_totals,0.0
4,,SR,18,SEC,2022,0,0,0,0,8,0,0,0,https://www.sports-reference.com/cfb/players/nolan-smith-1.html,1,Nolan Smith,LB,3.0,Georgia,2026-04-01T18:37:52.311Z,14,season_totals,7.0
19,,SR,62,Big Ten,2009,3,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/obrien-schofield-1.html,1,O'Brien Schofield,LB/DL,12.0,Wisconsin,2026-04-01T18:38:06.354Z,43,season_totals,24.5
45,,SR,118,American,2016,0,1,0,0,12,0,6,4,https://www.sports-reference.com/cfb/players/obi-melifonwu-1.html,3,Obi Melifonwu,S,0.0,Connecticut,2026-04-01T18:38:13.415Z,73,season_totals,2.5
11,,SR,28,Pac-12,2014,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/obum-gwacham-1.html,0,Obum Gwacham,WR,4.0,Oregon State,2026-04-01T18:38:20.484Z,17,season_totals,5.5
24,,JR,48,Big Ten,2022,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/ochaun-mathis-1.html,2,Ochaun Mathis,DE,3.5,Nebraska,2026-04-01T18:38:27.423Z,24,season_totals,5.0
3,,JR,18,ACC,2011,1,1,0,0,6,0,0,0,https://www.sports-reference.com/cfb/players/olivier-vernon-1.html,0,Olivier Vernon,DL,1.5,Miami (FL),2026-04-01T18:38:42.817Z,15,season_totals,3.5
15,,JR,52,Pac-10,2010,1,0,0,0,12,1,85,3,https://www.sports-reference.com/cfb/players/omar-bolden-1.html,7,Omar Bolden,DB,0.0,Arizona State,2026-04-01T18:38:54.018Z,37,season_totals,3.0
28,,SR,78,SEC,2005,4,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/omar-gaither-1.html,1,Omar Gaither,LB,4.0,Tennessee,2026-04-01T18:39:01.202Z,50,season_totals,8.0
10,,SR,18,SEC,2024,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/omarr-norman-lott-1.html,0,Omarr Norman-Lott,DL,4.0,Tennessee,2026-04-01T18:39:15.175Z,8,season_totals,4.0
37,,SR,82,SEC,2017,0,1,0,0,12,0,9,1,https://www.sports-reference.com/cfb/players/oren-burks-1.html,3,Oren Burks,DB/S/LB,1.0,Vanderbilt,2026-04-01T18:39:22.021Z,45,season_totals,7.0
22,,SR,40,ACC,2005,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/orien-harris-1.html,0,Orien Harris,DL,3.5,Miami (FL),2026-04-01T18:39:29.146Z,18,season_totals,11.0
14,,JR,50,WAC,2007,2,0,0,0,13,0,42,2,https://www.sports-reference.com/cfb/players/orlando-scandrick-1.html,0,Orlando Scandrick,DB,0.5,Boise State,2026-04-01T18:39:43.324Z,36,season_totals,3.0
26,,SR,58,CUSA,2018,4,0,0,0,12,0,14,1,https://www.sports-reference.com/cfb/players/oshane-ximines-1.html,2,Oshane Ximines,DE,12.0,Old Dominion,2026-04-01T18:39:50.294Z,32,season_totals,18.5
16,,SR,30,Pac-12,2021,1,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/otito-ogbonnia-1.html,1,Otito Ogbonnia,DL,2.0,UCLA,2026-04-01T18:39:57.284Z,14,season_totals,5.0
40,,SR,91,SEC,2022,2,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/owen-pappoe-1.html,3,Owen Pappoe,LB,2.0,Auburn,2026-04-01T18:40:04.460Z,51,season_totals,3.0
22,,JR,74,ACC,2014,1,1,0,0,13,0,14,1,https://www.sports-reference.com/cfb/players/pj-williams-1.html,10,P.J. Williams,DB,1.0,Florida State,2026-04-01T18:40:11.402Z,52,season_totals,6.5
7,,SR,55,American,2017,0,0,0,0,12,0,8,6,https://www.sports-reference.com/cfb/players/parry-nickerson-1.html,8,Parry Nickerson,CB,0.0,Tulane,2026-04-01T18:40:18.358Z,48,season_totals,2.0
12,,SR,45,SEC,2005,3,1,0,17,11,0,0,0,https://www.sports-reference.com/cfb/players/parys-haralson-1.html,1,Parys Haralson,DL,8.5,Tennessee,2026-04-01T18:40:25.345Z,33,season_totals,17.0
97,,SR,145,Big Ten,2009,2,0,0,0,13,0,38,1,https://www.sports-reference.com/cfb/players/pat-angerer-1.html,0,Pat Angerer,LB,1.0,Iowa,2026-04-01T18:40:32.380Z,48,season_totals,5.0
8,,JR,37,SEC,2007,2,1,1,21,13,0,0,0,https://www.sports-reference.com/cfb/players/pat-sims-1.html,3,Pat Sims,DL,4.5,Auburn,2026-04-01T18:40:45.066Z,29,season_totals,11.5
33,,SR,77,ACC,2005,1,0,0,0,13,0,34,3,https://www.sports-reference.com/cfb/players/pat-watkins-1.html,0,Pat Watkins,DB,0.0,Florida State,2026-04-01T18:40:52.213Z,44,season_totals,2.5
34,,SR,92,Pac-10,2008,1,0,0,0,13,1,31,1,https://www.sports-reference.com/cfb/players/patrick-chung-1.html,0,Patrick Chung,DB,2.0,Oregon,2026-04-01T18:41:06.260Z,58,season_totals,6.5
6,,SR,8,SEC,2010,1,0,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/patrick-jones-1.html,0,Patrick Jones,DL,0.0,Arkansas,2026-04-01T18:41:20.312Z,2,season_totals,0.0
13,"Bednarik,AA",JR,42,SEC,2010,0,0,0,0,13,0,134,4,https://www.sports-reference.com/cfb/players/patrick-peterson-1.html,0,Patrick Peterson,DB,0.0,LSU,2026-04-01T18:41:27.358Z,29,season_totals,1.5
48,,JR,85,SEC,2019,0,1,0,10,15,0,16,1,https://www.sports-reference.com/cfb/players/patrick-queen-1.html,2,Patrick Queen,LB,3.0,LSU,2026-04-01T18:41:34.297Z,37,season_totals,12.0
16,,SR,52,ACC,2009,2,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/patrick-robinson-1.html,0,Patrick Robinson,DB,0.0,Florida State,2026-04-01T18:41:41.277Z,36,season_totals,3.0
50,AA,SR,137,SEC,2006,2,1,0,2,12,0,0,0,https://www.sports-reference.com/cfb/players/patrick-willis-1.html,7,Patrick Willis,LB,3.0,Ole Miss,2026-04-01T18:41:48.326Z,87,season_totals,11.5
55,AA,SR,136,Big 12,2014,2,3,0,0,13,1,48,4,https://www.sports-reference.com/cfb/players/paul-dawson-1.html,5,Paul Dawson,LB,6.0,Texas Christian,2026-04-01T18:41:55.375Z,81,season_totals,20.0
30,,SO,61,MWC,2008,2,0,0,0,13,0,30,1,https://www.sports-reference.com/cfb/players/paul-kruger-1.html,0,Paul Kruger,DL,7.5,Utah,2026-04-01T18:42:02.423Z,31,season_totals,16.5
47,"Bednarik,AA",SR,116,Big Ten,2006,2,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/paul-posluszny-1.html,4,Paul Posluszny,LB,3.0,Penn State,2026-04-01T18:42:09.316Z,69,season_totals,9.5
24,,SR,36,MWC,2006,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/paul-soliai-1.html,4,Paul Soliai,DL,2.0,Utah,2026-04-01T18:42:16.466Z,12,season_totals,3.5
10,,JR,33,Pac-12,2019,0,0,0,0,9,0,4,4,https://www.sports-reference.com/cfb/players/paulson-adebo-1.html,10,Paulson Adebo,CB,0.0,Stanford,2026-04-01T18:42:23.413Z,23,season_totals,0.0
8,,SR,25,American,2020,1,0,0,0,5,0,0,0,https://www.sports-reference.com/cfb/players/payton-turner-1.html,0,Payton Turner,DL,5.0,Houston,2026-04-01T18:42:30.548Z,17,season_totals,10.5
69,"Bednarik,AA",SR,138,ACC,2023,1,2,0,10,12,1,19,3,https://www.sports-reference.com/cfb/players/payton-wilson-1.html,6,Payton Wilson,LB,6.0,North Carolina State,2026-04-01T18:42:37.381Z,69,season_totals,17.5
24,,JR,61,Sun Belt,2021,0,2,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/percy-butler-1.html,4,Percy Butler,DB/S,0.0,Louisiana,2026-04-01T18:42:44.466Z,37,season_totals,6.0
