score_bin,players,score_mean,proxy_outcome_mean
0,347,5.201729106628242,1.7492795389048992
1,334,13.558682634730538,5.5344311377245505
2,334,22.47455089820359,11.004491017964073
3,339,32.46843657817109,18.746312684365783
4,339,44.38687315634218,28.55457227138643
5,338,57.40414201183432,39.374260355029584
6,340,70.38176470588235,49.06617647058823
7,337,84.1013353115727,61.02818991097923
8,337,127.66142433234421,85.69139465875371
9,339,473.5339233038348,336.79646017699116
