score_bin,players,score_mean,proxy_outcome_mean
0,340,3.465882352941176,1.4779411764705883
1,337,9.967359050445104,5.158753709198813
2,338,18.548224852071005,11.038461538461538
3,339,28.986725663716815,18.47787610619469
4,338,42.22248520710059,28.53698224852071
5,338,56.266863905325444,38.72781065088758
6,340,70.14205882352941,49.14705882352941
7,338,85.43461538461538,60.50443786982248
8,337,125.26884272997032,87.18991097922849
9,339,477.2634218289085,337.05162241887905
