score_bin,players,score_mean,proxy_outcome_mean
0,341,5.976539589442815,1.686217008797654
1,337,15.934124629080118,5.320474777448071
2,338,27.48224852071006,11.199704142011834
3,338,40.37174556213018,18.735207100591715
4,338,55.773224852071,28.674556213017752
5,338,72.12204142011835,39.55029585798817
6,340,89.16014705882353,49.60294117647059
7,337,106.91824925816023,60.62166172106825
8,338,161.60355029585799,84.9689349112426
9,339,601.6016224188791,336.9188790560472
