score_bin,players,score_mean,proxy_outcome_mean
0,340,3.4008823529411765,1.5191176470588235
1,340,9.606764705882352,5.272058823529412
2,336,17.621279761904763,11.0625
3,342,27.01988304093567,18.630116959064328
4,334,38.72544910179641,28.714071856287426
5,338,50.987426035502956,38.955621301775146
6,340,63.516764705882345,49.16029411764706
7,337,76.87596439169138,60.5727002967359
8,338,113.54526627218934,86.50295857988165
9,339,430.68761061946907,337.0353982300885
