quantile,residual_quantile,abs_residual_quantile
0.05,-380.2182668474909,48.249614721544546
0.25,-233.01975937300935,118.57046894900589
0.5,-44.578360109234495,246.84020019407424
0.75,301.9555818154536,418.998393926536
0.95,936.9504366989341,936.9504366989341
