quantile,residual_quantile,abs_residual_quantile
0.05,-448.04940675796996,20.372821998596212
0.25,-183.4260865980579,81.0779103597005
0.5,16.22374827067057,244.79161580403647
0.75,384.68451805114745,440.2862753550212
0.95,877.8607232157387,877.8607232157387
