quantile,residual_quantile,abs_residual_quantile
0.05,-411.05531806716067,21.329420697218765
0.25,-213.87208830625426,119.58827559442813
0.5,-54.18276673462975,249.28485546314127
0.75,301.674095496459,411.05531806716067
0.95,956.4257755944282,956.4257755944282
