quantile,residual_quantile,abs_residual_quantile
0.05,-403.2641077593795,30.347468511425618
0.25,-208.2703567914685,120.8174144740044
0.5,-15.462051625770542,251.95595408366694
0.75,322.73099455297825,409.9785262621604
0.95,858.6619294474142,858.6619294474142
