quantile,residual_quantile,abs_residual_quantile
0.05,-439.74503895198245,30.818854574728775
0.25,-198.84937180027362,123.9968425870299
0.5,-49.75796471141885,231.945904857919
0.75,240.41577454620625,434.88928513008005
0.95,901.5544201383225,901.5544201383225
