feature,coefficient,abs_value
cat__Player_Karl Paymah,-2.1627777665541887,2.1627777665541887
cat__Player_Dorian Strong,-2.160676941535727,2.160676941535727
cat__Player_Ike Charlton,-2.1491905535298192,2.1491905535298192
cat__Player_Alphonso Smith,-2.1409057186288423,2.1409057186288423
cat__Player_Marcellas Dial,-2.1393254107130932,2.1393254107130932
cat__Player_Darius Phillips,-2.1326312851220255,2.1326312851220255
cat__Player_D.J. Moore,-2.1176331883382287,2.1176331883382287
cat__Player_Major Wright,2.1040560565791946,2.1040560565791946
cat__Player_Tedric Thompson,-2.1034213660093757,2.1034213660093757
cat__Player_Jarrian Jones,-2.0858881759046626,2.0858881759046626
cat__Player_Tre Boston,2.07786841149892,2.07786841149892
cat__Player_Rashad Bauman,-2.0718269718368485,2.0718269718368485
cat__Player_Justin Evans,-2.0604200021188332,2.0604200021188332
cat__Player_Jonathan Wade,-2.054451609214767,2.054451609214767
cat__Player_Aric Morris,-2.037407712316075,2.037407712316075
cat__Player_Dane Jackson,2.036768756638411,2.036768756638411
cat__Player_Jakorian Bennett,-2.027126603712235,2.027126603712235
cat__Player_Joey Porter Jr.,2.023505036322455,2.023505036322455
cat__Player_Josh Jones,-2.0201015520280756,2.0201015520280756
cat__Player_Decamerion Richardson,-2.0087049737420575,2.0087049737420575
cat__Player_Cordale Flott,2.0016525250166195,2.0016525250166195
cat__Player_D.J. White,-1.9988392573743452,1.9988392573743452
cat__Player_Azareye'h Thomas,-1.9960799158900524,1.9960799158900524
cat__Player_Maxwell Hairston,-1.988805409343561,1.988805409343561
cat__Player_Clark Phillips III,-1.9771539241521954,1.9771539241521954
cat__Player_Raymond Walls,-1.9770740245393323,1.9770740245393323
cat__Player_Ricardo Allen,1.9745576712604354,1.9745576712604354
cat__Player_Ed Reynolds,-1.971445108648237,1.971445108648237
cat__Player_Geno Stone,1.9627806493518047,1.9627806493518047
cat__Player_Kristian Fulton,1.9588435294365962,1.9588435294365962
cat__Player_Daniel Thomas,-1.9558766077004468,1.9558766077004468
cat__Player_Kyler Gordon,1.927760182403332,1.927760182403332
cat__Player_Dominique Franks,-1.914321919565255,1.914321919565255
cat__Player_Dexter Wynn,-1.9137771049476877,1.9137771049476877
cat__Player_Gerald Sensabaugh,1.8963193921635317,1.8963193921635317
cat__Player_Curtis Brown,-1.885888037425772,1.885888037425772
cat__Player_Daimion Stafford,-1.8805464748939165,1.8805464748939165
cat__Player_Damontae Kazee,1.847033607128947,1.847033607128947
cat__Player_Caelen Carson,-1.8458365323354147,1.8458365323354147
cat__Player_Justin King,-1.8391905274138218,1.8391905274138218
cat__Player_Ahkello Witherspoon,1.8171856919725036,1.8171856919725036
num__college_interception_yards_z,-1.8073265034754409,1.8073265034754409
num__college_interception_yards,-1.8073265034754193,1.8073265034754193
cat__Player_Mike Jenkins,1.796949690376444,1.796949690376444
cat__Player_Syd'Quan Thompson,-1.796208887711473,1.796208887711473
cat__Player_Ahmad Carroll,-1.7946184181996963,1.7946184181996963
cat__Player_Michael Jameson,-1.7869191029708191,1.7869191029708191
cat__Player_Jamel Dean,1.786484942217271,1.786484942217271
cat__Player_Cory Bird,-1.7825909229551662,1.7825909229551662
cat__Player_Damon Arnette,-1.7756608737153932,1.7756608737153932
cat__Player_Jaylon Jones,1.7710431038032668,1.7710431038032668
cat__Player_Alex Austin,-1.7669676653161224,1.7669676653161224
cat__Player_Vincent Fuller,-1.7513032967103923,1.7513032967103923
cat__Player_Derrick Kindred,-1.735250685221944,1.735250685221944
cat__Player_Jason Doering,-1.7290619891657397,1.7290619891657397
cat__Player_Eric Berry,1.721315605538822,1.721315605538822
cat__Player_Shawn Williams,1.7208135903533228,1.7208135903533228
cat__Player_Marquise Blair,-1.7206840099701424,1.7206840099701424
cat__Player_Upton Stout,-1.7085848375853039,1.7085848375853039
cat__Player_Brandon Williams,-1.701605564496208,1.701605564496208
cat__Player_Dee Milliner,-1.6969045775267022,1.6969045775267022
cat__Player_Marlin Jackson,1.685577395925274,1.685577395925274
cat__Player_Willie Middlebrooks,-1.6552630147660463,1.6552630147660463
cat__Player_Hank Poteat,-1.6484961008229153,1.6484961008229153
cat__Player_John Howell,-1.624470338155581,1.624470338155581
num__height_in,-1.622782418887252,1.622782418887252
num__height_in_z,-1.6227824188871236,1.6227824188871236
cat__Player_Terrell Thomas,1.6203110465557145,1.6203110465557145
cat__Player_Jimmie Ward,1.6088831286279246,1.6088831286279246
cat__Player_Sherrick McManis,-1.6078355643446318,1.6078355643446318
cat__Player_Grant Delpit,1.6028234127272816,1.6028234127272816
cat__Player_Darrell Luter Jr.,-1.5923383140371892,1.5923383140371892
cat__Player_Eric King,-1.5862635334070572,1.5862635334070572
cat__Player_Rodarius Williams,-1.5809212541375757,1.5809212541375757
cat__Player_Jaiquawn Jarrett,-1.5688295188478583,1.5688295188478583
cat__Player_Jaylen Watkins,-1.5626088071746136,1.5626088071746136
cat__Player_Julian Blackmon,1.554195136422203,1.554195136422203
cat__Player_Tank Williams,-1.5387885175541443,1.5387885175541443
cat__Player_Cam Smith,-1.530387886164857,1.530387886164857
cat__Player_Trevon Diggs,1.5298452102471367,1.5298452102471367
cat__Player_Riley Moss,1.515266464578848,1.515266464578848
cat__Player_Jordan Lucas,-1.5056859366675486,1.5056859366675486
cat__Player_Byron Maxwell,1.500889634054955,1.500889634054955
cat__Player_Trevin Wade,-1.4962203760839041,1.4962203760839041
cat__Player_Will Johnson,-1.4687239735334856,1.4687239735334856
cat__Player_Marquand Manuel,1.4673392068488809,1.4673392068488809
cat__Player_Nathan Vasher,1.4662418687967183,1.4662418687967183
cat__Player_Terrance Mitchell,1.4642022101153318,1.4642022101153318
cat__Player_Jalen Collins,-1.4528478992091958,1.4528478992091958
cat__Player_Will Redmond,-1.4515916894339251,1.4515916894339251
cat__Player_Mike Harris,-1.4423957907656555,1.4423957907656555
cat__Player_Damarion Williams,-1.4413195252872788,1.4413195252872788
num__forty_yard_sec_missing,1.4401952572085879,1.4401952572085879
cat__Player_Curtis Fuller,-1.4243216409801762,1.4243216409801762
cat__Player_Deon Bush,-1.4123034629344544,1.4123034629344544
cat__Player_Aaron Ross,-1.4073812982843614,1.4073812982843614
cat__Player_Fabian Moreau,1.4070261446073402,1.4070261446073402
cat__Player_Chad Williams,1.3932199589234706,1.3932199589234706
cat__Player_Darian Thompson,-1.3923654015087494,1.3923654015087494
cat__Player_C.J. Henderson,1.3818485710820125,1.3818485710820125
cat__Player_Denzel Burke,-1.38012553115518,1.38012553115518
cat__Player_Von Hutchins,-1.3739799288102033,1.3739799288102033
cat__Player_Michael Lehan,-1.3722916853418898,1.3722916853418898
cat__Player_Shareece Wright,1.3566859641819644,1.3566859641819644
cat__Player_Darren Hall,-1.3563807925829845,1.3563807925829845
cat__Player_Bradley Fletcher,1.355234577408318,1.355234577408318
cat__Player_Percy Butler,-1.3548505028733875,1.3548505028733875
cat__Player_Perrish Cox,1.3417236145604514,1.3417236145604514
cat__Player_Bobby Gray,-1.3287712520010748,1.3287712520010748
cat__Player_Daven Holly,-1.3137679643695985,1.3137679643695985
cat__Player_Matt Ware,-1.30457198614759,1.30457198614759
cat__Player_Josh Metellus,1.289718480853622,1.289718480853622
cat__Player_Kelly Jennings,1.2847224683931806,1.2847224683931806
cat__Player_Aaron Williams,1.2811407725314694,1.2811407725314694
cat__Player_Ennis Rakestraw Jr.,-1.2801148643327207,1.2801148643327207
cat__Player_Nehemiah Pritchett,-1.2780680664559847,1.2780680664559847
cat__Player_Brian Branch,1.2766192450740739,1.2766192450740739
cat__Player_Vernon Hargreaves III,1.261694034857673,1.261694034857673
cat__Player_Da'Norris Searcy,1.260297726176528,1.260297726176528
cat__Player_Isaac Yiadom,1.2546443371977953,1.2546443371977953
cat__Player_Marco Wilson,1.244816314827273,1.244816314827273
cat__Player_Charlie Peprah,-1.2438075081149915,1.2438075081149915
cat__Player_Dwight Smith,1.2412578066185833,1.2412578066185833
cat__Player_Bob Sanders,-1.2289256334714158,1.2289256334714158
cat__Player_Jordan Richards,-1.2206375364252187,1.2206375364252187
cat__Player_Kerby Joseph,1.2166420008626362,1.2166420008626362
cat__Player_Jeff Gladney,-1.2030396114248911,1.2030396114248911
cat__Player_Mackensie Alexander,1.1895509109688027,1.1895509109688027
cat__Player_Karl Joseph,1.1885020453412631,1.1885020453412631
cat__Player_Kelee Ringo,-1.1843818390224543,1.1843818390224543
cat__college_name_Mississippi State,-1.1800626911296026,1.1800626911296026
cat__Player_Robert Bean,-1.1800626911296026,1.1800626911296026
cat__Player_Keith Reaser,-1.172266860044394,1.172266860044394
cat__Player_Cameron Mitchell,-1.167293818538009,1.167293818538009
cat__college_name_Maryland,-1.1642655877420385,1.1642655877420385
cat__Player_Lewis Sanders,-1.1642655877420385,1.1642655877420385
cat__Player_Amik Robertson,-1.155542017409073,1.155542017409073
cat__Player_Clayton Geathers,-1.153523591689011,1.153523591689011
cat__Player_Damarious Randall,1.152998444125436,1.152998444125436
cat__Player_Trae Waynes,1.1495415654015726,1.1495415654015726
cat__Player_D.J. Hayden,1.1460383518740807,1.1460383518740807
cat__Player_Jayron Kearse,1.1436354932367354,1.1436354932367354
cat__Player_Travis Daniels,1.119036969013981,1.119036969013981
cat__Player_Nic Jones,-1.1073982840356127,1.1073982840356127
cat__Player_Torrie Cox,-1.0990862485232444,1.0990862485232444
cat__Player_Nick Cross,1.0978328626299152,1.0978328626299152
cat__Player_Amani Hooker,1.0899964813933527,1.0899964813933527
cat__Player_Nevin Lawson,1.075824166759624,1.075824166759624
cat__Player_Cameron Dantzler,1.0674079947623565,1.0674079947623565
cat__Player_Lonnie Johnson,1.057871405222696,1.057871405222696
cat__Player_Alohi Gilman,1.0550207836021734,1.0550207836021734
cat__Player_Marvin White,-1.0472700776408927,1.0472700776408927
cat__Player_M.J. Stewart,1.0415798044365816,1.0415798044365816
cat__Player_Justin Tryon,-1.0410868732369085,1.0410868732369085
cat__Player_Kevon Seymour,-1.0287548450917947,1.0287548450917947
cat__Player_Deone Bucannon,1.019241038793166,1.019241038793166
cat__Player_Tavon Young,-1.0129654829581365,1.0129654829581365
cat__Player_Tre Brown,-1.0124586997061154,1.0124586997061154
cat__Player_William Moore,0.9984703213625488,0.9984703213625488
cat__Player_Kevin Johnson,-0.9928932310114027,0.9928932310114027
cat__Player_Fred Bennett,-0.9769158723384652,0.9769158723384652
cat__Player_Willie Offord,-0.9699125390113429,0.9699125390113429
cat__Player_E.J. Gaines,-0.9614412212855932,0.9614412212855932
cat__Player_Kenny Phillips,0.9596470041921441,0.9596470041921441
cat__Player_Amani Oruwariye,0.9496628070464208,0.9496628070464208
cat__Player_Benjamin Morrison,-0.9392291430533771,0.9392291430533771
cat__Player_Cam Hart,-0.937084755575572,0.937084755575572
cat__Player_Anthony Smith,-0.9358653098256303,0.9358653098256303
cat__Player_Rahim Moore,0.9340729759704062,0.9340729759704062
cat__Player_Jamarca Sanford,0.928231814613343,0.928231814613343
cat__Player_Kyle Wilson,-0.910525874795586,0.910525874795586
cat__Player_Mekhi Blackmon,-0.9040424359897863,0.9040424359897863
cat__Player_Jason Marshall Jr.,-0.8960478250675485,0.8960478250675485
cat__Player_Trayvon Mullen,0.8841852486093412,0.8841852486093412
cat__Player_Jaquan Johnson,-0.8786194830894182,0.8786194830894182
cat__Player_Kayvon Webster,-0.8707854028457546,0.8707854028457546
cat__Player_Sherrod Martin,-0.8697624334389391,0.8697624334389391
cat__Player_Jaylinn Hawkins,0.8696331765314366,0.8696331765314366
cat__Player_Mike Doss,0.8694389662926502,0.8694389662926502
cat__Player_Coty Sensabaugh,0.8665552061811217,0.8665552061811217
cat__Player_Derrick Gibson,-0.8511280112307191,0.8511280112307191
cat__Player_Emmanuel Forbes,-0.8459741656777796,0.8459741656777796
cat__Player_Kendall Sheffield,-0.8384163996732005,0.8384163996732005
cat__Player_Chase Lucas,-0.8200081880070261,0.8200081880070261
cat__Player_Aaron Rouse,-0.7982537015474229,0.7982537015474229
cat__Player_Keith Lewis,-0.7892346210131808,0.7892346210131808
cat__Player_Tracy Porter,0.7885346836658578,0.7885346836658578
cat__Player_Derion Kendrick,-0.781712084916678,0.781712084916678
cat__Player_Chykie Brown,-0.781138662856475,0.781138662856475
cat__Player_Will Blackmon,-0.7653600091337357,0.7653600091337357
cat__Player_Montaric Brown,-0.7514496487405056,0.7514496487405056
cat__Player_DJ Turner,-0.7373476863307433,0.7373476863307433
cat__Player_Dane Belton,0.7257655701207861,0.7257655701207861
cat__Player_Donnie Nickey,-0.6760928508805416,0.6760928508805416
cat__Player_Ronnie Harrison,0.6596783023009731,0.6596783023009731
cat__Player_Eric Green,0.649709442585619,0.649709442585619
cat__Player_Jamar Taylor,-0.6433465191906231,0.6433465191906231
cat__Player_Lamont Thompson,-0.6351166860983796,0.6351166860983796
cat__Player_Fabian Washington,0.6343172484960284,0.6343172484960284
cat__Player_Noah Igbinoghene,-0.6286166762785401,0.6286166762785401
cat__Player_Terrence Kiel,0.6257610815446741,0.6257610815446741
cat__Player_Maurice Canady,-0.6234398392803298,0.6234398392803298
cat__Player_Renardo Green,0.6210699289168707,0.6210699289168707
cat__Player_Kamari Lassiter,0.619886794941174,0.619886794941174
cat__Player_Nate Wiggins,0.5986810316054234,0.5986810316054234
cat__Player_Kool-Aid McKinstry,0.5945481112101776,0.5945481112101776
cat__Player_Tony Dixon,-0.5940116560865808,0.5940116560865808
cat__Player_Carrington Valentine,-0.5917761354393503,0.5917761354393503
cat__Player_Bobby McCain,0.5903127901387868,0.5903127901387868
cat__Player_Chau Smith-Wade,0.5897552090806725,0.5897552090806725
cat__Player_Darrick Forrest,-0.5892722647045642,0.5892722647045642
cat__Player_Jalen Pitre,0.5862419264617126,0.5862419264617126
cat__Player_Rashad Fenton,0.5743000042395601,0.5743000042395601
cat__Player_Kevin King,-0.5734791791388977,0.5734791791388977
cat__Player_Michael Huff,0.5726007805011567,0.5726007805011567
cat__Player_Jonathan Wilhite,-0.5582275569456419,0.5582275569456419
cat__Player_Akayleb Evans,0.5445039486981083,0.5445039486981083
cat__Player_Greedy Williams,-0.5394764477580342,0.5394764477580342
cat__Player_K'Von Wallace,-0.5373259440354543,0.5373259440354543
cat__Player_Marques Anderson,0.5267517183768807,0.5267517183768807
cat__Player_Dontae Johnson,-0.51733522158622,0.51733522158622
cat__Player_Chris Clemons,-0.5088633223022949,0.5088633223022949
cat__Player_Aaron Colvin,0.4916042956602317,0.4916042956602317
cat__Player_Calvin Pryor,0.4865634785082176,0.4865634785082176
cat__Player_Stuart Schweigert,0.4782261077622306,0.4782261077622306
cat__Player_William Jackson III,-0.4713269406073659,0.4713269406073659
num__shuttle_sec_missing,-0.4469235156437293,0.4469235156437293
cat__Player_Andru Phillips,0.4461529492381166,0.4461529492381166
cat__Player_Juan Thornhill,0.43236430821830696,0.43236430821830696
cat__Player_Andre Hal,0.41517139558896443,0.41517139558896443
cat__college_name_Marshall,0.4096463850173306,0.4096463850173306
cat__Player_Rogers Beckett,0.4096463850173306,0.4096463850173306
cat__Player_Eric Kelly,-0.40855593128078477,0.40855593128078477
cat__Player_T.J. McDonald,0.39484883306288115,0.39484883306288115
cat__Player_Asher Allen,-0.38936764579055577,0.38936764579055577
cat__Player_Stanford Routt,0.38553777461333644,0.38553777461333644
cat__Player_Bhawoh Jue,0.366993810502072,0.366993810502072
cat__Player_Deandre Baker,-0.3536362709473472,0.3536362709473472
cat__Player_Tarheeb Still,-0.34640823658461695,0.34640823658461695
cat__Player_Glenn Earl,-0.3273636156047666,0.3273636156047666
cat__Player_Eric Rowe,0.3192574935924743,0.3192574935924743
cat__Player_Chris Culliver,0.31547261532932913,0.31547261532932913
cat__Player_Mike Edwards,-0.31320363414314245,0.31320363414314245
cat__Player_Blidi Wreh-Wilson,-0.30563965240764784,0.30563965240764784
cat__Player_Artie Burns,0.2975680116245121,0.2975680116245121
cat__Player_Garrett Williams,-0.29544962104125605,0.29544962104125605
cat__Player_Juston Burris,-0.29439345233594705,0.29439345233594705
cat__Player_Anthony Averett,-0.2943076738487848,0.2943076738487848
cat__Player_Terrence Holt,0.2919808570673041,0.2919808570673041
cat__Player_Deshon Elliott,-0.2866641222735223,0.2866641222735223
num__college_fumble_recovery_tds_missing,-0.28120094644162963,0.28120094644162963
num__college_fumble_recoveries_missing,-0.28120094644162963,0.28120094644162963
num__college_fumble_recovery_yards_missing,-0.28120094644162963,0.28120094644162963
cat__Player_Johnathan Abram,-0.25713679229430647,0.25713679229430647
cat__Player_Sean Taylor,-0.2556756236627886,0.2556756236627886
cat__Player_Darrent Williams,-0.24171847591272355,0.24171847591272355
cat__Player_Jaylen Watson,-0.24029697483807005,0.24029697483807005
cat__Player_Kindle Vildor,0.2392983626910655,0.2392983626910655
cat__Player_Amari Spievey,-0.23619341665806812,0.23619341665806812
cat__Player_Rashad Johnson,-0.23608394381650732,0.23608394381650732
cat__Player_Eric Johnson,-0.23520345174674243,0.23520345174674243
cat__college_name_Nevada,-0.23520345174674243,0.23520345174674243
cat__Player_Bryan Cook,0.20981535895102035,0.20981535895102035
num__NFL_id,0.20036757615853212,0.20036757615853212
cat__Player_Sammy Davis,0.18666002370622872,0.18666002370622872
cat__Player_Sidney Jones,0.16909652112237886,0.16909652112237886
cat__Player_Deonte Banks,0.15970859265287887,0.15970859265287887
cat__Player_Cooper DeJean,0.15257010544470662,0.15257010544470662
cat__Player_Talanoa Hufanga,0.1469000676911129,0.1469000676911129
cat__Player_Sean Davis,-0.14142764787561968,0.14142764787561968
cat__Player_Johnthan Banks,-0.14112955788836856,0.14112955788836856
cat__Player_Jon McGraw,-0.13893755927299095,0.13893755927299095
cat__Player_Ugo Amadi,0.12745240393600063,0.12745240393600063
cat__Player_Quintin Demps,-0.12641329606992713,0.12641329606992713
cat__Player_Jarrad Page,-0.1253609651269514,0.1253609651269514
cat__Player_Jamar Fletcher,-0.11159634848429781,0.11159634848429781
cat__Player_Sean Considine,0.10775010113374171,0.10775010113374171
cat__Player_Donald Strickland,-0.10469635968078315,0.10469635968078315
cat__Player_Todd Johnson,-0.10198557066699014,0.10198557066699014
cat__Player_Quinyon Mitchell,-0.0999179677336968,0.0999179677336968
cat__Player_Darnay Holmes,0.09620495961619377,0.09620495961619377
cat__Player_Eric Smith,0.09471708266507624,0.09471708266507624
cat__Player_Sam Brandon,-0.08851304066190732,0.08851304066190732
cat__Player_Jarvis Brownlee,-0.08180523682135814,0.08180523682135814
cat__Player_Ashtyn Davis,0.07748397059590044,0.07748397059590044
cat__Player_Louis Delmas,-0.07273356248393481,0.07273356248393481
cat__Player_Kaiir Elam,0.061986135768270584,0.061986135768270584
cat__Player_Davon House,0.05160367358120442,0.05160367358120442
cat__Player_Coy Wire,0.04508874672229784,0.04508874672229784
cat__Player_P.J. Williams,-0.03655420979986068,0.03655420979986068
cat__college_name_Georgia Tech,-0.029922537995336982,0.029922537995336982
cat__Player_Travares Tillman,-0.029922537995336982,0.029922537995336982
num__college_games_missing,0.0,0.0
num__college_interception_tds_missing,0.0,0.0
