score_bin,players,score_mean,proxy_outcome_mean
0,343,4.271428571428571,1.4883381924198251
1,336,12.445684523809524,5.28125
2,336,23.430654761904762,11.078869047619047
3,339,36.30368731563422,18.56637168141593
4,338,52.80562130177515,28.615384615384617
5,338,69.74852071005917,39.094674556213015
6,339,87.12241887905604,49.0929203539823
7,338,105.46582840236685,60.55029585798817
8,338,155.19955621301773,86.46301775147928
9,339,590.3566371681416,337.0353982300885
