score_bin,players,score_mean,proxy_outcome_mean
0,339,5.969616519174042,1.6607669616519174
1,340,16.028235294117646,5.291176470588235
2,337,27.758456973293768,11.201780415430267
3,338,40.91656804733728,18.63757396449704
4,340,56.772352941176464,28.769117647058824
5,336,73.74732142857142,39.41517857142857
6,340,91.14794117647058,49.345588235294116
7,337,109.7,60.60682492581602
8,338,164.96775147928994,85.49260355029585
9,339,616.587610619469,336.9188790560472
