score_bin,players,score_mean,proxy_outcome_mean
0,340,5.977058823529412,1.6720588235294118
1,337,15.993471810089021,5.314540059347181
2,339,27.673746312684365,11.14306784660767
3,339,40.84395280235988,18.679941002949853
4,338,56.60103550295858,28.718934911242602
5,338,73.51257396449704,39.38905325443787
6,338,90.87292899408284,49.375739644970416
7,338,109.20073964497041,60.54289940828402
8,338,164.35547337278106,85.55473372781066
9,339,614.1561946902655,336.9188790560472
